"CD","Population","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
2290508,837,NA,3,NA,1,NA,3,0.855731143358649,1,NA,1,NA,1
2290509,303,NA,1,NA,3,NA,3,0.982810314841642,3,NA,2,NA,1
2290510,641,NA,2,NA,2,NA,3,0.879742256737797,1,NA,3,NA,1
2290511,421,NA,2,NA,3,NA,3,0.946871729981512,2,NA,3,NA,1
2290512,46,NA,1,NA,3,NA,1,0.999496899864252,3,NA,1,NA,1
2290514,482,NA,3,NA,3,NA,3,0.971621313495747,3,NA,3,NA,1
2290515,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
2290701,158,NA,1,NA,3,NA,3,0.996358670550815,3,NA,2,NA,2
2290702,511,NA,2,NA,3,NA,1,0.987306488133005,3,NA,1,NA,1
2290703,241,NA,1,NA,3,NA,3,0.9894789336436,3,NA,2,NA,1
2290704,365,NA,1,NA,3,NA,3,0.972931710338465,3,NA,3,NA,1
2290705,480,NA,2,NA,3,NA,3,0.969524787084602,3,NA,2,NA,1
2290706,393,NA,1,NA,3,NA,3,0.977418174343894,3,NA,2,NA,1
2290707,313,NA,1,NA,3,NA,3,0.97899085565816,3,NA,3,NA,1
2290708,499,NA,1,NA,2,NA,3,0.930169168695587,2,NA,3,NA,1
2290709,341,NA,2,NA,3,NA,3,0.979960587376007,3,NA,3,NA,1
2290710,386,NA,2,NA,3,NA,3,0.984330181337787,3,NA,3,NA,1
2290711,186,NA,1,NA,2,NA,3,0.995070798488685,3,NA,2,NA,1
2290712,336,NA,1,NA,2,NA,3,0.982849099809126,3,NA,3,NA,1
2290713,446,NA,2,NA,3,NA,3,0.970266325024566,3,NA,3,NA,1
2290714,263,NA,1,NA,3,NA,3,0.989697592409537,3,NA,2,NA,1
2290715,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
2290716,452,NA,1,NA,2,NA,3,0.952877001331595,3,NA,1,NA,1
2290717,569,NA,1,NA,1,NA,3,0.951200527938735,2,NA,2,NA,1
2290718,864,NA,3,NA,1,NA,3,0.867635693837331,1,NA,2,NA,1
2290801,125,NA,1,NA,3,NA,2,0.998589419980461,3,NA,1,NA,1
2290802,653,NA,3,NA,3,NA,1,0.969137132872082,3,NA,1,NA,1
2290803,386,NA,1,NA,2,NA,3,0.975671438075441,3,NA,3,NA,1
2290804,512,NA,2,NA,3,NA,1,0.975232088053313,3,NA,1,NA,1
2290805,635,NA,3,NA,2,NA,3,0.935697061214474,2,NA,3,NA,1
2290806,378,NA,1,NA,3,NA,1,0.99194215450947,3,NA,1,NA,1
2290807,477,NA,1,NA,1,NA,3,0.950572680204263,2,NA,3,NA,1
2290808,1358,NA,3,NA,1,NA,3,0.23785489374519,1,NA,1,NA,1
2290809,526,NA,2,NA,3,NA,3,0.968172444240884,3,NA,2,NA,1
2290810,651,NA,2,NA,2,NA,3,0.927742635947402,2,NA,2,NA,1
2290811,126,NA,1,NA,3,NA,3,0.996169512027527,3,NA,1,NA,1
2290812,190,NA,1,NA,3,NA,3,0.991035464420563,3,NA,1,NA,1
2290813,222,NA,1,NA,1,NA,3,0.989519911073207,3,NA,1,NA,1
2290814,176,NA,1,NA,1,NA,3,0.992094279015636,3,NA,1,NA,1
2290815,149,NA,1,NA,3,NA,3,0.99782032847538,3,NA,1,NA,1
2290816,405,NA,1,NA,3,NA,3,0.977882196318685,3,NA,3,NA,1
2290901,562,NA,1,NA,1,NA,3,0.967346675815401,3,NA,2,NA,1
2290902,709,NA,3,NA,2,NA,3,0.895208811012962,2,NA,3,NA,1
2290903,454,NA,2,NA,3,NA,3,0.9551028864511,3,NA,3,NA,1
2290904,455,NA,2,NA,3,NA,3,0.948320519970313,2,NA,3,NA,1
2290905,350,NA,1,NA,3,NA,3,0.977018122311613,3,NA,3,NA,2
2290906,440,NA,2,NA,3,NA,3,0.949133217846658,2,NA,2,NA,1
2290907,196,NA,1,NA,3,NA,2,0.996197879224396,3,NA,1,NA,3
2290908,470,NA,2,NA,3,NA,3,0.942567928423207,2,NA,3,NA,1
2290909,325,NA,1,NA,3,NA,3,0.961357721860695,3,NA,2,NA,1
2290910,739,NA,3,NA,2,NA,3,0.950634555415808,2,NA,3,NA,1
2290911,884,NA,3,NA,1,NA,3,0.968716977355266,3,NA,3,NA,1
2290912,349,NA,1,NA,3,NA,3,0.984569398872433,3,NA,3,NA,1
2290913,175,NA,1,NA,3,NA,3,0.995457982585202,3,NA,2,NA,1
2290914,469,NA,1,NA,2,NA,3,0.981657350180971,3,NA,3,NA,1
2290915,456,NA,1,NA,2,NA,3,0.97011315302049,3,NA,3,NA,1
2290917,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
2290918,315,NA,2,NA,3,NA,3,0.977644584064654,3,NA,3,NA,1
2290919,494,NA,2,NA,2,NA,3,0.966168521677184,3,NA,2,NA,1
2290920,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
2290921,446,NA,2,NA,3,NA,3,0.973470806793026,3,NA,3,NA,1
2290922,837,NA,2,NA,1,NA,3,0.947888765698514,2,NA,3,NA,1
2290923,21,NA,1,NA,2,NA,3,0.999987375465142,3,NA,1,NA,1
2291101,245,NA,1,NA,3,NA,3,0.99136648700273,3,NA,2,NA,1
2291102,250,NA,1,NA,3,NA,3,0.982589084342532,3,NA,1,NA,1
2291103,757,NA,3,NA,1,NA,3,0.893515282870948,2,NA,2,NA,1
2291104,264,NA,1,NA,3,NA,3,0.985321874756436,3,NA,2,NA,1
2291105,103,NA,1,NA,3,NA,3,0.996850479692027,3,NA,1,NA,2
2291106,319,NA,1,NA,1,NA,3,0.979940460054604,3,NA,2,NA,1
2291107,359,NA,1,NA,2,NA,3,0.957896750628086,3,NA,2,NA,1
2291108,349,NA,2,NA,3,NA,3,0.964044095801485,3,NA,2,NA,1
2291109,173,NA,1,NA,3,NA,3,0.991165569752591,3,NA,1,NA,2
2291110,147,NA,1,NA,3,NA,3,0.99240588991214,3,NA,1,NA,1
2291111,471,NA,2,NA,3,NA,3,0.953220228654894,3,NA,2,NA,1
2291112,432,NA,1,NA,2,NA,3,0.951822366133998,2,NA,2,NA,1
2291113,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
2291114,244,NA,1,NA,3,NA,3,0.974735946693818,3,NA,1,NA,1
2291115,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
2291116,227,NA,1,NA,3,NA,3,0.98386444893531,3,NA,3,NA,1
2291201,574,NA,2,NA,2,NA,3,0.909555531754767,2,NA,2,NA,1
2291202,456,NA,1,NA,1,NA,3,0.95446026012349,3,NA,2,NA,1
2291203,243,NA,1,NA,3,NA,3,0.987790155394763,3,NA,3,NA,1
2291204,286,NA,1,NA,3,NA,3,0.97709317321937,3,NA,2,NA,1
2291205,272,NA,1,NA,2,NA,3,0.975517204801043,3,NA,2,NA,1
2291206,458,NA,2,NA,3,NA,3,0.941837727032681,2,NA,3,NA,1
2291207,333,NA,1,NA,3,NA,3,0.969069272223049,3,NA,2,NA,2
2291208,335,NA,1,NA,3,NA,3,0.965015182777689,3,NA,2,NA,1
2291209,263,NA,1,NA,3,NA,3,0.982352631619689,3,NA,2,NA,1
2291210,378,NA,2,NA,3,NA,3,0.966918957919871,3,NA,3,NA,1
2291211,385,NA,2,NA,3,NA,3,0.971782591359121,3,NA,2,NA,1
2291212,404,NA,1,NA,3,NA,3,0.967404452409968,3,NA,3,NA,1
2291213,226,NA,1,NA,1,NA,3,0.999312674778022,3,NA,1,NA,3
2291214,350,NA,2,NA,3,NA,3,0.966680543952522,3,NA,3,NA,1
2291215,301,NA,1,NA,3,NA,3,0.972890303580386,3,NA,1,NA,1
2291306,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
2280101,386,NA,1,NA,2,NA,3,0.991754021766057,3,NA,2,NA,1
2280102,422,NA,2,NA,3,NA,3,0.989514240547228,3,NA,3,NA,1
2280103,486,NA,2,NA,2,NA,3,0.976118956462432,3,NA,3,NA,2
2280104,532,NA,1,NA,2,NA,3,0.921626289031362,2,NA,3,NA,1
2280105,289,NA,1,NA,3,NA,3,0.985121401401745,3,NA,2,NA,1
2280106,628,NA,2,NA,1,NA,3,0.919079560731627,2,NA,3,NA,2
2280107,428,NA,2,NA,3,NA,3,0.946723937693628,2,NA,3,NA,1
2280108,213,NA,1,NA,3,NA,3,0.987621632447869,3,NA,3,NA,1
2280109,272,NA,1,NA,3,NA,3,0.9757004398627,3,NA,3,NA,1
2280110,275,NA,2,NA,3,NA,3,0.984360738348239,3,NA,2,NA,2
2280111,356,NA,1,NA,1,NA,2,0.995972109126254,3,NA,2,NA,2
2280112,253,NA,1,NA,3,NA,3,0.992601947619511,3,NA,2,NA,3
2280113,325,NA,1,NA,3,NA,3,0.977717072509129,3,NA,3,NA,2
2280114,239,NA,1,NA,2,NA,3,0.994629198795951,3,NA,2,NA,3
2280115,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
2280116,303,NA,1,NA,3,NA,3,0.985758824935692,3,NA,2,NA,1
2280117,223,NA,1,NA,3,NA,3,0.994104869280949,3,NA,1,NA,1
2280118,221,NA,1,NA,3,NA,3,0.994495984871518,3,NA,1,NA,3
2280201,414,NA,1,NA,2,NA,3,0.963402373685724,3,NA,2,NA,1
2280202,566,NA,3,NA,3,NA,3,0.923282959813929,2,NA,2,NA,2
2280203,449,NA,1,NA,2,NA,3,0.973202606540616,3,NA,1,NA,1
2280204,262,NA,1,NA,3,NA,3,0.984908842755115,3,NA,3,NA,1
2280205,447,NA,2,NA,3,NA,3,0.972535360701452,3,NA,2,NA,1
2280206,387,NA,2,NA,3,NA,3,0.966879221066803,3,NA,2,NA,2
2280207,217,NA,1,NA,3,NA,3,0.988545448531678,3,NA,3,NA,1
2280208,398,NA,2,NA,3,NA,3,0.972440931744501,3,NA,3,NA,1
2280209,290,NA,1,NA,3,NA,3,0.988106256097731,3,NA,3,NA,1
2280210,342,NA,1,NA,3,NA,3,0.978849938452638,3,NA,2,NA,2
2280211,322,NA,1,NA,3,NA,3,0.984192871180061,3,NA,2,NA,1
2280212,119,NA,1,NA,3,NA,3,0.99759675534188,3,NA,2,NA,1
2280301,447,NA,1,NA,2,NA,3,0.955295547139966,3,NA,3,NA,1
2280302,287,NA,2,NA,3,NA,3,0.99069321758709,3,NA,2,NA,1
2280303,362,NA,1,NA,3,NA,3,0.975866975609388,3,NA,3,NA,1
2280304,551,NA,3,NA,3,NA,3,0.942954165666367,2,NA,3,NA,1
2280305,472,NA,2,NA,2,NA,3,0.953190709342751,3,NA,3,NA,2
2280306,536,NA,3,NA,3,NA,3,0.959602712345162,3,NA,3,NA,2
2280307,322,NA,2,NA,3,NA,3,0.980423468889104,3,NA,3,NA,1
2280308,427,NA,2,NA,3,NA,3,0.970589696766753,3,NA,3,NA,1
2280309,554,NA,3,NA,3,NA,3,0.949096627724984,2,NA,2,NA,2
2280310,143,NA,1,NA,3,NA,3,0.996184271816026,3,NA,1,NA,1
2280311,324,NA,1,NA,2,NA,3,0.988928522357636,3,NA,1,NA,3
2280312,317,NA,2,NA,3,NA,3,0.97225567134365,3,NA,2,NA,2
2280401,427,NA,2,NA,3,NA,3,0.969777748162618,3,NA,3,NA,2
2280402,384,NA,2,NA,3,NA,3,0.980483206463322,3,NA,2,NA,2
2280403,628,NA,3,NA,3,NA,3,0.9274016058536,2,NA,2,NA,2
2280404,507,NA,3,NA,3,NA,3,0.947613592367731,2,NA,3,NA,1
2280405,488,NA,3,NA,3,NA,3,0.961766104613393,3,NA,3,NA,1
2280406,547,NA,2,NA,2,NA,3,0.929741944752927,2,NA,3,NA,2
2280407,668,NA,3,NA,3,NA,3,0.917600759861499,2,NA,3,NA,2
2280408,309,NA,1,NA,3,NA,3,0.976433251125388,3,NA,2,NA,1
2280409,512,NA,3,NA,3,NA,3,0.930313349168301,2,NA,2,NA,1
2280410,306,NA,2,NA,3,NA,3,0.975813784168756,3,NA,2,NA,1
2280411,240,NA,1,NA,3,NA,3,0.989247834151541,3,NA,2,NA,1
2280412,299,NA,2,NA,3,NA,3,0.985363718258903,3,NA,3,NA,2
2280413,324,NA,1,NA,3,NA,3,0.983046266725409,3,NA,2,NA,1
2280414,142,NA,1,NA,3,NA,2,0.994210224263505,3,NA,3,NA,1
2280415,403,NA,3,NA,3,NA,3,0.97413200733768,3,NA,2,NA,1
2280501,428,NA,2,NA,3,NA,3,0.970564111332348,3,NA,2,NA,1
2280502,399,NA,2,NA,3,NA,3,0.970769978705353,3,NA,2,NA,1
2280503,420,NA,2,NA,3,NA,3,0.957447679136735,3,NA,3,NA,1
2280504,275,NA,2,NA,3,NA,3,0.987544339020567,3,NA,3,NA,1
2280505,369,NA,1,NA,3,NA,3,0.974427405985878,3,NA,3,NA,1
2280506,651,NA,3,NA,2,NA,3,0.921676164763692,2,NA,3,NA,2
2280507,221,NA,2,NA,3,NA,3,0.989889830656135,3,NA,2,NA,2
2280508,231,NA,1,NA,3,NA,3,0.992666611479727,3,NA,2,NA,1
2280509,172,NA,1,NA,3,NA,2,0.992747783695116,3,NA,2,NA,3
2280510,186,NA,1,NA,3,NA,1,0.996805831119936,3,NA,1,NA,1
2280601,391,NA,2,NA,3,NA,3,0.969141021459771,3,NA,2,NA,1
2280602,627,NA,3,NA,2,NA,3,0.933100077911358,2,NA,3,NA,2
2280603,559,NA,2,NA,2,NA,3,0.933578866560854,2,NA,2,NA,1
2280604,401,NA,1,NA,2,NA,3,0.963672444337689,3,NA,3,NA,1
2280605,366,NA,1,NA,3,NA,3,0.972051478907884,3,NA,3,NA,1
2280606,265,NA,1,NA,3,NA,3,0.988272481965138,3,NA,3,NA,1
2280607,136,NA,1,NA,3,NA,3,0.997402224518314,3,NA,3,NA,1
2280608,440,NA,2,NA,3,NA,3,0.959394707599684,3,NA,3,NA,1
2280609,263,NA,1,NA,2,NA,3,0.98845575039841,3,NA,2,NA,1
2280701,375,NA,2,NA,3,NA,3,0.969275638051443,3,NA,3,NA,1
2280702,350,NA,1,NA,3,NA,3,0.985607177431734,3,NA,3,NA,2
2280703,216,NA,1,NA,3,NA,3,0.99078322374566,3,NA,3,NA,2
2280704,511,NA,2,NA,3,NA,3,0.94521488518981,2,NA,3,NA,1
2280705,665,NA,3,NA,2,NA,3,0.89317668837532,2,NA,3,NA,1
2280706,474,NA,2,NA,3,NA,3,0.938058591354067,2,NA,3,NA,1
2280707,414,NA,1,NA,3,NA,3,0.962135356234317,3,NA,2,NA,1
2280708,304,NA,1,NA,3,NA,3,0.983708879736902,3,NA,2,NA,1
2280709,223,NA,1,NA,3,NA,3,0.99056825307287,3,NA,3,NA,1
2280710,350,NA,1,NA,3,NA,3,0.965250037106124,3,NA,3,NA,2
2280711,131,NA,1,NA,3,NA,3,0.997462592180402,3,NA,2,NA,1
2280801,685,NA,3,NA,2,NA,3,0.878346059354539,1,NA,3,NA,1
2280802,446,NA,2,NA,3,NA,3,0.942863327071405,2,NA,3,NA,1
2280803,510,NA,3,NA,3,NA,3,0.953392113129846,3,NA,3,NA,1
2280804,539,NA,3,NA,3,NA,3,0.941538499653817,2,NA,3,NA,1
2280805,401,NA,2,NA,3,NA,3,0.96339147626436,3,NA,3,NA,2
2280806,577,NA,2,NA,2,NA,3,0.935372715868667,2,NA,2,NA,2
2280807,464,NA,1,NA,2,NA,3,0.941805464097062,2,NA,3,NA,1
2280808,365,NA,1,NA,3,NA,3,0.970685643072762,3,NA,3,NA,1
2280809,381,NA,1,NA,2,NA,3,0.971031067360703,3,NA,3,NA,1
2280810,302,NA,1,NA,3,NA,3,0.976676185622275,3,NA,2,NA,1
2280901,326,NA,1,NA,3,NA,3,0.976942887859976,3,NA,3,NA,2
2280902,316,NA,1,NA,3,NA,3,0.979935097289073,3,NA,2,NA,2
2280903,393,NA,1,NA,2,NA,3,0.967554427625227,3,NA,3,NA,3
2280904,486,NA,3,NA,3,NA,3,0.95046411413077,2,NA,2,NA,2
2280905,305,NA,2,NA,3,NA,3,0.98502061250363,3,NA,2,NA,1
2280906,188,NA,1,NA,3,NA,3,0.991519069441611,3,NA,2,NA,2
2280907,423,NA,3,NA,3,NA,3,0.968108040202527,3,NA,2,NA,1
2280908,513,NA,3,NA,3,NA,3,0.953783779616913,3,NA,2,NA,1
2280909,201,NA,1,NA,3,NA,3,0.990656126361486,3,NA,2,NA,1
2280910,428,NA,3,NA,3,NA,3,0.967893511041498,3,NA,3,NA,1
2280911,489,NA,3,NA,3,NA,3,0.955979415486415,3,NA,3,NA,1
2280912,581,NA,3,NA,3,NA,3,0.923811698090044,2,NA,3,NA,2
2281001,260,NA,1,NA,3,NA,3,0.98227004693746,3,NA,2,NA,1
2281002,492,NA,2,NA,3,NA,3,0.946267537954575,2,NA,3,NA,1
2281003,400,NA,2,NA,3,NA,3,0.952646238204226,3,NA,3,NA,1
2281004,579,NA,3,NA,2,NA,3,0.925692263803826,2,NA,3,NA,1
2281005,449,NA,2,NA,3,NA,3,0.961737212475725,3,NA,3,NA,1
2281006,344,NA,1,NA,3,NA,3,0.975568036921477,3,NA,3,NA,1
2281007,462,NA,3,NA,3,NA,3,0.958380859136751,3,NA,2,NA,1
2281008,429,NA,2,NA,3,NA,3,0.954500163834632,3,NA,3,NA,1
2281009,571,NA,2,NA,2,NA,3,0.904507735205143,2,NA,3,NA,1
2281010,243,NA,1,NA,3,NA,3,0.98131063525907,3,NA,3,NA,1
2281101,398,NA,1,NA,2,NA,3,0.963142327231202,3,NA,3,NA,1
2281102,402,NA,2,NA,3,NA,3,0.961296142491163,3,NA,3,NA,1
2281103,559,NA,2,NA,2,NA,3,0.948407632333141,2,NA,3,NA,1
2281104,496,NA,1,NA,1,NA,3,0.94384326679543,2,NA,3,NA,1
2281105,254,NA,1,NA,3,NA,3,0.985298782393541,3,NA,2,NA,1
2281106,303,NA,1,NA,3,NA,3,0.982981295104745,3,NA,3,NA,1
2281107,503,NA,2,NA,3,NA,3,0.934074022663149,2,NA,3,NA,2
2281108,657,NA,3,NA,2,NA,3,0.886974748829197,1,NA,3,NA,1
2281109,510,NA,3,NA,3,NA,3,0.933290989768695,2,NA,3,NA,1
2281110,330,NA,1,NA,2,NA,3,0.981607288521073,3,NA,3,NA,2
2281201,399,NA,2,NA,3,NA,1,0.967137704882218,3,NA,1,NA,2
2281202,632,NA,2,NA,1,NA,2,0.885590744268636,1,NA,3,NA,3
2281203,472,NA,1,NA,1,NA,3,0.945602143445471,2,NA,3,NA,3
2281204,641,NA,1,NA,1,NA,2,0.903835746888717,2,NA,3,NA,3
2281205,553,NA,1,NA,1,NA,2,0.909353452854607,2,NA,3,NA,3
2281206,624,NA,2,NA,2,NA,1,0.883828198594943,1,NA,2,NA,3
2281207,415,NA,1,NA,2,NA,1,0.938047483903413,2,NA,2,NA,2
2281208,NA,NA,1,NA,3,NA,NA,0.999995791733429,3,NA,NA,NA,NA
2281301,407,NA,2,NA,3,NA,1,0.972411620077962,3,NA,1,NA,2
2281302,390,NA,1,NA,3,NA,1,0.985593904004366,3,NA,1,NA,2
2281303,683,NA,2,NA,2,NA,3,0.879675810674437,1,NA,3,NA,2
2281304,358,NA,2,NA,3,NA,3,0.965660633774125,3,NA,1,NA,2
2281305,403,NA,2,NA,3,NA,3,0.954541909341088,3,NA,3,NA,2
2281306,32,NA,1,NA,3,NA,3,0.999610046059452,3,NA,1,NA,2
2281401,404,NA,1,NA,2,NA,3,0.955167228248748,3,NA,2,NA,2
2281402,588,NA,3,NA,3,NA,3,0.922954353760442,2,NA,2,NA,2
2281403,324,NA,1,NA,2,NA,3,0.963877170984145,3,NA,2,NA,2
2281404,458,NA,2,NA,3,NA,3,0.968964651945728,3,NA,2,NA,1
2281405,376,NA,2,NA,3,NA,3,0.9737682522336,3,NA,1,NA,2
2281406,401,NA,1,NA,2,NA,3,0.957930058148219,3,NA,2,NA,1
2281407,551,NA,3,NA,3,NA,3,0.945484383492095,2,NA,2,NA,1
