"CD","Population","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
2210910,215,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,3
2210911,419,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,3
2210912,766,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,3
2210913,301,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,3
2210914,251,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,3
2211001,308,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2211002,361,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2211003,291,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2211004,420,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2211005,288,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211006,205,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211007,149,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211008,239,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211009,210,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211010,305,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211011,366,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2211012,400,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2211013,257,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2211101,409,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,3
2211102,209,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,3
2211103,426,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211104,473,NA,NA,NA,NA,NA,3,NA,2,NA,3,NA,1
2211105,434,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211106,369,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2211107,468,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,2
2211108,426,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2211109,468,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,3
2211110,241,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,3
2211111,335,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211112,236,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,3
2211113,409,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,1
2211114,487,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,3
2211115,157,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,3
2211116,185,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,3
2211117,221,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,3
2211201,311,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,3
2211202,467,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2211203,803,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2211204,471,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211205,498,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,3
2211206,308,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,3
2211207,190,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,3
2211208,965,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,1
2211209,483,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2211210,337,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211211,307,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,2
2211212,378,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211213,374,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211214,485,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211215,178,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,2
2211216,376,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,2
2211301,63,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211401,407,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211402,239,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211403,309,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2211404,93,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2211405,169,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,3
2211406,311,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211407,307,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211408,364,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211409,268,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211410,250,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211411,311,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211412,481,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211413,321,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211414,168,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211501,255,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211502,405,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211503,214,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211504,249,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211505,107,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211506,138,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211507,306,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211508,622,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211509,351,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
2211510,182,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211511,355,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211512,390,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211513,804,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2211514,305,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211601,315,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211602,492,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,2
2211603,304,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,1
2211604,185,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
2211605,363,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211606,571,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211607,263,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211608,202,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211609,1226,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211610,218,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211611,493,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211612,340,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,2
2211613,286,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,3
2211614,318,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2211615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2211616,538,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2211617,340,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211618,249,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211701,235,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2211702,113,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2211703,91,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211704,163,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2211705,231,NA,NA,NA,NA,NA,3,NA,2,NA,3,NA,1
2211706,300,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211707,170,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211708,256,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211709,127,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,1
2211801,478,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,2
2211802,266,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211803,203,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,1
2211804,340,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211805,337,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2211806,201,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,2
2211807,170,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211808,152,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211809,186,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211810,416,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211811,230,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2211812,456,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
2211813,189,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211901,237,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211902,79,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2211903,184,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2211904,241,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2211905,378,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211906,291,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2211907,186,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211908,150,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,1
2211909,405,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2211910,228,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2211911,210,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2211912,306,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
2212001,217,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,2
2212002,199,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2212003,147,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,2
2212004,160,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2212005,217,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2212006,220,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,2
2212007,186,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,3
2212008,189,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2212009,179,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,2
2212010,69,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,2
2212011,181,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2212012,173,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,2
2212013,181,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,3
2212101,54,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,3
2212102,103,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,3
2212103,111,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,3
2212104,75,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,2
2212105,99,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,2
2212106,127,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,2
2212107,104,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2212108,111,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,3
2212109,133,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,3
2212110,182,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,3
2212111,90,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,3
2212112,135,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,2
2212113,114,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,3
2212114,85,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2212115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2212201,586,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,3
2212202,511,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,3
2212203,590,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,3
2212204,817,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,3
2212205,487,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,3
2212206,631,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,3
2212207,825,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,3
2212208,714,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,3
2212209,549,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,3
2212210,763,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
2212211,467,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
2212301,1066,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,2
2212302,1127,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2212303,550,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,3
2212304,775,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,3
2212305,361,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,3
2212306,592,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,2
2212307,1157,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,2
2212308,540,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2212309,425,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,3
2212310,738,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,2
2212311,841,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,2
2212312,631,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2212401,690,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,1
2212402,586,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2212403,936,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,1
2212404,661,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2212405,524,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2212406,488,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2212407,952,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2212408,857,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2212409,678,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2220101,195,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
2220102,735,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2220103,583,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2220104,716,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,1
2220105,556,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,1
2220106,1315,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2220107,949,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
2220108,1086,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
2220109,959,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
2220110,592,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
2220111,361,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2220112,627,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
2220113,359,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,1
2220114,713,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,1
2220115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2220116,623,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,1
2220117,519,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2220118,396,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,2
2220201,823,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
2220202,696,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2220203,655,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2220204,726,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2220205,890,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
2220206,819,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
2220207,743,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
2220208,719,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
2220209,627,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2220210,587,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
2220301,551,NA,NA,NA,NA,NA,3,NA,2,NA,3,NA,2
2220302,777,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,3
2220303,791,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,2
2220304,992,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,2
2220305,366,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,3
2220306,1199,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,3
2220307,1089,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,3
2220308,1104,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,2
2220309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2220310,654,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2220311,1174,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2220312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2220401,374,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
2220402,570,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,3
2220403,501,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,2
2220404,793,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,3
2220405,837,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,3
2220406,637,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,3
2220407,371,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,3
2220408,575,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,3
2220409,494,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,3
2220410,734,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,3
2220501,646,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
2220502,872,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2220503,732,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2220504,930,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2220505,781,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2220506,878,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2220507,1156,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,2
2220508,710,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,2
2220509,942,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2220510,550,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2220511,596,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2220601,510,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
2220602,598,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2220603,787,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2220604,1054,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2220605,1158,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2220606,511,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,1
2220607,667,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,2
2220608,715,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,2
2220609,545,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
2220610,531,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2220611,563,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2220612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2220613,625,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,2
2220701,590,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,2
2220702,360,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,2
2220703,503,NA,NA,NA,NA,NA,3,NA,2,NA,3,NA,3
2220704,665,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,2
2220705,663,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2220706,542,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,2
2220707,247,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,2
2220708,676,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,2
2220709,635,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,2
2220710,205,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,2
2220711,637,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,2
2220712,328,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,2
2220713,174,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,3
2220801,980,NA,NA,NA,NA,NA,3,NA,2,NA,3,NA,2
2220802,783,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,2
2220803,462,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2220804,825,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
2220805,798,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2220806,607,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,2
2220807,519,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
2220808,784,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
2220809,709,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,2
2220810,709,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,2
2220811,901,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,2
2220812,613,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2
2220901,810,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
2220902,546,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,1
2220903,588,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2220904,621,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2220905,431,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2220906,725,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
2220907,512,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2220908,679,NA,NA,NA,NA,NA,3,NA,2,NA,3,NA,1
2220909,855,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
2220910,710,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2220911,624,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,1
2221001,484,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
2221002,359,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2221003,454,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2221004,268,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2221005,330,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2221006,558,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
2221007,481,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
2221008,372,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2221009,302,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2221010,502,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2221011,343,NA,NA,NA,NA,NA,3,NA,2,NA,3,NA,2
2221101,387,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2221102,637,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2
2221103,653,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2221104,297,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
2221105,438,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
2221106,564,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,1
2221107,464,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2221108,838,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2221109,445,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2221110,333,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2221111,872,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
2221112,516,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2221113,295,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,2
2221201,122,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
2221202,664,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
2221203,807,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
2221204,804,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
2221205,473,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
2221206,984,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
2221207,777,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2221208,775,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2221209,476,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2221210,565,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2221301,599,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2221302,591,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
2221303,628,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2221304,529,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2221305,518,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2221306,167,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
2221307,815,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2221308,633,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2221309,623,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
2221310,728,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2221311,801,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,1
2221312,649,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
2221313,1146,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2221314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2221315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2221316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2221401,504,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
2221402,667,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
2221403,713,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2221404,529,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
2221405,569,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2221406,598,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2221407,800,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
2221408,840,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
2221409,509,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
2221410,430,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
2221411,127,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,1
