"CD","Population","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
"1270308",697,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
"1270309",866,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
"1270310",977,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
"1270311",433,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1270401",480,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
"1270402",1013,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1270403",503,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
"1270404",704,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
"1270405",651,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1270406",772,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1270407",977,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1270408",817,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1270409",580,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1270501",802,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270502",844,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
"1270503",804,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
"1270504",896,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
"1270505",722,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
"1270506",1205,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
"1270507",1027,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1270508",894,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1270509",379,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,1
"1270510",614,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
"1270511",591,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
"1270601",682,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,1
"1270602",775,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1270603",810,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
"1270604",457,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
"1270605",645,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270606",583,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
"1270607",594,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270608",889,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270609",677,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,2
"1270610",615,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,2
"1270701",701,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270702",914,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
"1270703",1017,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1270704",590,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
"1270705",493,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
"1270706",746,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1270707",252,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1270708",601,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
"1270709",557,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1270710",990,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270801",855,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270802",634,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,1
"1270803",694,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,1
"1270804",621,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,1
"1270805",601,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270806",448,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
"1270807",519,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270808",589,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,1
"1270809",666,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270810",897,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,2
"1270811",1324,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,3
"1270812",938,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,3
"1270901",847,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,2
"1270902",958,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
"1270903",781,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270904",844,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,1
"1270905",761,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270906",717,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
"1270907",834,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,2
"1270908",784,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,1
"1270909",392,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1270910",689,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,1
"1270911",530,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,2
"1270912",1033,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,2
"1270913",949,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,2
"1270914",760,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,2
"1270915",548,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,2
"1270916",540,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1271001",598,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,2
"1271002",742,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,2
"1271003",240,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,2
"1271004",966,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1271005",664,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1271006",581,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,2
"1271007",1199,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,2
"1271008",1028,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,2
"1271009",612,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,2
"1271010",505,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2
"1271011",1064,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
"1271101",650,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,3
"1271102",956,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
"1271103",864,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
"1271104",865,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
"1271105",711,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,3
"1271106",1358,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
"1271107",882,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
"1271108",353,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
"1271109",1183,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,3
"1271201",952,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,3
"1271202",1100,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,2
"1271203",846,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2
"1271204",481,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,2
"1271205",1013,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,3
"1271206",765,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
"1271207",497,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,3
"1271208",910,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,3
"1271209",1054,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,3
"1271210",801,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
"1271301",676,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1271302",1117,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,2
"1271303",489,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
"1271304",608,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1271305",769,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1271306",612,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1271307",927,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,2
"1271308",765,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,2
"1271309",472,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1271310",820,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1271311",951,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,2
"1271312",705,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2
"1271313",886,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,2
"1271401",496,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1271402",394,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
"1271403",346,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1271404",1025,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
"1271405",916,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1271406",731,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
"1271407",426,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,1
"1271408",587,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
"1271409",807,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
"1271410",565,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,1
"1271411",748,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1271412",742,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1271413",977,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,3
"1271414",1473,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,3
"1271415",805,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,3
"1271416",909,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,3
"1271417",776,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,3
"1271501",793,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1271502",464,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1271503",442,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
"1271504",1041,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,2
"1271505",568,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,2
"1271506",212,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,2
"1271507",421,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,1
"1271508",699,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1271509",719,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1271510",488,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,2
"1271601",807,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1271602",841,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,2
"1271603",863,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,1
"1271604",256,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
"1271605",820,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1271606",609,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1271607",630,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1271608",601,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
"1271609",499,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2
"1271610",280,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,1
"1271611",404,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1271612",544,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1271701",856,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,3
"1271702",476,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1271703",516,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,3
"1271704",641,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
"1271705",511,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
"1271706",672,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1271707",456,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1271708",382,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
"1271709",622,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1271710",613,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,3
"1271711",844,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,3
"1271712",617,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,3
"1271713",616,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,3
"1271714",559,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,3
"1271801",571,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,3
"1271802",1009,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,3
"1271803",1160,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,3
"1271804",796,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,3
"1271805",439,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1271806",476,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1271807",407,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
"1271808",708,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
"1271809",520,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
"1271810",511,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1271811",908,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,3
"1271812",412,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,3
"1271813",568,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
"1271814",919,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,3
"1271901",436,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2
"1271902",295,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,2
"1271903",767,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
"1271904",781,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1271905",661,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
"1271906",876,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,3
"1271907",680,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,2
"1271908",685,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
"1271909",918,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,2
"1272001",658,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,1
"1272002",552,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1272003",174,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,3
"1272004",645,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272005",763,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,2
"1272006",307,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1272007",312,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
"1272008",647,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,2
"1272009",713,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,2
"1272010",532,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272011",597,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272012",574,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272013",507,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,2
"1272014",573,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,2
"1272015",324,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
"1272101",558,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272102",451,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1272103",768,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
"1272104",673,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272105",766,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,1
"1272106",1056,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,2
"1272107",884,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272108",469,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,2
"1272109",566,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,3
"1272110",548,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272111",413,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,2
"1272112",453,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272201",1207,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,1
"1272202",620,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
"1272203",789,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272204",520,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1272205",926,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1272206",534,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1272207",780,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1272208",610,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,3
"1272209",520,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,2
"1272210",854,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,2
"1272211",719,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,2
"1272212",595,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272213",232,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,3
"1272301",745,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1272302",544,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1272303",669,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
"1272304",627,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
"1272305",668,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
"1272306",977,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1272307",509,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,2
"1272308",678,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272309",650,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1272310",511,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
"1272311",1144,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,3
"1272312",911,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,1
"1272313",1104,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,3
"1272401",795,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1272402",623,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1272403",607,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,1
"1272404",603,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1272405",752,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1272406",679,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1272407",825,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1272408",468,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,2
"1272409",794,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1272410",548,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1272411",1270,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,2
"1272412",757,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,2
"1272413",911,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,2
"1272501",173,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1
"1272502",645,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,3
"1272503",851,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,2
"1272504",1030,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1272505",973,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2
"1272506",1017,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272507",651,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,3
"1272508",922,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,3
"1272509",197,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,2
"1272510",550,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1272511",738,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,2
"1272512",93,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
"1272513",1023,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,3
"1272601",760,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272602",553,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,3
"1272603",917,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,2
"1272604",586,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2
"1272605",994,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2
"1272606",774,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2
"1272607",759,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,3
"1272608",514,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,2
"1272609",619,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,3
"1272701",785,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,3
"1272702",750,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,3
"1272703",747,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,1
"1272704",758,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,3
"1272705",628,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,2
"1272706",775,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,2
"1272707",819,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,2
"1272708",518,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
"1272709",1302,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,3
"1272710",662,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,1
"1272711",442,NA,NA,NA,NA,NA,3,NA,2,NA,3,NA,3
"1272712",1173,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,2
"1272801",176,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
"1272802",313,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1272803",569,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
"1272804",504,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
"1272805",440,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
"1272806",729,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,3
"1272807",557,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1
"1272808",470,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
"1272809",709,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1272810",507,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
"1272811",358,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,1
"1272812",473,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,2
"1272901",1117,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,3
"1272902",1108,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,3
"1272903",805,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
"1272904",915,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,3
"1272905",673,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,3
"1272906",840,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,3
"1272907",827,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
"1272908",771,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,3
"1272909",649,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,3
"1272910",1289,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,1
"1272911",904,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,3
"1272912",720,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
"1272913",635,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,3
"1272914",578,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
"1272915",489,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,3
"1272916",832,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,3
"1272917",648,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,3
"1272918",1483,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,2
"1273001",678,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,2
"1273002",1309,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,3
"1273003",593,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,2
"1273004",564,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1273005",1056,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,2
"1273006",757,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
"1273007",1253,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,2
"1273008",971,NA,NA,NA,NA,NA,2,NA,1,NA,3,NA,2
"1273009",886,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,2
"1273010",665,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,2
"1273011",626,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2
"1273012",552,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,2
"1273013",572,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,2
"1280101",572,NA,NA,NA,NA,NA,2,NA,3,NA,3,NA,1
"1280102",696,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1280103",466,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1280104",538,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,1
"1280105",504,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1280106",666,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,2
"1280107",449,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA,1
"1280108",493,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1280109",698,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,1
"1280110",819,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1280111",863,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,2
"1280112",839,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,2
"1280113",707,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,1
"1280201",1170,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,1
"1280202",424,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1280203",518,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,1
"1280204",464,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,1
"1280205",503,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1280206",711,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,1
"1280207",473,NA,NA,NA,NA,NA,1,NA,3,NA,3,NA,1
"1280208",874,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1
