"SA1","Total population","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
1135047,281,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
1135048,552,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2
1135101,298,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1135102,278,NA,2,NA,3,NA,2,NA,3,NA,1,NA,2
1135103,388,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2
1135104,368,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
1135105,413,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1135106,469,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1135107,444,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1135108,348,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1135109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135110,404,NA,3,NA,3,NA,3,NA,3,NA,1,NA,3
1135111,384,NA,1,NA,1,NA,2,NA,2,NA,2,NA,3
1135112,414,NA,2,NA,2,NA,1,NA,3,NA,3,NA,2
1135113,436,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3
1135114,276,NA,2,NA,3,NA,3,NA,3,NA,2,NA,3
1135115,602,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
1135116,578,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
1135117,547,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
1135118,395,NA,3,NA,3,NA,2,NA,3,NA,3,NA,2
1135119,392,NA,2,NA,2,NA,1,NA,2,NA,3,NA,2
1135120,443,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
1135121,351,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1135122,274,NA,2,NA,3,NA,3,NA,2,NA,1,NA,2
1135123,371,NA,3,NA,3,NA,1,NA,3,NA,3,NA,2
1135124,516,NA,3,NA,2,NA,1,NA,2,NA,2,NA,3
1135125,259,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1135126,517,NA,3,NA,2,NA,3,NA,3,NA,3,NA,1
1135127,674,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1135128,358,NA,2,NA,2,NA,1,NA,3,NA,3,NA,3
1135129,422,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1135130,449,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1135131,484,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1135132,442,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1135133,481,NA,3,NA,3,NA,3,NA,3,NA,3,NA,2
1135134,400,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1135135,452,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
1135136,412,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1135137,461,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1135138,503,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1135139,404,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3
1135140,438,NA,2,NA,1,NA,1,NA,3,NA,3,NA,3
1135141,289,NA,2,NA,3,NA,2,NA,3,NA,2,NA,3
1135142,391,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1135143,412,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1135144,471,NA,3,NA,2,NA,2,NA,2,NA,1,NA,3
1135145,380,NA,2,NA,2,NA,1,NA,2,NA,1,NA,3
1135146,736,NA,3,NA,2,NA,3,NA,2,NA,3,NA,2
1135147,356,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
1135148,562,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1135149,537,NA,3,NA,3,NA,2,NA,2,NA,3,NA,2
1135150,338,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
1135151,431,NA,3,NA,3,NA,2,NA,3,NA,1,NA,2
1135152,690,NA,3,NA,2,NA,2,NA,3,NA,2,NA,3
1135153,370,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1135154,330,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1135155,413,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1135156,1130,NA,3,NA,1,NA,3,NA,1,NA,3,NA,1
1135157,326,NA,2,NA,3,NA,3,NA,3,NA,3,NA,2
1135158,699,NA,3,NA,1,NA,3,NA,3,NA,3,NA,1
1135159,428,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1135160,573,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
1135161,531,NA,3,NA,2,NA,3,NA,2,NA,2,NA,3
1135162,446,NA,3,NA,3,NA,3,NA,2,NA,2,NA,3
1135163,409,NA,3,NA,3,NA,3,NA,2,NA,1,NA,3
1135164,607,NA,3,NA,2,NA,3,NA,2,NA,2,NA,3
1135165,500,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
1135166,328,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
1135167,350,NA,2,NA,3,NA,2,NA,2,NA,2,NA,2
1135201,46,NA,1,NA,2,NA,3,NA,1,NA,1,NA,1
1135202,349,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
1135203,423,NA,2,NA,2,NA,3,NA,2,NA,1,NA,2
1135204,323,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1135205,704,NA,3,NA,2,NA,3,NA,2,NA,2,NA,1
1135206,511,NA,3,NA,2,NA,3,NA,2,NA,1,NA,3
1135207,296,NA,1,NA,2,NA,1,NA,1,NA,1,NA,2
1135208,191,NA,1,NA,3,NA,3,NA,3,NA,1,NA,2
1135209,403,NA,3,NA,3,NA,3,NA,3,NA,3,NA,2
1135210,446,NA,3,NA,3,NA,3,NA,3,NA,3,NA,2
1135211,381,NA,2,NA,3,NA,3,NA,3,NA,3,NA,2
1135212,271,NA,2,NA,3,NA,3,NA,3,NA,2,NA,3
1135213,503,NA,3,NA,3,NA,3,NA,2,NA,2,NA,2
1135214,252,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
1135215,448,NA,2,NA,2,NA,2,NA,2,NA,1,NA,3
1135216,182,NA,1,NA,3,NA,2,NA,2,NA,2,NA,1
1135217,593,NA,3,NA,2,NA,3,NA,2,NA,1,NA,3
1135218,394,NA,2,NA,1,NA,3,NA,2,NA,1,NA,3
1135219,391,NA,2,NA,2,NA,3,NA,2,NA,1,NA,1
1135220,448,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1135221,375,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1135222,626,NA,3,NA,2,NA,3,NA,2,NA,3,NA,1
1135223,437,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1135224,278,NA,2,NA,3,NA,3,NA,3,NA,3,NA,2
1135225,482,NA,3,NA,2,NA,3,NA,3,NA,2,NA,2
1135226,416,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
1135227,501,NA,3,NA,2,NA,3,NA,2,NA,2,NA,1
1135228,277,NA,3,NA,3,NA,3,NA,3,NA,2,NA,1
1135229,419,NA,3,NA,3,NA,3,NA,3,NA,1,NA,3
1135230,654,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1135231,394,NA,2,NA,3,NA,3,NA,2,NA,2,NA,2
1135232,368,NA,2,NA,3,NA,3,NA,3,NA,3,NA,2
1135233,241,NA,2,NA,3,NA,3,NA,2,NA,1,NA,1
1135234,561,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1135235,327,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1135236,420,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
1135237,315,NA,2,NA,3,NA,3,NA,3,NA,3,NA,3
1135238,469,NA,3,NA,3,NA,3,NA,3,NA,3,NA,2
1135239,369,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1135240,371,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1135241,352,NA,2,NA,2,NA,3,NA,2,NA,1,NA,2
1135242,538,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1135243,236,NA,1,NA,3,NA,2,NA,3,NA,2,NA,2
1135244,373,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1135245,495,NA,3,NA,3,NA,3,NA,3,NA,3,NA,2
1135246,371,NA,1,NA,1,NA,3,NA,2,NA,1,NA,1
1135247,529,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
1135248,320,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
1135249,519,NA,3,NA,2,NA,3,NA,2,NA,2,NA,3
1135250,411,NA,3,NA,3,NA,3,NA,2,NA,1,NA,2
1135251,251,NA,1,NA,3,NA,3,NA,2,NA,1,NA,3
1135252,342,NA,1,NA,2,NA,2,NA,2,NA,2,NA,3
1135253,374,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1135254,290,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
1135255,423,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1135256,547,NA,3,NA,3,NA,3,NA,3,NA,3,NA,2
1135257,368,NA,3,NA,3,NA,3,NA,2,NA,2,NA,3
1135258,272,NA,1,NA,3,NA,3,NA,2,NA,1,NA,2
1135259,647,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
1135260,387,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3
1135261,677,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1135262,450,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1135263,536,NA,3,NA,2,NA,3,NA,2,NA,2,NA,3
1135264,529,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2
1135265,475,NA,2,NA,2,NA,3,NA,2,NA,2,NA,3
1135266,400,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1135267,476,NA,3,NA,2,NA,3,NA,2,NA,1,NA,3
1135268,301,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
1135301,292,NA,2,NA,3,NA,3,NA,3,NA,1,NA,2
1135302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135303,527,NA,3,NA,1,NA,2,NA,3,NA,2,NA,1
1135304,699,NA,3,NA,1,NA,1,NA,3,NA,1,NA,1
1135305,437,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1135306,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1135307,325,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1
1135308,NA,NA,1,NA,3,NA,NA,NA,1,NA,1,NA,1
1135309,248,NA,2,NA,3,NA,3,NA,2,NA,1,NA,1
1135310,1432,NA,3,NA,1,NA,3,NA,2,NA,1,NA,2
1135311,647,NA,3,NA,2,NA,3,NA,2,NA,2,NA,2
1135312,381,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1135313,360,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1
1135314,298,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
1135315,367,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1135316,448,NA,3,NA,2,NA,2,NA,3,NA,1,NA,2
1135317,628,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1135318,520,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1135319,551,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1135320,697,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1135321,506,NA,3,NA,2,NA,2,NA,3,NA,1,NA,2
1135322,385,NA,2,NA,2,NA,2,NA,2,NA,1,NA,2
1135323,390,NA,3,NA,3,NA,2,NA,3,NA,1,NA,2
1135324,476,NA,2,NA,1,NA,3,NA,3,NA,3,NA,2
1135325,375,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1
1135326,587,NA,3,NA,1,NA,1,NA,2,NA,1,NA,1
1135327,364,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1135328,577,NA,2,NA,1,NA,1,NA,2,NA,2,NA,1
1135329,361,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1135330,420,NA,2,NA,2,NA,3,NA,3,NA,1,NA,2
1135331,496,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1135332,589,NA,3,NA,2,NA,2,NA,2,NA,2,NA,1
1135333,436,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1135334,405,NA,3,NA,3,NA,2,NA,3,NA,1,NA,2
1135335,373,NA,3,NA,3,NA,3,NA,2,NA,1,NA,1
1135336,759,NA,3,NA,2,NA,3,NA,3,NA,1,NA,2
1135337,348,NA,2,NA,2,NA,2,NA,3,NA,1,NA,2
1135338,489,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1135339,836,NA,3,NA,2,NA,3,NA,3,NA,2,NA,1
1135340,269,NA,2,NA,3,NA,3,NA,3,NA,1,NA,1
1135341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135342,534,NA,3,NA,2,NA,1,NA,2,NA,1,NA,1
1135343,259,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1135344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1135345,NA,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,1
1135346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135347,298,NA,2,NA,3,NA,3,NA,3,NA,1,NA,2
1135348,376,NA,2,NA,3,NA,2,NA,3,NA,1,NA,2
1135349,409,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1135350,698,NA,3,NA,1,NA,2,NA,3,NA,1,NA,1
1135351,698,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1135352,516,NA,3,NA,2,NA,3,NA,2,NA,2,NA,2
1135353,513,NA,3,NA,2,NA,3,NA,3,NA,2,NA,1
1135354,640,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1135355,522,NA,3,NA,3,NA,3,NA,3,NA,1,NA,2
1135356,775,NA,3,NA,2,NA,3,NA,3,NA,2,NA,2
1135357,821,NA,3,NA,1,NA,3,NA,3,NA,2,NA,1
1135358,295,NA,2,NA,3,NA,3,NA,3,NA,1,NA,2
1135359,NA,NA,1,NA,3,NA,3,NA,1,NA,1,NA,1
1135360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135361,252,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
1135362,404,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1
1135363,433,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1135364,534,NA,2,NA,1,NA,1,NA,2,NA,1,NA,1
1135365,536,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1135366,451,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3
1135367,390,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1135368,390,NA,2,NA,2,NA,2,NA,3,NA,2,NA,2
1135369,30,NA,1,NA,3,NA,2,NA,2,NA,1,NA,2
1135370,556,NA,3,NA,1,NA,2,NA,3,NA,1,NA,2
1135371,722,NA,3,NA,1,NA,2,NA,3,NA,1,NA,1
1135372,424,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1135401,430,NA,3,NA,2,NA,1,NA,2,NA,3,NA,2
1135402,401,NA,2,NA,2,NA,1,NA,2,NA,3,NA,2
1135403,525,NA,3,NA,2,NA,1,NA,2,NA,2,NA,2
1135404,324,NA,2,NA,3,NA,1,NA,2,NA,2,NA,1
1135405,315,NA,1,NA,2,NA,1,NA,2,NA,2,NA,2
1135406,455,NA,3,NA,2,NA,1,NA,2,NA,2,NA,2
1135407,242,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1135408,329,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1135409,407,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1135410,484,NA,2,NA,1,NA,1,NA,2,NA,1,NA,1
1135411,295,NA,2,NA,3,NA,2,NA,2,NA,1,NA,2
1135412,533,NA,2,NA,1,NA,1,NA,2,NA,1,NA,1
1135413,561,NA,2,NA,1,NA,1,NA,2,NA,1,NA,1
1135414,459,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1135415,664,NA,3,NA,2,NA,3,NA,3,NA,2,NA,2
1135416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135417,346,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1135418,486,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1135419,577,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1135420,394,NA,3,NA,3,NA,1,NA,2,NA,3,NA,2
1135421,560,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1135422,575,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1135423,19,NA,1,NA,3,NA,NA,NA,1,NA,NA,NA,1
1135424,358,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1135425,290,NA,2,NA,3,NA,2,NA,2,NA,2,NA,2
1135426,368,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1135427,620,NA,3,NA,1,NA,1,NA,2,NA,2,NA,2
1135428,354,NA,2,NA,3,NA,1,NA,3,NA,2,NA,2
1135429,260,NA,1,NA,3,NA,2,NA,3,NA,1,NA,2
1135430,183,NA,1,NA,3,NA,1,NA,2,NA,2,NA,1
1135431,339,NA,2,NA,2,NA,1,NA,3,NA,2,NA,1
1135432,278,NA,2,NA,3,NA,1,NA,3,NA,2,NA,1
1135433,297,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
1135434,334,NA,2,NA,3,NA,1,NA,2,NA,2,NA,1
1135435,539,NA,3,NA,1,NA,1,NA,2,NA,2,NA,2
1135436,357,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
1135437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135438,249,NA,2,NA,3,NA,2,NA,2,NA,1,NA,1
1135439,483,NA,3,NA,2,NA,1,NA,2,NA,2,NA,2
1135440,320,NA,2,NA,3,NA,1,NA,2,NA,3,NA,2
1135441,394,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1135442,345,NA,2,NA,3,NA,2,NA,2,NA,1,NA,1
1135443,388,NA,2,NA,2,NA,2,NA,2,NA,2,NA,1
1135444,443,NA,2,NA,2,NA,2,NA,2,NA,2,NA,1
1135445,500,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1135446,362,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1135447,329,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1
1135448,334,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1135449,185,NA,1,NA,3,NA,1,NA,2,NA,2,NA,1
1135450,463,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
1135451,444,NA,3,NA,3,NA,2,NA,2,NA,1,NA,1
1135452,365,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1135453,279,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1
1135454,252,NA,1,NA,3,NA,2,NA,3,NA,1,NA,1
1135501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1135602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135603,332,NA,1,NA,1,NA,1,NA,3,NA,2,NA,1
1135604,14,NA,1,NA,3,NA,3,NA,1,NA,1,NA,1
1135605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
1135606,521,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1135607,298,NA,2,NA,3,NA,1,NA,2,NA,1,NA,2
1135608,476,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
1135609,515,NA,3,NA,2,NA,1,NA,2,NA,1,NA,1
1135610,583,NA,3,NA,1,NA,2,NA,3,NA,1,NA,2
1135611,564,NA,3,NA,2,NA,1,NA,3,NA,1,NA,2
1135612,512,NA,3,NA,2,NA,1,NA,3,NA,2,NA,2
1135613,613,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2
1135614,471,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1135615,495,NA,2,NA,1,NA,2,NA,2,NA,2,NA,1
1135616,313,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1135617,322,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1
1135618,505,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2
1135619,555,NA,2,NA,1,NA,1,NA,2,NA,1,NA,1
1135620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135621,396,NA,3,NA,3,NA,2,NA,3,NA,2,NA,1
1135622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135623,467,NA,2,NA,2,NA,2,NA,2,NA,2,NA,1
1135624,466,NA,2,NA,1,NA,1,NA,2,NA,2,NA,1
1135625,377,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1135626,362,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1135627,366,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1135628,403,NA,2,NA,1,NA,1,NA,2,NA,2,NA,1
1135629,248,NA,1,NA,2,NA,1,NA,2,NA,2,NA,3
1135701,480,NA,2,NA,1,NA,1,NA,2,NA,2,NA,1
1135702,360,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1135703,379,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
1135704,371,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1135705,321,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1135706,685,NA,3,NA,1,NA,1,NA,2,NA,1,NA,2
1135707,344,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1135708,604,NA,3,NA,1,NA,1,NA,2,NA,1,NA,1
1135709,405,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1
1135710,372,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1135711,634,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1135712,632,NA,3,NA,2,NA,1,NA,3,NA,2,NA,2
1135713,483,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1135714,291,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1135715,386,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1
1135716,601,NA,3,NA,2,NA,2,NA,3,NA,2,NA,1
1135717,296,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1135718,457,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
1135719,258,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1
1135720,344,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1135721,519,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1135722,403,NA,2,NA,2,NA,1,NA,2,NA,2,NA,1
1135723,451,NA,2,NA,1,NA,1,NA,2,NA,1,NA,1
1135724,345,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1135725,467,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1135726,520,NA,2,NA,1,NA,1,NA,2,NA,1,NA,1
1135727,441,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1135728,627,NA,3,NA,1,NA,1,NA,3,NA,1,NA,1
1135729,473,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2
1135730,383,NA,3,NA,3,NA,2,NA,2,NA,1,NA,1
1135731,459,NA,2,NA,1,NA,1,NA,2,NA,1,NA,1
1135732,489,NA,3,NA,2,NA,1,NA,2,NA,1,NA,1
1135733,597,NA,3,NA,2,NA,1,NA,3,NA,1,NA,2
1135734,486,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
1135735,524,NA,3,NA,2,NA,1,NA,2,NA,2,NA,1
1135736,540,NA,3,NA,1,NA,1,NA,2,NA,1,NA,2
1135737,354,NA,2,NA,3,NA,1,NA,2,NA,1,NA,2
1135738,524,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1135739,546,NA,3,NA,2,NA,1,NA,2,NA,1,NA,1
1135740,367,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1135741,462,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1135742,393,NA,3,NA,3,NA,1,NA,2,NA,2,NA,2
1135743,364,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1135744,381,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1
1135745,389,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1135746,364,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1135747,346,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1135748,368,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1135749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135750,556,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1135751,213,NA,1,NA,3,NA,2,NA,3,NA,1,NA,1
1135752,390,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1135753,462,NA,3,NA,3,NA,1,NA,2,NA,1,NA,2
1135754,260,NA,1,NA,3,NA,1,NA,2,NA,1,NA,1
1135755,248,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1135756,273,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1135757,266,NA,2,NA,3,NA,2,NA,3,NA,2,NA,1
1135758,374,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1135801,407,NA,2,NA,2,NA,2,NA,3,NA,3,NA,2
1135802,242,NA,1,NA,3,NA,2,NA,2,NA,2,NA,2
1135803,437,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2
1135804,650,NA,3,NA,1,NA,2,NA,2,NA,3,NA,3
1135805,332,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
1135806,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,1
1135807,246,NA,1,NA,3,NA,3,NA,2,NA,2,NA,2
1135808,532,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1135809,490,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1135810,566,NA,2,NA,1,NA,1,NA,2,NA,3,NA,2
1135811,372,NA,3,NA,3,NA,1,NA,2,NA,2,NA,2
1135812,327,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1135813,288,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
1135814,475,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2
1135815,383,NA,2,NA,3,NA,3,NA,2,NA,2,NA,2
1135816,510,NA,3,NA,2,NA,3,NA,2,NA,2,NA,2
1135817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1135818,388,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1135819,380,NA,2,NA,2,NA,1,NA,3,NA,2,NA,2
1135820,500,NA,3,NA,2,NA,1,NA,2,NA,2,NA,2
1135821,485,NA,2,NA,1,NA,2,NA,2,NA,2,NA,2
1135822,272,NA,1,NA,3,NA,3,NA,3,NA,2,NA,3
1135823,580,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
1135824,275,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
1135825,95,NA,1,NA,3,NA,2,NA,1,NA,2,NA,3
1135826,285,NA,1,NA,2,NA,3,NA,1,NA,1,NA,1
1135827,498,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1135828,435,NA,2,NA,1,NA,1,NA,1,NA,3,NA,1
1135829,464,NA,2,NA,1,NA,3,NA,1,NA,1,NA,2
