"SA1","Total population","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
1151114,436,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151115,512,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151116,426,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1151117,535,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1151118,550,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151119,376,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
1151120,331,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1151121,298,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151122,631,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1151123,341,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
1151124,279,NA,1,NA,3,NA,2,NA,3,NA,1,NA,1
1151125,334,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151126,367,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151127,485,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151128,637,NA,2,NA,1,NA,3,NA,3,NA,1,NA,1
1151129,359,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
1151130,594,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151131,204,NA,1,NA,2,NA,3,NA,2,NA,1,NA,1
1151132,397,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1151133,162,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1151134,492,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1151135,506,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151136,663,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1151137,561,NA,3,NA,1,NA,1,NA,3,NA,2,NA,1
1151138,404,NA,2,NA,2,NA,2,NA,3,NA,2,NA,2
1151139,498,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151140,242,NA,1,NA,2,NA,1,NA,3,NA,1,NA,2
1151141,637,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1151142,252,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
1151143,503,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1151144,454,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1151145,275,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
1151146,362,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151147,373,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151148,461,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151149,492,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151150,589,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1151151,232,NA,1,NA,2,NA,3,NA,3,NA,1,NA,1
1151152,402,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1151153,278,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
1151154,515,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1
1151155,523,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1151156,275,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1
1151201,288,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1151202,374,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1151203,304,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151204,595,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151205,424,NA,3,NA,3,NA,2,NA,3,NA,2,NA,1
1151206,417,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151207,306,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1151208,206,NA,1,NA,3,NA,1,NA,2,NA,1,NA,1
1151209,384,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1151210,400,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1151211,589,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1151212,441,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1151213,456,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151214,333,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1151215,445,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1151216,472,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1151217,318,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1
1151218,553,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1151219,351,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1151220,616,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1151221,468,NA,3,NA,3,NA,2,NA,3,NA,2,NA,1
1151222,411,NA,3,NA,3,NA,1,NA,3,NA,2,NA,1
1151223,469,NA,3,NA,2,NA,1,NA,3,NA,2,NA,2
1151224,340,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1151225,389,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1151226,458,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1151227,426,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1151228,438,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1151229,567,NA,3,NA,1,NA,1,NA,3,NA,1,NA,1
1151230,482,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151231,432,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151232,508,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1151233,497,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1151234,447,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1151235,503,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1151236,323,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
1151237,396,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
1151301,434,NA,2,NA,1,NA,3,NA,3,NA,1,NA,1
1151302,250,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1151303,194,NA,1,NA,3,NA,1,NA,3,NA,1,NA,1
1151304,391,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1151305,256,NA,1,NA,3,NA,1,NA,3,NA,1,NA,1
1151306,463,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1151307,425,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151308,585,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1151309,514,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151310,433,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1151311,483,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151312,325,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
1151313,400,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1151314,486,NA,2,NA,1,NA,3,NA,3,NA,1,NA,1
1151315,464,NA,3,NA,2,NA,2,NA,3,NA,1,NA,2
1151316,498,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1151317,231,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
1151318,438,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1151319,369,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1151320,492,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151321,271,NA,1,NA,2,NA,1,NA,3,NA,1,NA,2
1151322,515,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1151323,405,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1151324,445,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1151325,358,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1151326,540,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1151327,267,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151328,343,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1151329,207,NA,1,NA,3,NA,1,NA,3,NA,1,NA,1
1151330,262,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1
1151331,485,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1151332,440,NA,3,NA,2,NA,1,NA,3,NA,1,NA,2
1151333,342,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1151334,398,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1151335,600,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1151336,525,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1151337,571,NA,3,NA,1,NA,1,NA,3,NA,1,NA,1
1151338,546,NA,3,NA,1,NA,2,NA,3,NA,1,NA,1
1151339,441,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1151340,362,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1151341,352,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1151342,787,NA,3,NA,1,NA,3,NA,3,NA,1,NA,1
1151343,449,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1151344,447,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
1151345,364,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
1151346,205,NA,1,NA,3,NA,1,NA,3,NA,1,NA,1
1151347,251,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1
1151348,272,NA,1,NA,3,NA,2,NA,3,NA,1,NA,1
1151401,248,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151402,415,NA,3,NA,3,NA,1,NA,3,NA,1,NA,2
1151403,469,NA,3,NA,2,NA,1,NA,3,NA,2,NA,2
1151404,223,NA,1,NA,3,NA,1,NA,3,NA,3,NA,1
1151405,547,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151406,470,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151407,630,NA,3,NA,2,NA,1,NA,3,NA,2,NA,2
1151408,388,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
1151409,278,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1151410,502,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1151411,280,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1
1151412,509,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151413,461,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151414,530,NA,3,NA,2,NA,1,NA,3,NA,2,NA,1
1151415,399,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1151416,491,NA,3,NA,2,NA,1,NA,3,NA,2,NA,1
1151417,603,NA,3,NA,2,NA,1,NA,2,NA,2,NA,2
1151418,457,NA,3,NA,2,NA,1,NA,2,NA,3,NA,2
1151419,350,NA,2,NA,3,NA,1,NA,2,NA,3,NA,2
1151420,420,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1151421,378,NA,2,NA,2,NA,1,NA,2,NA,3,NA,2
1151422,401,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151501,326,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151502,395,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151503,252,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1151504,542,NA,3,NA,2,NA,3,NA,3,NA,1,NA,2
1151505,340,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1151506,289,NA,3,NA,3,NA,3,NA,2,NA,1,NA,1
1151507,385,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1151508,204,NA,1,NA,3,NA,3,NA,3,NA,1,NA,1
1151509,504,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1151510,281,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151511,316,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1151512,640,NA,3,NA,2,NA,3,NA,3,NA,1,NA,2
1151513,209,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151514,301,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151515,483,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151516,427,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1151517,588,NA,3,NA,3,NA,3,NA,2,NA,1,NA,2
1151518,260,NA,2,NA,3,NA,3,NA,3,NA,1,NA,1
1151519,323,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1151520,500,NA,2,NA,1,NA,3,NA,3,NA,1,NA,1
1151521,321,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1151522,323,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1151523,395,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151524,300,NA,2,NA,3,NA,3,NA,2,NA,1,NA,1
1151525,301,NA,2,NA,3,NA,2,NA,2,NA,1,NA,1
1151526,342,NA,2,NA,3,NA,3,NA,2,NA,1,NA,1
1151527,350,NA,3,NA,3,NA,3,NA,2,NA,1,NA,1
1151528,421,NA,3,NA,2,NA,3,NA,2,NA,1,NA,1
1151529,379,NA,3,NA,3,NA,3,NA,2,NA,1,NA,1
1151530,276,NA,2,NA,3,NA,3,NA,3,NA,1,NA,1
1151531,466,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1151532,474,NA,3,NA,2,NA,3,NA,2,NA,1,NA,1
1151533,453,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1151534,709,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1151535,328,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1151536,369,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1151537,295,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151538,377,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151539,260,NA,1,NA,3,NA,1,NA,3,NA,1,NA,1
1151540,269,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151541,557,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1151542,317,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1151543,473,NA,3,NA,3,NA,3,NA,3,NA,1,NA,2
1151544,532,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1151601,393,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151602,419,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151603,641,NA,3,NA,1,NA,1,NA,3,NA,1,NA,1
1151604,430,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151605,587,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151606,359,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151607,528,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151608,517,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151609,401,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151610,463,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151611,468,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151612,540,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1151613,463,NA,3,NA,2,NA,3,NA,3,NA,1,NA,1
1151614,606,NA,3,NA,1,NA,3,NA,3,NA,1,NA,1
1151615,493,NA,3,NA,2,NA,3,NA,3,NA,1,NA,1
1151616,411,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151617,317,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1151618,435,NA,2,NA,2,NA,1,NA,3,NA,2,NA,1
1151619,572,NA,3,NA,2,NA,2,NA,3,NA,2,NA,1
1151620,389,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151621,545,NA,3,NA,3,NA,1,NA,3,NA,2,NA,1
1151622,512,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1151623,510,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151624,498,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151625,571,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151626,550,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151627,509,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
1151628,415,NA,3,NA,3,NA,1,NA,3,NA,1,NA,2
1151629,285,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151630,373,NA,2,NA,2,NA,3,NA,3,NA,1,NA,1
1151631,467,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151632,290,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151633,416,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151634,501,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1151635,571,NA,3,NA,2,NA,3,NA,3,NA,1,NA,1
1151636,181,NA,1,NA,3,NA,2,NA,3,NA,1,NA,1
1151637,324,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151638,438,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1151701,347,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151702,395,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
1151703,267,NA,3,NA,3,NA,1,NA,3,NA,1,NA,2
1151704,549,NA,3,NA,2,NA,1,NA,3,NA,2,NA,2
1151705,468,NA,2,NA,2,NA,1,NA,3,NA,2,NA,2
1151706,331,NA,3,NA,3,NA,1,NA,3,NA,2,NA,1
1151707,316,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151708,433,NA,3,NA,3,NA,1,NA,3,NA,2,NA,1
1151709,504,NA,3,NA,2,NA,1,NA,3,NA,2,NA,2
1151710,364,NA,2,NA,2,NA,1,NA,3,NA,2,NA,1
1151711,485,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1151712,698,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151713,367,NA,3,NA,3,NA,1,NA,3,NA,2,NA,1
1151714,332,NA,3,NA,3,NA,1,NA,2,NA,1,NA,2
1151715,388,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
1151716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1151717,491,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151718,275,NA,1,NA,3,NA,1,NA,3,NA,1,NA,2
1151719,294,NA,1,NA,3,NA,1,NA,3,NA,1,NA,1
1151720,227,NA,2,NA,3,NA,2,NA,3,NA,2,NA,2
1151721,231,NA,2,NA,3,NA,1,NA,3,NA,2,NA,1
1151801,411,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1
1151802,524,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1
1151803,388,NA,2,NA,3,NA,1,NA,2,NA,2,NA,1
1151804,317,NA,1,NA,2,NA,1,NA,1,NA,2,NA,1
1151805,462,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1
1151806,329,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1
1151807,298,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1151808,325,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1
1151809,197,NA,1,NA,3,NA,2,NA,2,NA,1,NA,1
1151810,275,NA,2,NA,3,NA,1,NA,2,NA,2,NA,1
1151811,451,NA,2,NA,1,NA,1,NA,1,NA,2,NA,1
1151812,341,NA,1,NA,1,NA,1,NA,2,NA,3,NA,1
1151901,453,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151902,449,NA,3,NA,3,NA,1,NA,2,NA,1,NA,2
1151903,378,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1151904,547,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1151905,629,NA,3,NA,3,NA,1,NA,3,NA,2,NA,1
1151906,469,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151907,321,NA,3,NA,3,NA,1,NA,3,NA,2,NA,1
1151908,192,NA,2,NA,3,NA,1,NA,2,NA,1,NA,2
1151909,450,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1151910,302,NA,3,NA,3,NA,1,NA,3,NA,2,NA,1
1151911,257,NA,2,NA,3,NA,1,NA,3,NA,2,NA,2
1151912,650,NA,3,NA,1,NA,1,NA,3,NA,1,NA,1
1151913,340,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151914,553,NA,3,NA,1,NA,2,NA,3,NA,1,NA,1
1151915,519,NA,3,NA,2,NA,3,NA,3,NA,1,NA,1
1151916,289,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1151917,368,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1151918,413,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1151919,785,NA,3,NA,1,NA,2,NA,3,NA,1,NA,1
1151920,661,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1151921,386,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151922,213,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151923,605,NA,3,NA,2,NA,1,NA,3,NA,2,NA,2
1151924,311,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1151925,639,NA,3,NA,1,NA,2,NA,3,NA,1,NA,1
1151926,359,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151927,309,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1151928,496,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151929,407,NA,3,NA,3,NA,2,NA,3,NA,2,NA,1
1151930,489,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151931,266,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1151932,351,NA,3,NA,3,NA,1,NA,3,NA,1,NA,2
1151933,528,NA,3,NA,2,NA,1,NA,2,NA,2,NA,1
1151934,419,NA,3,NA,3,NA,2,NA,3,NA,2,NA,1
1151935,274,NA,1,NA,3,NA,1,NA,2,NA,2,NA,1
1151936,366,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
1151937,488,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151938,570,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1151939,520,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1151940,12,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
1152001,439,NA,3,NA,3,NA,1,NA,3,NA,2,NA,1
1152002,545,NA,3,NA,2,NA,1,NA,3,NA,2,NA,1
1152003,359,NA,2,NA,2,NA,1,NA,3,NA,1,NA,2
1152004,514,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1152005,314,NA,2,NA,3,NA,1,NA,3,NA,1,NA,2
1152006,266,NA,2,NA,3,NA,1,NA,3,NA,2,NA,1
1152007,291,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1152008,366,NA,2,NA,2,NA,1,NA,3,NA,2,NA,1
1152009,553,NA,3,NA,1,NA,1,NA,2,NA,1,NA,1
1152010,444,NA,3,NA,2,NA,1,NA,3,NA,2,NA,2
1152011,445,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1152012,303,NA,2,NA,3,NA,1,NA,3,NA,1,NA,2
1152013,255,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1152014,338,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1152015,323,NA,2,NA,3,NA,2,NA,3,NA,3,NA,2
1152016,343,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1152017,526,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1152018,339,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1152019,417,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1152020,540,NA,3,NA,1,NA,1,NA,3,NA,1,NA,1
1152021,562,NA,3,NA,1,NA,1,NA,3,NA,1,NA,1
1152022,507,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1152023,367,NA,2,NA,2,NA,1,NA,3,NA,2,NA,1
1152024,646,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1152025,355,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1152026,265,NA,2,NA,3,NA,1,NA,3,NA,1,NA,1
1152101,21,NA,1,NA,3,NA,2,NA,2,NA,1,NA,2
1152201,536,NA,3,NA,3,NA,2,NA,3,NA,3,NA,2
1152202,487,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1152203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1152204,545,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1152205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1152206,516,NA,3,NA,3,NA,2,NA,3,NA,1,NA,2
1152207,423,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1152208,452,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1152209,341,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1152210,541,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1152211,671,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1152212,364,NA,3,NA,3,NA,2,NA,3,NA,2,NA,1
1152213,280,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1152214,421,NA,3,NA,3,NA,1,NA,2,NA,3,NA,1
1152215,405,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1152216,367,NA,2,NA,3,NA,2,NA,3,NA,3,NA,3
1152217,329,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1152218,447,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1152219,630,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1152220,329,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1152221,231,NA,2,NA,3,NA,1,NA,3,NA,2,NA,2
1152222,413,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1152223,505,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1152224,441,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1152225,561,NA,3,NA,3,NA,2,NA,3,NA,3,NA,1
1152226,655,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1152227,326,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1152228,417,NA,3,NA,3,NA,2,NA,3,NA,3,NA,2
1152229,353,NA,3,NA,3,NA,1,NA,2,NA,2,NA,2
1152230,484,NA,3,NA,3,NA,1,NA,3,NA,3,NA,2
1152231,264,NA,3,NA,3,NA,1,NA,2,NA,2,NA,2
1152232,324,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1152233,607,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
1152234,385,NA,3,NA,3,NA,2,NA,3,NA,2,NA,1
1152235,221,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
1152236,431,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1152301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1152302,407,NA,2,NA,2,NA,1,NA,2,NA,3,NA,2
1152303,831,NA,3,NA,1,NA,3,NA,3,NA,3,NA,3
1152304,594,NA,3,NA,1,NA,2,NA,2,NA,2,NA,1
1152305,411,NA,2,NA,2,NA,1,NA,1,NA,2,NA,1
1152306,454,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1152307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1152308,179,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2
1152309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1152310,414,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1152311,616,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2
1152312,461,NA,2,NA,2,NA,1,NA,1,NA,2,NA,1
1152313,312,NA,2,NA,3,NA,2,NA,2,NA,1,NA,1
1152314,436,NA,3,NA,2,NA,1,NA,2,NA,3,NA,1
1152315,292,NA,3,NA,3,NA,2,NA,3,NA,1,NA,1
1152316,569,NA,3,NA,2,NA,1,NA,2,NA,2,NA,1
