"SA1","Total Persons","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
1130808,367,NA,3,NA,3,NA,1,NA,1,NA,2,NA,3
1130809,574,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1130810,816,NA,3,NA,1,NA,3,NA,3,NA,2,NA,3
1130811,480,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1130812,477,NA,3,NA,3,NA,1,NA,2,NA,3,NA,2
1130813,507,NA,3,NA,2,NA,1,NA,1,NA,3,NA,2
1130814,611,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1130815,412,NA,3,NA,3,NA,1,NA,2,NA,2,NA,3
1130816,432,NA,3,NA,3,NA,1,NA,2,NA,2,NA,2
1130817,460,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1130818,53,NA,1,NA,2,NA,1,NA,1,NA,1,NA,3
1130819,284,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1130820,758,NA,3,NA,1,NA,3,NA,3,NA,3,NA,3
1130821,552,NA,3,NA,2,NA,1,NA,2,NA,2,NA,3
1130822,377,NA,3,NA,3,NA,3,NA,3,NA,1,NA,3
1130823,762,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1130824,310,NA,2,NA,3,NA,2,NA,3,NA,2,NA,3
1130825,273,NA,2,NA,3,NA,1,NA,3,NA,2,NA,3
1130826,425,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
1130827,569,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1130828,550,NA,3,NA,2,NA,3,NA,3,NA,2,NA,2
1130829,696,NA,3,NA,1,NA,2,NA,3,NA,2,NA,2
1130830,607,NA,3,NA,2,NA,3,NA,2,NA,1,NA,2
1130831,295,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
1130832,579,NA,3,NA,2,NA,1,NA,3,NA,2,NA,3
1130833,548,NA,3,NA,3,NA,1,NA,3,NA,2,NA,3
1130834,533,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1130835,370,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
1130836,492,NA,2,NA,1,NA,1,NA,3,NA,2,NA,2
1130837,511,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1130838,464,NA,3,NA,3,NA,1,NA,3,NA,2,NA,3
1130839,321,NA,3,NA,3,NA,1,NA,3,NA,2,NA,3
1130840,377,NA,2,NA,3,NA,1,NA,3,NA,3,NA,2
1130841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130842,642,NA,3,NA,2,NA,2,NA,3,NA,2,NA,3
1130843,514,NA,3,NA,2,NA,1,NA,2,NA,3,NA,2
1130844,557,NA,3,NA,3,NA,1,NA,2,NA,2,NA,3
1130845,593,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1130846,527,NA,3,NA,3,NA,1,NA,3,NA,1,NA,3
1130847,325,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
1130848,486,NA,3,NA,3,NA,1,NA,3,NA,1,NA,3
1130849,556,NA,3,NA,3,NA,1,NA,2,NA,2,NA,3
1130850,391,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1130851,496,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1156001,594,NA,3,NA,2,NA,3,NA,2,NA,1,NA,2
1156002,602,NA,3,NA,3,NA,1,NA,3,NA,2,NA,3
1156003,317,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1156004,462,NA,3,NA,2,NA,1,NA,3,NA,2,NA,2
1156005,214,NA,1,NA,3,NA,2,NA,2,NA,1,NA,1
1156006,463,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
1156007,517,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1156008,549,NA,3,NA,2,NA,1,NA,3,NA,2,NA,1
1156009,524,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1156010,271,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1156011,299,NA,2,NA,3,NA,3,NA,3,NA,1,NA,3
1156012,553,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1156013,502,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2
1156014,430,NA,3,NA,3,NA,1,NA,3,NA,2,NA,3
1156015,533,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1156016,558,NA,3,NA,3,NA,2,NA,2,NA,2,NA,3
1156017,557,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1156018,422,NA,3,NA,3,NA,1,NA,2,NA,2,NA,2
1156019,532,NA,3,NA,2,NA,1,NA,3,NA,2,NA,3
1156020,308,NA,2,NA,3,NA,1,NA,3,NA,1,NA,2
1156021,326,NA,3,NA,3,NA,2,NA,3,NA,1,NA,3
1156022,362,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2
1156023,344,NA,3,NA,3,NA,3,NA,3,NA,1,NA,3
1156024,429,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1156025,427,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1156026,646,NA,3,NA,2,NA,3,NA,3,NA,1,NA,3
1156027,288,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1156028,292,NA,2,NA,3,NA,2,NA,3,NA,2,NA,3
1156101,544,NA,3,NA,3,NA,2,NA,2,NA,3,NA,2
1156102,344,NA,2,NA,3,NA,3,NA,2,NA,2,NA,2
1156103,342,NA,3,NA,3,NA,3,NA,3,NA,2,NA,1
1156104,558,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1156105,703,NA,3,NA,2,NA,3,NA,3,NA,1,NA,3
1156106,707,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1156107,526,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1156108,470,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1156109,348,NA,3,NA,3,NA,3,NA,2,NA,2,NA,3
1156110,439,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1156111,451,NA,2,NA,2,NA,3,NA,2,NA,2,NA,2
1156112,518,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1156113,514,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1156114,316,NA,3,NA,3,NA,3,NA,3,NA,1,NA,3
1156115,449,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1156116,403,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1156117,722,NA,3,NA,2,NA,3,NA,2,NA,2,NA,1
1156118,443,NA,3,NA,3,NA,2,NA,3,NA,1,NA,2
1156119,553,NA,3,NA,3,NA,2,NA,3,NA,2,NA,1
1156120,482,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1156121,394,NA,3,NA,3,NA,2,NA,3,NA,1,NA,2
1156122,332,NA,3,NA,3,NA,3,NA,2,NA,2,NA,2
1156123,343,NA,2,NA,3,NA,2,NA,2,NA,2,NA,2
1156124,404,NA,3,NA,3,NA,2,NA,3,NA,1,NA,2
1156125,699,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1156126,378,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1156127,418,NA,3,NA,3,NA,2,NA,3,NA,1,NA,3
1156128,372,NA,3,NA,3,NA,1,NA,2,NA,2,NA,2
1156129,380,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1156130,688,NA,3,NA,2,NA,2,NA,3,NA,2,NA,3
1156131,403,NA,3,NA,3,NA,2,NA,2,NA,1,NA,1
1156132,341,NA,2,NA,3,NA,2,NA,2,NA,2,NA,2
1156133,414,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1156134,460,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1156135,297,NA,3,NA,3,NA,1,NA,3,NA,1,NA,2
1130901,510,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1130902,443,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1130903,398,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1130904,437,NA,2,NA,2,NA,2,NA,3,NA,3,NA,2
1130905,448,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1130906,561,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1130907,371,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1130908,377,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
1130909,341,NA,2,NA,3,NA,3,NA,3,NA,3,NA,3
1130910,499,NA,3,NA,3,NA,1,NA,3,NA,3,NA,3
1130911,370,NA,3,NA,3,NA,1,NA,3,NA,2,NA,3
1130912,503,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1130913,277,NA,3,NA,3,NA,3,NA,2,NA,2,NA,1
1130914,615,NA,3,NA,3,NA,2,NA,3,NA,3,NA,2
1130915,311,NA,2,NA,3,NA,1,NA,2,NA,3,NA,2
1130916,311,NA,2,NA,3,NA,1,NA,3,NA,3,NA,3
1130917,393,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1130918,589,NA,3,NA,2,NA,2,NA,3,NA,3,NA,2
1130919,635,NA,3,NA,2,NA,1,NA,3,NA,3,NA,2
1130920,475,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1130921,327,NA,3,NA,3,NA,2,NA,3,NA,3,NA,2
1130922,794,NA,3,NA,2,NA,2,NA,3,NA,3,NA,2
1130923,411,NA,3,NA,3,NA,2,NA,3,NA,3,NA,2
1130924,803,NA,3,NA,1,NA,2,NA,3,NA,3,NA,2
1130925,531,NA,3,NA,3,NA,2,NA,3,NA,3,NA,2
1130926,271,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
1130927,299,NA,2,NA,3,NA,1,NA,3,NA,3,NA,3
1130928,493,NA,3,NA,3,NA,1,NA,3,NA,3,NA,2
1130929,730,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1130930,448,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1130931,440,NA,3,NA,3,NA,1,NA,3,NA,3,NA,3
1130932,380,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1130933,254,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1130934,417,NA,2,NA,2,NA,2,NA,3,NA,3,NA,2
1130935,326,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
1130936,355,NA,2,NA,3,NA,3,NA,3,NA,3,NA,3
1131004,585,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1131005,596,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1131006,416,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1131007,257,NA,1,NA,3,NA,3,NA,2,NA,2,NA,3
1131008,679,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1131011,314,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1131012,485,NA,2,NA,1,NA,3,NA,1,NA,1,NA,1
1131013,375,NA,3,NA,3,NA,3,NA,3,NA,2,NA,1
1131014,406,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1131015,365,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1131017,551,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1131018,789,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
1131019,502,NA,3,NA,2,NA,2,NA,3,NA,2,NA,3
1131020,451,NA,2,NA,2,NA,2,NA,3,NA,2,NA,1
1131021,294,NA,1,NA,3,NA,2,NA,2,NA,3,NA,3
1131022,399,NA,3,NA,3,NA,3,NA,2,NA,2,NA,3
1131024,1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1131025,581,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1131027,483,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1131030,491,NA,3,NA,3,NA,1,NA,2,NA,3,NA,2
1131032,307,NA,2,NA,3,NA,2,NA,3,NA,2,NA,2
1131033,371,NA,3,NA,3,NA,3,NA,2,NA,2,NA,2
1131034,475,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
1131035,462,NA,3,NA,3,NA,2,NA,2,NA,3,NA,1
1131036,552,NA,3,NA,2,NA,3,NA,2,NA,3,NA,1
1131037,506,NA,3,NA,2,NA,2,NA,3,NA,1,NA,2
1131038,2314,NA,3,NA,1,NA,3,NA,3,NA,2,NA,2
1131039,512,NA,3,NA,2,NA,3,NA,3,NA,2,NA,1
1131040,389,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2
1131041,3022,NA,3,NA,1,NA,3,NA,3,NA,3,NA,2
1131042,429,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1131043,507,NA,3,NA,3,NA,1,NA,2,NA,2,NA,2
1131044,442,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1131045,435,NA,3,NA,3,NA,2,NA,3,NA,3,NA,2
1131046,456,NA,3,NA,3,NA,3,NA,3,NA,1,NA,3
1131047,282,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
1131048,207,NA,1,NA,3,NA,3,NA,3,NA,2,NA,3
1131049,481,NA,3,NA,2,NA,2,NA,2,NA,2,NA,1
1131050,416,NA,3,NA,3,NA,1,NA,3,NA,3,NA,2
1131051,664,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1131052,443,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1131053,354,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1131054,392,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1131055,489,NA,3,NA,3,NA,1,NA,2,NA,3,NA,2
1131056,451,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1131057,871,NA,3,NA,2,NA,3,NA,2,NA,2,NA,3
1131058,415,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
1131059,1319,NA,3,NA,1,NA,3,NA,3,NA,3,NA,3
1131060,1119,NA,3,NA,1,NA,3,NA,3,NA,2,NA,2
1131061,784,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1131062,304,NA,2,NA,3,NA,2,NA,3,NA,2,NA,3
1131063,330,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2
1131064,440,NA,3,NA,3,NA,2,NA,2,NA,3,NA,2
1131065,690,NA,3,NA,2,NA,3,NA,2,NA,2,NA,2
1131066,323,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
1131067,647,NA,3,NA,1,NA,2,NA,3,NA,2,NA,2
1131201,247,NA,1,NA,2,NA,1,NA,1,NA,2,NA,1
1131203,468,NA,2,NA,2,NA,3,NA,2,NA,2,NA,3
1131204,432,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1131205,494,NA,2,NA,1,NA,2,NA,1,NA,3,NA,1
1131206,316,NA,1,NA,2,NA,1,NA,1,NA,2,NA,1
1131207,370,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1131208,409,NA,2,NA,2,NA,2,NA,1,NA,2,NA,1
1131209,438,NA,3,NA,2,NA,2,NA,1,NA,2,NA,2
1131210,455,NA,2,NA,1,NA,1,NA,1,NA,2,NA,1
1131211,230,NA,1,NA,2,NA,1,NA,2,NA,1,NA,2
1131213,380,NA,1,NA,2,NA,2,NA,1,NA,2,NA,1
1131214,335,NA,2,NA,3,NA,2,NA,1,NA,3,NA,2
1131215,490,NA,2,NA,1,NA,1,NA,1,NA,2,NA,1
1131216,274,NA,1,NA,3,NA,2,NA,1,NA,1,NA,3
1131217,453,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1131218,329,NA,1,NA,2,NA,2,NA,1,NA,2,NA,1
1131219,288,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1131220,854,NA,3,NA,1,NA,3,NA,2,NA,2,NA,3
1131221,15,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
1131222,407,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
1131223,331,NA,1,NA,2,NA,3,NA,2,NA,2,NA,2
1131225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131226,641,NA,3,NA,1,NA,2,NA,1,NA,3,NA,2
1131227,377,NA,1,NA,1,NA,1,NA,1,NA,3,NA,1
1131228,173,NA,1,NA,3,NA,2,NA,2,NA,2,NA,2
1131229,278,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
1131230,292,NA,1,NA,1,NA,1,NA,1,NA,3,NA,1
1131231,651,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1131232,494,NA,2,NA,1,NA,2,NA,1,NA,2,NA,1
1131233,370,NA,2,NA,2,NA,1,NA,2,NA,2,NA,1
1131234,197,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1131235,630,NA,3,NA,1,NA,3,NA,2,NA,1,NA,2
1131236,590,NA,3,NA,2,NA,3,NA,2,NA,2,NA,3
1131237,NA,NA,1,NA,3,NA,NA,NA,1,NA,NA,NA,1
1131238,383,NA,2,NA,2,NA,3,NA,3,NA,1,NA,2
1131239,949,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1131240,1956,NA,3,NA,1,NA,3,NA,3,NA,3,NA,2
1131241,1309,NA,3,NA,1,NA,3,NA,2,NA,2,NA,2
1156201,347,NA,2,NA,3,NA,2,NA,3,NA,1,NA,3
1156202,366,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1156203,475,NA,3,NA,3,NA,1,NA,3,NA,2,NA,3
1156204,537,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1156205,450,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1156206,292,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
1156207,431,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1156208,492,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1156209,402,NA,3,NA,3,NA,2,NA,2,NA,2,NA,3
1156301,557,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
1156302,468,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3
1156303,573,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
1156304,320,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
1156305,270,NA,2,NA,3,NA,2,NA,3,NA,2,NA,3
1156306,400,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2
1156307,419,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1156308,358,NA,3,NA,3,NA,1,NA,3,NA,2,NA,3
1156309,481,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
1156310,598,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
1156311,513,NA,2,NA,1,NA,2,NA,1,NA,3,NA,2
1156312,536,NA,3,NA,2,NA,2,NA,3,NA,2,NA,3
1156313,287,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
1156314,428,NA,3,NA,3,NA,3,NA,2,NA,2,NA,3
1156315,508,NA,3,NA,2,NA,2,NA,1,NA,2,NA,3
1156316,308,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1156317,425,NA,2,NA,2,NA,2,NA,1,NA,3,NA,3
1156318,492,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1156319,516,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1156320,512,NA,3,NA,2,NA,1,NA,2,NA,2,NA,3
1156321,446,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1156322,541,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1156323,423,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1156324,363,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
1156325,278,NA,1,NA,3,NA,1,NA,1,NA,2,NA,3
1156326,325,NA,2,NA,3,NA,1,NA,1,NA,2,NA,3
1156327,309,NA,1,NA,3,NA,2,NA,2,NA,2,NA,3
1156328,354,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2
1156329,323,NA,2,NA,3,NA,2,NA,3,NA,1,NA,3
1156330,558,NA,3,NA,1,NA,2,NA,2,NA,3,NA,3
1156331,372,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1156332,328,NA,3,NA,3,NA,1,NA,2,NA,2,NA,3
1156333,430,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1156334,485,NA,3,NA,3,NA,2,NA,3,NA,1,NA,3
1156335,295,NA,3,NA,3,NA,1,NA,3,NA,3,NA,2
1156336,385,NA,3,NA,3,NA,1,NA,3,NA,2,NA,3
1156337,329,NA,2,NA,3,NA,3,NA,3,NA,1,NA,3
1156338,499,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1156339,529,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
1156340,600,NA,3,NA,2,NA,3,NA,3,NA,2,NA,2
1156341,297,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1156342,436,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1156343,355,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
1156344,257,NA,2,NA,3,NA,3,NA,3,NA,1,NA,2
1156345,615,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
1156346,398,NA,3,NA,3,NA,1,NA,3,NA,2,NA,3
1156347,635,NA,3,NA,2,NA,2,NA,3,NA,1,NA,3
1156348,235,NA,1,NA,3,NA,1,NA,2,NA,1,NA,3
1156349,243,NA,2,NA,3,NA,1,NA,3,NA,2,NA,3
1156350,356,NA,3,NA,3,NA,3,NA,2,NA,2,NA,2
1156351,261,NA,1,NA,3,NA,3,NA,3,NA,1,NA,1
1156352,262,NA,2,NA,3,NA,2,NA,2,NA,1,NA,2
1156353,359,NA,3,NA,3,NA,3,NA,3,NA,1,NA,2
1156354,325,NA,2,NA,3,NA,3,NA,3,NA,1,NA,2
1156355,488,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
1156356,60,NA,1,NA,3,NA,3,NA,3,NA,1,NA,1
1156357,231,NA,1,NA,3,NA,2,NA,2,NA,2,NA,2
1131301,245,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
1131302,261,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1
1131303,458,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
1131304,495,NA,2,NA,1,NA,1,NA,1,NA,1,NA,1
1131305,498,NA,3,NA,2,NA,2,NA,2,NA,1,NA,1
1131306,414,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1131307,381,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1131308,315,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1131309,371,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1131310,515,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1131311,408,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
1131312,294,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1131313,276,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1131314,507,NA,2,NA,1,NA,1,NA,2,NA,1,NA,1
1131315,273,NA,1,NA,3,NA,2,NA,2,NA,1,NA,1
1131316,361,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1
1131317,446,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
1131318,445,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
1131319,322,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1131320,496,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1131321,323,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
1131322,380,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
1131323,346,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
1131324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131325,474,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1131326,192,NA,1,NA,3,NA,2,NA,2,NA,1,NA,1
1131327,565,NA,3,NA,2,NA,1,NA,3,NA,1,NA,2
1131328,506,NA,3,NA,3,NA,1,NA,3,NA,1,NA,2
1131329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131330,258,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
1131331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131332,418,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1
1131333,442,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
1131334,233,NA,2,NA,3,NA,2,NA,3,NA,1,NA,2
1131335,391,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
1131336,536,NA,3,NA,2,NA,1,NA,2,NA,1,NA,1
1131337,305,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
1131338,344,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
1131339,313,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1131340,165,NA,1,NA,3,NA,1,NA,3,NA,1,NA,1
1131341,341,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1131342,539,NA,3,NA,1,NA,1,NA,2,NA,1,NA,1
1131343,246,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
1131344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131345,356,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1131346,356,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
1131347,504,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1131348,325,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1131349,451,NA,3,NA,3,NA,1,NA,3,NA,1,NA,1
1131350,652,NA,3,NA,2,NA,2,NA,2,NA,1,NA,1
1131351,438,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
1131352,259,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
1131401,454,NA,3,NA,3,NA,2,NA,3,NA,2,NA,2
1131402,541,NA,3,NA,2,NA,1,NA,3,NA,2,NA,2
1131403,389,NA,2,NA,3,NA,1,NA,3,NA,1,NA,2
1131404,399,NA,2,NA,3,NA,2,NA,3,NA,2,NA,2
1131405,527,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2
1131406,451,NA,3,NA,3,NA,1,NA,3,NA,1,NA,3
1131407,406,NA,2,NA,2,NA,1,NA,3,NA,1,NA,2
1131408,493,NA,3,NA,2,NA,2,NA,3,NA,2,NA,3
1131409,336,NA,2,NA,3,NA,2,NA,3,NA,1,NA,2
1131410,380,NA,2,NA,2,NA,2,NA,3,NA,2,NA,2
1131411,611,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1131412,408,NA,2,NA,2,NA,1,NA,2,NA,1,NA,2
1131413,358,NA,3,NA,3,NA,1,NA,2,NA,2,NA,2
1131414,313,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1131415,433,NA,3,NA,3,NA,1,NA,2,NA,1,NA,2
1131416,299,NA,1,NA,3,NA,2,NA,3,NA,1,NA,2
1131417,467,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1131418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131419,326,NA,3,NA,3,NA,1,NA,2,NA,1,NA,2
1131420,NA,NA,1,NA,3,NA,3,NA,NA,NA,NA,NA,1
1131421,14,NA,1,NA,3,NA,3,NA,1,NA,NA,NA,1
1131422,355,NA,3,NA,3,NA,1,NA,3,NA,1,NA,2
1131423,373,NA,3,NA,3,NA,2,NA,3,NA,1,NA,2
1131501,340,NA,2,NA,3,NA,2,NA,3,NA,1,NA,3
1131502,369,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1131503,282,NA,2,NA,3,NA,1,NA,3,NA,1,NA,3
1131504,549,NA,3,NA,3,NA,1,NA,3,NA,1,NA,2
1131505,440,NA,2,NA,2,NA,1,NA,2,NA,1,NA,2
