"SA1","Total Persons","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
1140406,151,NA,1,NA,3,NA,1,NA,1,NA,2,NA,3
1140407,252,NA,1,NA,3,NA,1,NA,2,NA,2,NA,3
1140408,274,NA,1,NA,2,NA,2,NA,1,NA,2,NA,3
1140409,590,NA,3,NA,1,NA,1,NA,1,NA,3,NA,3
1140410,400,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140411,303,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
1140412,513,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140413,305,NA,1,NA,2,NA,2,NA,1,NA,3,NA,3
1140414,418,NA,1,NA,1,NA,1,NA,1,NA,3,NA,2
1140415,413,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140416,53,NA,1,NA,3,NA,1,NA,1,NA,1,NA,2
1140417,339,NA,2,NA,3,NA,2,NA,1,NA,3,NA,3
1140418,438,NA,1,NA,1,NA,1,NA,2,NA,3,NA,3
1140419,528,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140420,394,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
1140421,494,NA,2,NA,1,NA,1,NA,1,NA,2,NA,3
1140422,318,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1140423,319,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140424,339,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140425,422,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140426,294,NA,1,NA,1,NA,2,NA,1,NA,3,NA,3
1140427,627,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140428,18,NA,1,NA,3,NA,NA,NA,1,NA,NA,NA,1
1140429,447,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140430,453,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
1140431,517,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140432,305,NA,1,NA,1,NA,2,NA,2,NA,3,NA,2
1140601,268,NA,2,NA,3,NA,2,NA,3,NA,3,NA,3
1140602,402,NA,2,NA,2,NA,3,NA,3,NA,3,NA,2
1140603,422,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140604,437,NA,1,NA,1,NA,2,NA,2,NA,3,NA,2
1140605,334,NA,2,NA,3,NA,1,NA,3,NA,3,NA,3
1140606,318,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1140607,220,NA,1,NA,3,NA,1,NA,2,NA,3,NA,2
1140608,545,NA,2,NA,1,NA,3,NA,3,NA,2,NA,2
1140609,396,NA,2,NA,3,NA,3,NA,3,NA,2,NA,1
1140610,235,NA,1,NA,2,NA,2,NA,3,NA,3,NA,2
1140611,504,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
1140612,297,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1140613,535,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
1140614,287,NA,2,NA,3,NA,1,NA,2,NA,3,NA,2
1140615,411,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140616,443,NA,1,NA,1,NA,1,NA,1,NA,3,NA,2
1140617,NA,NA,1,NA,3,NA,3,NA,1,NA,NA,NA,1
1140618,392,NA,2,NA,3,NA,2,NA,2,NA,3,NA,2
1140619,544,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140620,316,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1140621,361,NA,1,NA,1,NA,2,NA,2,NA,3,NA,2
1140622,409,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2
1140623,582,NA,3,NA,1,NA,1,NA,2,NA,3,NA,3
1140624,506,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1140625,410,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2
1140626,334,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1140627,317,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1140628,313,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1140629,413,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
1140630,307,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
1140631,367,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140632,26,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1140633,496,NA,3,NA,2,NA,1,NA,1,NA,3,NA,3
1140634,492,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140635,413,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140636,366,NA,1,NA,2,NA,2,NA,1,NA,3,NA,3
1140637,266,NA,1,NA,2,NA,2,NA,1,NA,3,NA,3
1140638,424,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1140639,278,NA,2,NA,3,NA,2,NA,3,NA,3,NA,3
1140640,548,NA,3,NA,3,NA,1,NA,3,NA,3,NA,2
1140641,544,NA,3,NA,2,NA,1,NA,1,NA,3,NA,3
1140642,572,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
1140643,353,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
1140644,476,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140645,373,NA,2,NA,2,NA,1,NA,2,NA,3,NA,2
1140646,473,NA,2,NA,1,NA,3,NA,1,NA,3,NA,2
1140647,291,NA,1,NA,1,NA,2,NA,2,NA,1,NA,2
1140648,532,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1157701,12,NA,1,NA,3,NA,3,NA,1,NA,1,NA,1
1157702,596,NA,3,NA,2,NA,3,NA,3,NA,3,NA,1
1157703,511,NA,3,NA,2,NA,3,NA,3,NA,2,NA,2
1157704,339,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1157705,301,NA,2,NA,3,NA,3,NA,3,NA,3,NA,2
1157706,484,NA,2,NA,2,NA,3,NA,3,NA,3,NA,1
1157707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157708,512,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1157709,563,NA,3,NA,2,NA,2,NA,3,NA,3,NA,2
1157710,440,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
1157711,501,NA,2,NA,1,NA,3,NA,3,NA,3,NA,1
1157712,547,NA,3,NA,2,NA,3,NA,3,NA,2,NA,2
1157713,613,NA,3,NA,1,NA,3,NA,3,NA,2,NA,2
1157714,463,NA,3,NA,2,NA,3,NA,3,NA,2,NA,1
1157715,618,NA,3,NA,1,NA,3,NA,3,NA,3,NA,2
1157716,249,NA,1,NA,3,NA,3,NA,3,NA,1,NA,3
1157717,462,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1157718,449,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
1157719,519,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1157720,420,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1157721,229,NA,1,NA,3,NA,2,NA,2,NA,2,NA,3
1157722,243,NA,1,NA,3,NA,3,NA,2,NA,3,NA,2
1157723,515,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1157724,281,NA,1,NA,3,NA,3,NA,3,NA,3,NA,3
1157725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157726,261,NA,2,NA,3,NA,3,NA,2,NA,1,NA,1
1157727,531,NA,2,NA,1,NA,3,NA,2,NA,2,NA,1
1157728,588,NA,3,NA,1,NA,3,NA,3,NA,2,NA,2
1157729,318,NA,1,NA,2,NA,3,NA,3,NA,3,NA,3
1157730,246,NA,1,NA,3,NA,2,NA,3,NA,2,NA,2
1157801,421,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1157802,611,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1157803,374,NA,2,NA,3,NA,2,NA,2,NA,3,NA,2
1157804,449,NA,2,NA,2,NA,1,NA,3,NA,3,NA,3
1157805,440,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1157806,602,NA,3,NA,1,NA,3,NA,3,NA,2,NA,3
1157807,397,NA,1,NA,1,NA,1,NA,2,NA,3,NA,2
1157808,571,NA,2,NA,1,NA,2,NA,2,NA,3,NA,3
1157809,235,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
1157810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157811,378,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1157812,491,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1157813,228,NA,1,NA,3,NA,1,NA,3,NA,1,NA,3
1157814,256,NA,1,NA,3,NA,1,NA,3,NA,3,NA,3
1157815,510,NA,3,NA,2,NA,3,NA,3,NA,2,NA,2
1157816,656,NA,3,NA,1,NA,2,NA,3,NA,3,NA,3
1157817,274,NA,2,NA,3,NA,2,NA,3,NA,2,NA,3
1157818,222,NA,1,NA,3,NA,2,NA,2,NA,2,NA,3
1157819,257,NA,1,NA,3,NA,2,NA,2,NA,2,NA,2
1157820,293,NA,1,NA,2,NA,2,NA,2,NA,3,NA,3
1157821,356,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
1157822,487,NA,2,NA,2,NA,2,NA,3,NA,3,NA,2
1157823,484,NA,2,NA,2,NA,1,NA,3,NA,3,NA,3
1157824,341,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
1157825,237,NA,1,NA,3,NA,1,NA,2,NA,3,NA,3
1157826,378,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
1157827,312,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
1157828,157,NA,1,NA,3,NA,3,NA,3,NA,3,NA,3
1157829,267,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
1157901,447,NA,1,NA,1,NA,2,NA,2,NA,2,NA,3
1157902,276,NA,2,NA,3,NA,3,NA,3,NA,3,NA,2
1157903,388,NA,2,NA,3,NA,3,NA,2,NA,2,NA,1
1157904,431,NA,1,NA,1,NA,3,NA,2,NA,2,NA,2
1157905,367,NA,2,NA,2,NA,2,NA,3,NA,3,NA,2
1157906,209,NA,1,NA,3,NA,2,NA,3,NA,3,NA,2
1157907,825,NA,3,NA,1,NA,3,NA,3,NA,2,NA,1
1157908,575,NA,2,NA,1,NA,3,NA,3,NA,3,NA,1
1157909,279,NA,1,NA,3,NA,3,NA,3,NA,2,NA,3
1157910,818,NA,3,NA,1,NA,3,NA,2,NA,3,NA,1
1157911,414,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1157912,389,NA,2,NA,2,NA,3,NA,3,NA,3,NA,2
1157913,319,NA,1,NA,2,NA,2,NA,2,NA,3,NA,3
1157914,724,NA,3,NA,1,NA,3,NA,3,NA,3,NA,2
1157915,816,NA,3,NA,1,NA,3,NA,3,NA,3,NA,1
1157916,554,NA,2,NA,1,NA,3,NA,3,NA,3,NA,2
1157917,411,NA,1,NA,1,NA,3,NA,3,NA,2,NA,1
1157918,563,NA,3,NA,2,NA,3,NA,3,NA,2,NA,1
1157919,496,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
1157920,297,NA,1,NA,2,NA,2,NA,2,NA,2,NA,1
1140701,428,NA,2,NA,2,NA,2,NA,3,NA,3,NA,1
1140702,414,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1140703,274,NA,1,NA,1,NA,1,NA,3,NA,2,NA,1
1140704,522,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
1140705,535,NA,2,NA,1,NA,3,NA,1,NA,3,NA,2
1140706,520,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1140707,339,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1
1140708,555,NA,3,NA,1,NA,2,NA,3,NA,1,NA,1
1140709,410,NA,3,NA,3,NA,1,NA,2,NA,2,NA,1
1140710,579,NA,3,NA,2,NA,2,NA,3,NA,2,NA,1
1140711,394,NA,2,NA,2,NA,2,NA,3,NA,2,NA,1
1140712,588,NA,2,NA,1,NA,2,NA,3,NA,2,NA,1
1140713,375,NA,2,NA,3,NA,3,NA,3,NA,3,NA,1
1140714,185,NA,1,NA,3,NA,3,NA,2,NA,3,NA,2
1140716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140718,294,NA,1,NA,2,NA,2,NA,2,NA,2,NA,1
1140719,543,NA,2,NA,1,NA,3,NA,3,NA,3,NA,1
1140720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140721,290,NA,1,NA,2,NA,3,NA,2,NA,1,NA,1
1140722,349,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1
1140723,390,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
1140724,302,NA,1,NA,3,NA,2,NA,3,NA,1,NA,1
1140725,409,NA,2,NA,2,NA,3,NA,2,NA,1,NA,1
1140726,379,NA,2,NA,2,NA,2,NA,2,NA,1,NA,2
1140727,574,NA,2,NA,1,NA,3,NA,2,NA,1,NA,1
1140728,410,NA,2,NA,2,NA,2,NA,2,NA,2,NA,1
1140729,365,NA,2,NA,3,NA,3,NA,2,NA,2,NA,1
1140730,270,NA,1,NA,2,NA,2,NA,3,NA,2,NA,1
1140731,259,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
1140732,491,NA,3,NA,2,NA,2,NA,3,NA,2,NA,1
1140733,278,NA,1,NA,2,NA,2,NA,3,NA,3,NA,2
1140734,293,NA,1,NA,2,NA,2,NA,3,NA,2,NA,2
1140735,325,NA,1,NA,2,NA,2,NA,3,NA,2,NA,1
1140736,396,NA,1,NA,1,NA,2,NA,3,NA,2,NA,1
1140737,515,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1140738,369,NA,2,NA,2,NA,3,NA,3,NA,3,NA,2
1140739,389,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
1140741,734,NA,3,NA,1,NA,3,NA,3,NA,3,NA,1
1140742,532,NA,3,NA,2,NA,1,NA,3,NA,2,NA,1
1140743,592,NA,3,NA,2,NA,2,NA,3,NA,3,NA,1
1140744,252,NA,1,NA,3,NA,3,NA,3,NA,2,NA,2
1140745,405,NA,1,NA,1,NA,3,NA,3,NA,3,NA,1
1140746,395,NA,2,NA,2,NA,3,NA,3,NA,2,NA,1
1140747,605,NA,3,NA,2,NA,3,NA,3,NA,3,NA,1
1140748,352,NA,2,NA,3,NA,3,NA,3,NA,3,NA,2
1140749,1002,NA,3,NA,1,NA,3,NA,3,NA,3,NA,1
1140750,208,NA,1,NA,2,NA,3,NA,2,NA,3,NA,2
1140751,699,NA,3,NA,1,NA,3,NA,3,NA,3,NA,1
1140752,755,NA,3,NA,1,NA,3,NA,3,NA,2,NA,1
1140753,787,NA,3,NA,1,NA,3,NA,3,NA,2,NA,1
1140801,335,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1140802,268,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
1140803,404,NA,2,NA,2,NA,3,NA,3,NA,3,NA,1
1140804,504,NA,3,NA,2,NA,2,NA,2,NA,2,NA,1
1140805,481,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1140806,396,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
1140807,448,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1140808,350,NA,1,NA,1,NA,3,NA,2,NA,3,NA,3
1140809,279,NA,1,NA,3,NA,2,NA,3,NA,2,NA,2
1140810,473,NA,3,NA,2,NA,2,NA,2,NA,1,NA,1
1140811,251,NA,1,NA,2,NA,1,NA,2,NA,2,NA,1
1140812,493,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1140813,431,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1140814,353,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1140815,420,NA,1,NA,1,NA,3,NA,2,NA,2,NA,1
1140816,266,NA,1,NA,2,NA,1,NA,2,NA,2,NA,1
1140817,440,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
1140818,276,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
1140819,342,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1
1140820,345,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1140821,532,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1140822,427,NA,2,NA,1,NA,1,NA,3,NA,2,NA,2
1140823,373,NA,1,NA,2,NA,2,NA,2,NA,2,NA,1
1140824,283,NA,1,NA,2,NA,3,NA,3,NA,3,NA,2
1140825,390,NA,1,NA,2,NA,2,NA,2,NA,2,NA,2
1140826,598,NA,3,NA,2,NA,2,NA,3,NA,2,NA,1
1140827,265,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
1140829,374,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1140830,229,NA,1,NA,2,NA,3,NA,2,NA,1,NA,1
1140831,900,NA,3,NA,1,NA,3,NA,3,NA,3,NA,1
1140832,566,NA,3,NA,2,NA,3,NA,3,NA,3,NA,1
1140833,254,NA,1,NA,3,NA,3,NA,2,NA,1,NA,2
1140834,509,NA,3,NA,2,NA,2,NA,2,NA,2,NA,1
1140835,373,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1140836,404,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1140838,665,NA,3,NA,1,NA,2,NA,3,NA,2,NA,1
1140839,260,NA,2,NA,3,NA,1,NA,2,NA,2,NA,1
1140840,461,NA,2,NA,2,NA,2,NA,2,NA,2,NA,1
1140841,413,NA,2,NA,2,NA,2,NA,3,NA,2,NA,2
1140842,336,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1
1140843,349,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
1140844,493,NA,3,NA,2,NA,1,NA,2,NA,1,NA,1
1140845,581,NA,3,NA,1,NA,1,NA,2,NA,2,NA,2
1140846,348,NA,2,NA,2,NA,1,NA,2,NA,2,NA,2
1140847,355,NA,1,NA,2,NA,2,NA,2,NA,2,NA,1
1140848,399,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1140849,849,NA,3,NA,1,NA,3,NA,3,NA,2,NA,1
1140850,396,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1140851,378,NA,2,NA,2,NA,2,NA,3,NA,3,NA,1
1140852,330,NA,1,NA,2,NA,1,NA,2,NA,2,NA,1
1140854,190,NA,1,NA,3,NA,1,NA,1,NA,1,NA,2
1140855,400,NA,2,NA,2,NA,3,NA,3,NA,2,NA,1
1140856,204,NA,1,NA,3,NA,3,NA,3,NA,2,NA,2
1140857,407,NA,2,NA,2,NA,3,NA,3,NA,2,NA,1
1140858,377,NA,2,NA,2,NA,3,NA,3,NA,3,NA,1
1140859,526,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1140860,412,NA,1,NA,1,NA,3,NA,3,NA,2,NA,1
1140901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140902,425,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
1140903,417,NA,3,NA,3,NA,1,NA,2,NA,3,NA,2
1140904,393,NA,1,NA,1,NA,1,NA,1,NA,3,NA,2
1140905,433,NA,2,NA,2,NA,1,NA,2,NA,2,NA,1
1140906,352,NA,2,NA,2,NA,1,NA,2,NA,2,NA,2
1140907,503,NA,2,NA,1,NA,2,NA,2,NA,3,NA,2
1140908,486,NA,3,NA,2,NA,1,NA,2,NA,1,NA,1
1140909,366,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
1140910,307,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1
1140911,431,NA,1,NA,1,NA,2,NA,3,NA,2,NA,1
1140912,248,NA,1,NA,1,NA,3,NA,2,NA,2,NA,1
1140913,388,NA,1,NA,1,NA,2,NA,2,NA,3,NA,1
1140914,578,NA,3,NA,2,NA,2,NA,3,NA,2,NA,1
1140915,458,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1140916,297,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1140917,507,NA,2,NA,1,NA,1,NA,1,NA,2,NA,1
1140918,345,NA,2,NA,3,NA,1,NA,2,NA,1,NA,2
1140919,425,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1140921,390,NA,1,NA,2,NA,3,NA,2,NA,1,NA,1
1140922,350,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
1140923,375,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1140926,358,NA,2,NA,3,NA,2,NA,3,NA,2,NA,1
1140927,624,NA,3,NA,1,NA,3,NA,3,NA,3,NA,1
1140928,419,NA,2,NA,2,NA,3,NA,2,NA,1,NA,2
1140929,525,NA,3,NA,2,NA,2,NA,2,NA,1,NA,1
1140930,277,NA,1,NA,3,NA,3,NA,3,NA,2,NA,1
1140931,500,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140932,447,NA,2,NA,1,NA,1,NA,1,NA,3,NA,2
1140933,560,NA,3,NA,1,NA,2,NA,2,NA,2,NA,1
1140934,348,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1
1140935,436,NA,2,NA,2,NA,2,NA,2,NA,2,NA,1
1140936,579,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1140937,476,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1140938,329,NA,2,NA,3,NA,3,NA,3,NA,1,NA,1
1140939,392,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1140940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140941,72,NA,1,NA,3,NA,3,NA,1,NA,1,NA,1
1140942,290,NA,1,NA,2,NA,1,NA,2,NA,2,NA,1
1140943,617,NA,2,NA,1,NA,3,NA,3,NA,2,NA,1
1140944,636,NA,3,NA,1,NA,3,NA,3,NA,2,NA,1
1141001,993,NA,3,NA,1,NA,3,NA,3,NA,3,NA,1
1141002,406,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1141003,640,NA,3,NA,2,NA,3,NA,3,NA,3,NA,1
1141004,294,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
1141005,317,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
1141006,395,NA,2,NA,2,NA,2,NA,3,NA,2,NA,1
1141007,641,NA,2,NA,1,NA,2,NA,2,NA,2,NA,2
1141008,479,NA,2,NA,1,NA,3,NA,3,NA,2,NA,2
1141009,430,NA,2,NA,2,NA,2,NA,3,NA,1,NA,2
1141010,537,NA,2,NA,1,NA,2,NA,3,NA,2,NA,2
1141012,524,NA,2,NA,1,NA,1,NA,3,NA,3,NA,3
1141013,557,NA,2,NA,1,NA,2,NA,3,NA,2,NA,2
1141014,253,NA,1,NA,3,NA,2,NA,3,NA,1,NA,1
1141015,399,NA,3,NA,3,NA,1,NA,3,NA,1,NA,2
1141016,473,NA,3,NA,2,NA,2,NA,3,NA,2,NA,3
1141018,398,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1141019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1141020,496,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
1141021,391,NA,2,NA,2,NA,2,NA,3,NA,3,NA,1
1141022,555,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
1141023,316,NA,2,NA,3,NA,1,NA,3,NA,1,NA,2
1141024,405,NA,1,NA,1,NA,3,NA,2,NA,1,NA,2
1141025,466,NA,2,NA,2,NA,2,NA,3,NA,1,NA,2
1141026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1141027,553,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
1141028,435,NA,2,NA,2,NA,2,NA,3,NA,2,NA,1
1141029,323,NA,2,NA,3,NA,3,NA,3,NA,3,NA,2
1141030,522,NA,2,NA,1,NA,2,NA,3,NA,2,NA,2
1141031,424,NA,3,NA,3,NA,1,NA,3,NA,2,NA,1
1141032,388,NA,2,NA,2,NA,2,NA,3,NA,1,NA,2
1141033,299,NA,3,NA,3,NA,1,NA,3,NA,3,NA,3
1141035,455,NA,1,NA,1,NA,3,NA,2,NA,2,NA,1
1141037,378,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
1141038,359,NA,2,NA,2,NA,2,NA,3,NA,2,NA,2
1141039,405,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1141040,457,NA,2,NA,1,NA,2,NA,3,NA,2,NA,2
1141041,388,NA,2,NA,2,NA,2,NA,3,NA,2,NA,2
1141042,376,NA,1,NA,1,NA,3,NA,2,NA,2,NA,3
1141044,323,NA,2,NA,3,NA,3,NA,3,NA,1,NA,2
1141045,451,NA,2,NA,2,NA,3,NA,2,NA,2,NA,2
1141046,221,NA,1,NA,3,NA,1,NA,3,NA,2,NA,2
1141047,261,NA,2,NA,3,NA,2,NA,3,NA,1,NA,2
1141048,504,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1141049,427,NA,2,NA,2,NA,1,NA,3,NA,3,NA,2
1141050,293,NA,1,NA,2,NA,1,NA,3,NA,2,NA,2
1141051,297,NA,1,NA,2,NA,3,NA,3,NA,3,NA,3
1141052,1122,NA,3,NA,1,NA,3,NA,3,NA,3,NA,1
1141053,382,NA,2,NA,3,NA,1,NA,3,NA,3,NA,2
1141101,422,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2
1141102,502,NA,2,NA,2,NA,1,NA,2,NA,3,NA,2
1141103,475,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1141104,497,NA,2,NA,2,NA,1,NA,2,NA,3,NA,2
1141105,545,NA,2,NA,1,NA,2,NA,2,NA,3,NA,2
1141106,323,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1141107,312,NA,2,NA,3,NA,1,NA,2,NA,1,NA,2
1141108,448,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2
1141109,255,NA,1,NA,3,NA,2,NA,2,NA,2,NA,2
1141110,327,NA,1,NA,2,NA,1,NA,2,NA,1,NA,2
1141111,544,NA,2,NA,1,NA,1,NA,2,NA,2,NA,3
1141112,262,NA,1,NA,3,NA,1,NA,2,NA,2,NA,3
1141113,354,NA,1,NA,2,NA,2,NA,1,NA,2,NA,3
1141114,464,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1141115,567,NA,2,NA,1,NA,1,NA,2,NA,3,NA,2
1141116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1141117,559,NA,1,NA,1,NA,3,NA,1,NA,3,NA,2
1141118,430,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1141119,610,NA,3,NA,1,NA,1,NA,2,NA,3,NA,2
1141120,307,NA,2,NA,3,NA,2,NA,2,NA,2,NA,2
1141121,294,NA,1,NA,1,NA,3,NA,2,NA,2,NA,2
1141122,476,NA,1,NA,1,NA,3,NA,2,NA,3,NA,2
1141123,568,NA,3,NA,1,NA,3,NA,3,NA,2,NA,1
1141124,479,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1
1141125,357,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2
1141126,508,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2
1141127,428,NA,2,NA,2,NA,1,NA,2,NA,2,NA,1
1141128,349,NA,2,NA,3,NA,2,NA,2,NA,2,NA,1
1141129,522,NA,3,NA,2,NA,2,NA,3,NA,1,NA,1
1141130,434,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2
1141131,647,NA,3,NA,1,NA,2,NA,2,NA,2,NA,2
1141132,478,NA,2,NA,1,NA,2,NA,2,NA,2,NA,2
1141133,504,NA,2,NA,1,NA,3,NA,2,NA,1,NA,1
