"SA1","Population","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
2122418,420,NA,1,NA,1,NA,2,NA,3,NA,2,NA,2
2122419,272,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
2122420,289,NA,1,NA,1,NA,1,NA,3,NA,2,NA,2
2122421,494,NA,1,NA,1,NA,1,NA,3,NA,2,NA,1
2122422,486,NA,1,NA,1,NA,2,NA,3,NA,2,NA,2
2122423,134,NA,1,NA,3,NA,1,NA,3,NA,1,NA,2
2122424,202,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
2122425,469,NA,1,NA,1,NA,2,NA,3,NA,2,NA,1
2122426,441,NA,1,NA,1,NA,3,NA,3,NA,3,NA,3
2122427,700,NA,3,NA,1,NA,3,NA,3,NA,2,NA,3
2122501,369,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2122502,646,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2122503,299,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2122504,440,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2122505,283,NA,1,NA,1,NA,1,NA,3,NA,2,NA,2
2122506,229,NA,1,NA,2,NA,3,NA,3,NA,2,NA,2
2122507,510,NA,1,NA,1,NA,3,NA,3,NA,1,NA,2
2122508,198,NA,1,NA,3,NA,1,NA,3,NA,1,NA,2
2122509,593,NA,1,NA,1,NA,3,NA,3,NA,2,NA,2
2122510,476,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2122511,336,NA,1,NA,1,NA,1,NA,3,NA,2,NA,1
2122512,394,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
2122513,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,1
2122514,348,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2122515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2122516,491,NA,1,NA,1,NA,2,NA,3,NA,2,NA,2
2122517,262,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
2122518,310,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
2122519,504,NA,1,NA,1,NA,1,NA,3,NA,2,NA,2
2122520,255,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
2122521,458,NA,1,NA,1,NA,3,NA,3,NA,2,NA,2
2122601,350,NA,1,NA,1,NA,1,NA,2,NA,2,NA,2
2122602,560,NA,3,NA,1,NA,3,NA,2,NA,3,NA,3
2122603,542,NA,3,NA,1,NA,2,NA,2,NA,1,NA,2
2122604,564,NA,2,NA,1,NA,2,NA,2,NA,2,NA,3
2122605,607,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2
2122606,565,NA,3,NA,1,NA,2,NA,2,NA,1,NA,2
2122607,356,NA,2,NA,2,NA,2,NA,2,NA,1,NA,3
2122608,557,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2
2122609,461,NA,2,NA,1,NA,2,NA,2,NA,2,NA,2
2122610,271,NA,1,NA,3,NA,2,NA,2,NA,1,NA,2
2122611,258,NA,1,NA,3,NA,1,NA,1,NA,3,NA,2
2122612,464,NA,2,NA,2,NA,1,NA,1,NA,2,NA,3
2122613,494,NA,1,NA,1,NA,2,NA,2,NA,2,NA,2
2122614,349,NA,2,NA,2,NA,2,NA,3,NA,2,NA,2
2122615,314,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
2122616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2122617,243,NA,1,NA,3,NA,2,NA,2,NA,1,NA,3
2122701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2122801,556,NA,3,NA,2,NA,1,NA,1,NA,3,NA,3
2122802,352,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
2122803,269,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1
2122804,NA,NA,1,NA,3,NA,NA,NA,1,NA,1,NA,1
2122805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2122806,433,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2122807,373,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1
2122808,353,NA,2,NA,3,NA,2,NA,2,NA,2,NA,2
2122809,353,NA,1,NA,2,NA,1,NA,1,NA,1,NA,2
2122810,480,NA,3,NA,3,NA,1,NA,1,NA,2,NA,2
2122811,551,NA,3,NA,2,NA,1,NA,1,NA,2,NA,2
2122812,501,NA,2,NA,1,NA,3,NA,3,NA,3,NA,3
2122813,327,NA,2,NA,3,NA,1,NA,1,NA,3,NA,2
2122814,310,NA,1,NA,2,NA,1,NA,1,NA,2,NA,2
2122815,276,NA,1,NA,3,NA,1,NA,2,NA,3,NA,3
2122816,195,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
2122817,485,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
2122818,NA,NA,1,NA,3,NA,3,NA,1,NA,NA,NA,NA
2122819,502,NA,3,NA,2,NA,1,NA,1,NA,3,NA,3
2122820,451,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
2122821,355,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
2122822,433,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
2122823,462,NA,2,NA,1,NA,1,NA,3,NA,3,NA,3
2122824,73,NA,1,NA,3,NA,1,NA,2,NA,1,NA,1
2122825,NA,NA,1,NA,3,NA,3,NA,3,NA,NA,NA,1
2122826,197,NA,1,NA,3,NA,1,NA,1,NA,2,NA,2
2122901,408,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2
2122902,505,NA,3,NA,2,NA,1,NA,1,NA,1,NA,2
2122903,377,NA,2,NA,3,NA,1,NA,1,NA,2,NA,3
2122904,371,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2122905,285,NA,2,NA,3,NA,1,NA,1,NA,1,NA,3
2122906,501,NA,3,NA,2,NA,1,NA,1,NA,3,NA,2
2122907,429,NA,2,NA,2,NA,2,NA,1,NA,2,NA,1
2122908,587,NA,3,NA,3,NA,1,NA,1,NA,2,NA,3
2122909,459,NA,2,NA,2,NA,1,NA,1,NA,1,NA,2
2122910,402,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2
2122911,546,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
2122912,385,NA,1,NA,2,NA,2,NA,2,NA,2,NA,2
2122913,352,NA,2,NA,2,NA,1,NA,1,NA,3,NA,2
2122914,504,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2
2122915,218,NA,1,NA,3,NA,1,NA,1,NA,3,NA,2
2122916,312,NA,1,NA,2,NA,1,NA,1,NA,2,NA,2
2122917,358,NA,2,NA,2,NA,2,NA,1,NA,2,NA,2
2122918,425,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2122919,217,NA,1,NA,3,NA,1,NA,2,NA,1,NA,2
2122920,324,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2122921,543,NA,2,NA,1,NA,2,NA,2,NA,2,NA,3
2122922,401,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
2122923,444,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
2122924,445,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
2122925,198,NA,1,NA,3,NA,1,NA,1,NA,2,NA,3
2122926,473,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2
2122927,455,NA,2,NA,2,NA,1,NA,1,NA,2,NA,3
2122928,312,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
2122929,491,NA,3,NA,2,NA,1,NA,1,NA,2,NA,3
2122930,413,NA,3,NA,3,NA,2,NA,1,NA,2,NA,3
2122931,253,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
2122932,217,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
2122933,366,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2
2122934,339,NA,2,NA,3,NA,1,NA,1,NA,3,NA,2
2122935,473,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2122936,261,NA,2,NA,3,NA,3,NA,2,NA,1,NA,2
2122937,345,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2122938,528,NA,2,NA,1,NA,1,NA,1,NA,1,NA,3
2122939,497,NA,2,NA,2,NA,2,NA,1,NA,1,NA,2
2122940,521,NA,3,NA,2,NA,2,NA,1,NA,2,NA,2
2122941,310,NA,3,NA,3,NA,3,NA,1,NA,1,NA,3
2122942,249,NA,2,NA,3,NA,1,NA,1,NA,2,NA,3
2122943,521,NA,2,NA,1,NA,3,NA,2,NA,3,NA,3
2122944,333,NA,1,NA,2,NA,1,NA,2,NA,2,NA,3
2122945,361,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3
2122946,371,NA,1,NA,2,NA,1,NA,3,NA,2,NA,3
2122947,383,NA,2,NA,2,NA,1,NA,3,NA,2,NA,3
2122948,279,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
2122949,385,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2122950,396,NA,2,NA,2,NA,2,NA,1,NA,2,NA,2
2122951,447,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2
2122952,580,NA,3,NA,1,NA,1,NA,1,NA,1,NA,2
2122953,377,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2
2122954,519,NA,2,NA,1,NA,1,NA,2,NA,1,NA,3
2122955,301,NA,1,NA,2,NA,1,NA,2,NA,1,NA,2
2122956,550,NA,2,NA,1,NA,2,NA,1,NA,3,NA,3
2122957,213,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
2122958,242,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2122959,333,NA,2,NA,3,NA,1,NA,1,NA,3,NA,2
2122960,323,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
2122961,328,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2
2122962,488,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2
2123001,383,NA,2,NA,2,NA,3,NA,2,NA,3,NA,3
2123002,345,NA,1,NA,2,NA,3,NA,3,NA,2,NA,3
2123003,293,NA,1,NA,3,NA,1,NA,2,NA,2,NA,3
2123004,274,NA,1,NA,2,NA,3,NA,2,NA,1,NA,3
2123005,367,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
2123006,465,NA,2,NA,1,NA,2,NA,2,NA,3,NA,3
2123007,391,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
2123008,409,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2
2123009,463,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
2123010,467,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2123011,409,NA,1,NA,1,NA,2,NA,2,NA,3,NA,3
2123012,526,NA,3,NA,2,NA,1,NA,3,NA,3,NA,3
2123013,317,NA,1,NA,2,NA,2,NA,2,NA,3,NA,2
2123014,336,NA,1,NA,2,NA,2,NA,3,NA,3,NA,3
2123015,367,NA,1,NA,2,NA,2,NA,3,NA,3,NA,3
2123016,317,NA,1,NA,2,NA,1,NA,3,NA,3,NA,3
2123017,141,NA,1,NA,3,NA,3,NA,1,NA,1,NA,2
2123101,443,NA,2,NA,2,NA,1,NA,3,NA,3,NA,3
2123102,501,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
2123103,247,NA,1,NA,3,NA,2,NA,2,NA,3,NA,3
2123104,583,NA,3,NA,1,NA,1,NA,3,NA,3,NA,2
2123105,384,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123106,438,NA,2,NA,2,NA,1,NA,3,NA,3,NA,3
2123107,452,NA,3,NA,2,NA,1,NA,3,NA,3,NA,3
2123108,442,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
2123109,530,NA,2,NA,1,NA,1,NA,3,NA,3,NA,2
2123110,233,NA,1,NA,3,NA,1,NA,2,NA,2,NA,2
2123111,423,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
2123112,289,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
2123113,494,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
2123114,259,NA,1,NA,3,NA,2,NA,2,NA,2,NA,3
2123115,389,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
2123116,361,NA,2,NA,2,NA,1,NA,3,NA,2,NA,2
2123117,483,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123118,338,NA,1,NA,2,NA,1,NA,3,NA,2,NA,1
2123119,362,NA,2,NA,2,NA,1,NA,3,NA,3,NA,3
2123120,487,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
2123121,362,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123122,540,NA,3,NA,1,NA,2,NA,3,NA,3,NA,3
2123201,351,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123202,593,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2123203,408,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123204,278,NA,1,NA,1,NA,3,NA,3,NA,3,NA,3
2123205,411,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123206,194,NA,1,NA,3,NA,1,NA,3,NA,3,NA,3
2123207,653,NA,2,NA,1,NA,3,NA,3,NA,3,NA,3
2123208,121,NA,1,NA,3,NA,3,NA,3,NA,2,NA,2
2123209,456,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2123210,575,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2123211,535,NA,1,NA,1,NA,3,NA,3,NA,2,NA,3
2123212,221,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123213,419,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
2123214,315,NA,1,NA,1,NA,3,NA,3,NA,3,NA,3
2123215,620,NA,2,NA,1,NA,3,NA,3,NA,3,NA,3
2123216,390,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123217,340,NA,1,NA,2,NA,3,NA,3,NA,3,NA,3
2123218,483,NA,1,NA,1,NA,3,NA,3,NA,3,NA,3
2123219,498,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2123220,472,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123221,426,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2123222,383,NA,1,NA,2,NA,3,NA,3,NA,3,NA,3
2123223,481,NA,2,NA,1,NA,3,NA,3,NA,3,NA,3
2123224,413,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2123225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2123226,11,NA,1,NA,3,NA,3,NA,3,NA,1,NA,1
2123227,332,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2123228,339,NA,1,NA,2,NA,2,NA,3,NA,3,NA,3
2123229,140,NA,1,NA,2,NA,1,NA,3,NA,2,NA,2
2123230,218,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
2123301,283,NA,1,NA,1,NA,2,NA,2,NA,1,NA,2
2123302,448,NA,2,NA,1,NA,2,NA,2,NA,3,NA,3
2123303,273,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123304,164,NA,1,NA,2,NA,2,NA,3,NA,2,NA,3
2123305,260,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2123306,123,NA,1,NA,2,NA,2,NA,3,NA,2,NA,3
2123307,425,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3
2123308,307,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2123309,494,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2123310,394,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123401,380,NA,1,NA,1,NA,3,NA,3,NA,3,NA,3
2123402,606,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2123403,450,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2123404,320,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123405,427,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123406,370,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123407,407,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123408,413,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123409,385,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2123501,351,NA,1,NA,1,NA,1,NA,3,NA,2,NA,2
2123502,320,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2123503,433,NA,1,NA,1,NA,1,NA,3,NA,3,NA,1
2123504,402,NA,1,NA,1,NA,2,NA,3,NA,2,NA,1
2123505,527,NA,1,NA,1,NA,2,NA,3,NA,1,NA,2
2123506,332,NA,1,NA,1,NA,3,NA,3,NA,2,NA,2
2123507,571,NA,1,NA,1,NA,3,NA,3,NA,3,NA,3
2123508,263,NA,1,NA,1,NA,2,NA,3,NA,2,NA,2
2123509,635,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2123510,441,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123511,501,NA,1,NA,1,NA,2,NA,3,NA,3,NA,1
2123512,344,NA,1,NA,1,NA,1,NA,3,NA,2,NA,2
2123513,562,NA,1,NA,1,NA,2,NA,3,NA,2,NA,2
2123514,338,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2123515,281,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123516,479,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123517,425,NA,1,NA,1,NA,2,NA,3,NA,3,NA,2
2123518,285,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123519,452,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123520,322,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2123521,373,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
2123601,660,NA,3,NA,1,NA,1,NA,1,NA,1,NA,2
2123602,589,NA,3,NA,1,NA,2,NA,1,NA,2,NA,3
2123603,449,NA,3,NA,2,NA,1,NA,1,NA,2,NA,3
2123604,540,NA,3,NA,2,NA,2,NA,1,NA,2,NA,3
2123605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2123606,289,NA,2,NA,3,NA,2,NA,2,NA,1,NA,3
2123607,416,NA,2,NA,2,NA,2,NA,2,NA,1,NA,3
2123608,221,NA,1,NA,3,NA,1,NA,1,NA,2,NA,3
2123609,271,NA,1,NA,2,NA,3,NA,1,NA,1,NA,2
2123610,598,NA,3,NA,1,NA,1,NA,2,NA,2,NA,2
2123611,273,NA,2,NA,3,NA,2,NA,1,NA,1,NA,2
2123612,294,NA,2,NA,3,NA,3,NA,1,NA,1,NA,2
2123613,338,NA,2,NA,3,NA,3,NA,1,NA,2,NA,2
2123614,377,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
2123615,582,NA,3,NA,2,NA,2,NA,1,NA,2,NA,3
2123616,205,NA,1,NA,3,NA,2,NA,1,NA,1,NA,2
2123617,262,NA,2,NA,3,NA,2,NA,1,NA,1,NA,3
2123618,211,NA,1,NA,3,NA,1,NA,2,NA,1,NA,3
2123701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2123702,535,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2123703,534,NA,3,NA,2,NA,2,NA,1,NA,1,NA,2
2123704,428,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2123705,476,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2123706,767,NA,3,NA,2,NA,3,NA,1,NA,1,NA,2
2123707,515,NA,3,NA,2,NA,2,NA,1,NA,1,NA,2
2123708,471,NA,3,NA,3,NA,3,NA,1,NA,1,NA,2
2123709,338,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2123710,447,NA,3,NA,3,NA,2,NA,1,NA,2,NA,3
2123711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2123712,536,NA,2,NA,1,NA,1,NA,1,NA,1,NA,1
2123713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2123714,356,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2123715,572,NA,3,NA,1,NA,2,NA,1,NA,1,NA,1
2123716,494,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2123717,394,NA,3,NA,3,NA,2,NA,1,NA,1,NA,1
2123718,524,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2123719,302,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
2123720,344,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2123721,448,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2123722,602,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2123723,397,NA,2,NA,2,NA,1,NA,1,NA,1,NA,2
2123724,318,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2123725,358,NA,2,NA,2,NA,3,NA,1,NA,1,NA,2
2123726,451,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2123727,473,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2123728,457,NA,3,NA,2,NA,1,NA,1,NA,1,NA,2
2123729,395,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2123730,382,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2123731,288,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2123801,424,NA,2,NA,2,NA,2,NA,1,NA,1,NA,2
2123802,521,NA,3,NA,2,NA,1,NA,1,NA,1,NA,2
2123803,521,NA,2,NA,1,NA,1,NA,1,NA,1,NA,1
2123804,373,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2123805,326,NA,2,NA,3,NA,2,NA,1,NA,1,NA,1
2123806,503,NA,3,NA,2,NA,2,NA,1,NA,1,NA,2
2123807,303,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
2123808,391,NA,2,NA,2,NA,1,NA,1,NA,1,NA,2
2123809,319,NA,2,NA,3,NA,2,NA,1,NA,1,NA,1
2123810,290,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
2123811,266,NA,2,NA,3,NA,3,NA,1,NA,1,NA,2
2123812,530,NA,3,NA,2,NA,2,NA,1,NA,2,NA,3
2123813,263,NA,2,NA,3,NA,3,NA,1,NA,1,NA,2
2123814,360,NA,2,NA,3,NA,3,NA,1,NA,1,NA,2
2123815,314,NA,2,NA,3,NA,1,NA,1,NA,2,NA,3
2123816,390,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1
2123817,376,NA,3,NA,3,NA,2,NA,1,NA,2,NA,3
2123818,345,NA,1,NA,2,NA,2,NA,1,NA,1,NA,2
2123819,390,NA,3,NA,3,NA,2,NA,1,NA,2,NA,2
2123820,272,NA,2,NA,3,NA,2,NA,1,NA,2,NA,2
2123821,334,NA,3,NA,3,NA,2,NA,1,NA,2,NA,2
2123822,435,NA,3,NA,3,NA,3,NA,1,NA,2,NA,3
2123823,563,NA,3,NA,2,NA,3,NA,1,NA,2,NA,2
2123824,245,NA,1,NA,2,NA,3,NA,2,NA,2,NA,2
2123825,261,NA,1,NA,3,NA,3,NA,1,NA,2,NA,3
2123826,375,NA,2,NA,2,NA,3,NA,2,NA,1,NA,2
2123827,285,NA,2,NA,3,NA,1,NA,2,NA,1,NA,3
2123828,413,NA,3,NA,3,NA,2,NA,1,NA,2,NA,3
2123829,214,NA,2,NA,3,NA,3,NA,1,NA,1,NA,3
2123830,417,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
2123831,401,NA,1,NA,1,NA,1,NA,2,NA,2,NA,2
2123832,324,NA,2,NA,3,NA,1,NA,1,NA,1,NA,3
2123833,373,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
2123834,331,NA,2,NA,3,NA,1,NA,1,NA,2,NA,2
2123835,353,NA,2,NA,3,NA,2,NA,1,NA,2,NA,2
2123836,375,NA,1,NA,1,NA,1,NA,1,NA,2,NA,3
2123837,269,NA,1,NA,1,NA,1,NA,2,NA,2,NA,2
2123838,399,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2123839,403,NA,2,NA,2,NA,2,NA,1,NA,1,NA,2
2123840,324,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2123841,312,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2123842,297,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
2123843,275,NA,2,NA,3,NA,3,NA,1,NA,1,NA,2
2123844,408,NA,2,NA,2,NA,2,NA,1,NA,1,NA,2
2123845,480,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2123846,226,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
2123847,312,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
2123848,454,NA,3,NA,2,NA,1,NA,1,NA,2,NA,1
2123849,529,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
2123850,599,NA,3,NA,2,NA,3,NA,1,NA,1,NA,3
2123851,365,NA,3,NA,3,NA,3,NA,1,NA,1,NA,2
2123852,509,NA,3,NA,3,NA,3,NA,1,NA,2,NA,2
2123853,517,NA,3,NA,2,NA,3,NA,2,NA,2,NA,2
2123854,399,NA,3,NA,3,NA,3,NA,2,NA,1,NA,2
2123855,609,NA,3,NA,2,NA,3,NA,1,NA,1,NA,2
2123856,433,NA,3,NA,3,NA,3,NA,1,NA,1,NA,3
2123857,372,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2123858,253,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
2123859,360,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2123860,393,NA,2,NA,3,NA,2,NA,1,NA,1,NA,2
2123861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2123862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2123863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2123864,473,NA,1,NA,1,NA,1,NA,2,NA,2,NA,2
2123865,717,NA,3,NA,1,NA,3,NA,2,NA,2,NA,3
2123866,504,NA,3,NA,3,NA,1,NA,1,NA,1,NA,3
2123867,361,NA,2,NA,2,NA,2,NA,1,NA,3,NA,3
2123868,496,NA,3,NA,3,NA,2,NA,1,NA,2,NA,3
2123869,688,NA,3,NA,2,NA,3,NA,1,NA,3,NA,2
2123870,502,NA,3,NA,3,NA,2,NA,1,NA,2,NA,2
2123871,374,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2
2123872,366,NA,3,NA,3,NA,3,NA,1,NA,2,NA,3
2123873,304,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2123874,318,NA,2,NA,3,NA,2,NA,2,NA,1,NA,2
2123901,567,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
2123902,548,NA,2,NA,1,NA,1,NA,3,NA,3,NA,3
2123903,441,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
2123904,288,NA,1,NA,2,NA,3,NA,2,NA,2,NA,2
2123905,338,NA,3,NA,3,NA,3,NA,1,NA,3,NA,3
2123906,537,NA,3,NA,2,NA,2,NA,1,NA,1,NA,2
2123907,519,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
2123908,370,NA,2,NA,3,NA,2,NA,1,NA,2,NA,2
2123909,655,NA,3,NA,1,NA,2,NA,2,NA,1,NA,1
2123910,420,NA,2,NA,2,NA,2,NA,1,NA,3,NA,2
2123911,405,NA,3,NA,3,NA,1,NA,2,NA,3,NA,2
2123912,367,NA,2,NA,3,NA,1,NA,1,NA,2,NA,3
2123913,329,NA,1,NA,2,NA,2,NA,2,NA,3,NA,2
