"SA1","Population","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
2124024,191,NA,1,NA,3,NA,3,NA,3,NA,2,NA,3
2124025,280,NA,1,NA,1,NA,2,NA,3,NA,1,NA,2
2124026,598,NA,3,NA,1,NA,2,NA,3,NA,2,NA,2
2124027,375,NA,2,NA,2,NA,1,NA,3,NA,1,NA,2
2124028,278,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2124029,359,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2124030,350,NA,1,NA,2,NA,2,NA,3,NA,2,NA,3
2124031,365,NA,2,NA,2,NA,1,NA,3,NA,2,NA,3
2124032,209,NA,1,NA,2,NA,1,NA,3,NA,2,NA,3
2124101,484,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3
2124102,508,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2124103,455,NA,1,NA,1,NA,1,NA,3,NA,3,NA,2
2124104,467,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2124106,917,NA,2,NA,1,NA,3,NA,3,NA,2,NA,3
2124107,308,NA,1,NA,2,NA,2,NA,3,NA,1,NA,3
2124108,436,NA,1,NA,1,NA,2,NA,3,NA,1,NA,3
2124109,466,NA,2,NA,1,NA,2,NA,3,NA,1,NA,3
2124110,349,NA,1,NA,1,NA,2,NA,3,NA,2,NA,2
2124111,402,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2124112,549,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2124113,312,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
2124114,327,NA,1,NA,2,NA,1,NA,3,NA,1,NA,3
2124115,478,NA,1,NA,1,NA,1,NA,3,NA,2,NA,2
2124116,368,NA,1,NA,2,NA,3,NA,3,NA,2,NA,3
2124117,300,NA,1,NA,2,NA,3,NA,3,NA,2,NA,2
2124118,434,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2124119,508,NA,2,NA,1,NA,1,NA,3,NA,2,NA,3
2124120,329,NA,1,NA,1,NA,2,NA,3,NA,1,NA,2
2124121,562,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2124122,531,NA,2,NA,1,NA,2,NA,3,NA,2,NA,2
2124123,272,NA,1,NA,1,NA,1,NA,3,NA,1,NA,3
2124124,496,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3
2124125,488,NA,2,NA,1,NA,2,NA,3,NA,1,NA,3
2124126,466,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2124127,602,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3
2124128,509,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3
2124129,355,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2124130,455,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2124132,588,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2124134,318,NA,1,NA,1,NA,3,NA,3,NA,1,NA,2
2124135,452,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
2124136,570,NA,2,NA,1,NA,2,NA,3,NA,1,NA,2
2124137,403,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2124138,252,NA,1,NA,1,NA,1,NA,3,NA,2,NA,1
2124139,398,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2124140,953,NA,3,NA,1,NA,3,NA,3,NA,1,NA,3
2124141,300,NA,1,NA,2,NA,1,NA,3,NA,1,NA,2
2124142,369,NA,1,NA,1,NA,1,NA,3,NA,2,NA,2
2124143,341,NA,1,NA,2,NA,1,NA,3,NA,2,NA,2
2124144,391,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2124145,687,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2124146,566,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2124147,179,NA,1,NA,3,NA,1,NA,2,NA,1,NA,3
2124148,410,NA,2,NA,2,NA,1,NA,2,NA,2,NA,2
2124149,211,NA,1,NA,2,NA,1,NA,3,NA,2,NA,1
2124150,308,NA,1,NA,2,NA,1,NA,3,NA,2,NA,2
2124151,956,NA,3,NA,1,NA,3,NA,3,NA,2,NA,3
2124152,345,NA,1,NA,1,NA,3,NA,3,NA,2,NA,3
2124153,490,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3
2124154,591,NA,2,NA,1,NA,3,NA,3,NA,2,NA,3
2124155,408,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2124156,250,NA,1,NA,3,NA,3,NA,3,NA,3,NA,3
2124157,571,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3
2124158,286,NA,1,NA,2,NA,1,NA,3,NA,3,NA,3
2124159,305,NA,1,NA,2,NA,2,NA,3,NA,2,NA,3
2124160,595,NA,2,NA,1,NA,3,NA,3,NA,3,NA,3
2124161,326,NA,1,NA,2,NA,1,NA,3,NA,3,NA,3
2124162,714,NA,3,NA,1,NA,3,NA,3,NA,2,NA,3
2124201,558,NA,3,NA,3,NA,2,NA,2,NA,1,NA,2
2124202,459,NA,3,NA,2,NA,1,NA,1,NA,1,NA,2
2124203,563,NA,3,NA,3,NA,1,NA,2,NA,1,NA,2
2124204,615,NA,3,NA,2,NA,2,NA,1,NA,1,NA,2
2124205,704,NA,3,NA,2,NA,2,NA,1,NA,1,NA,2
2124206,580,NA,3,NA,3,NA,2,NA,1,NA,1,NA,1
2124207,491,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2124208,642,NA,3,NA,2,NA,2,NA,1,NA,1,NA,1
2124209,524,NA,3,NA,2,NA,2,NA,1,NA,1,NA,1
2124210,495,NA,3,NA,2,NA,2,NA,1,NA,1,NA,1
2124211,428,NA,3,NA,3,NA,1,NA,1,NA,1,NA,3
2124212,903,NA,3,NA,2,NA,3,NA,1,NA,1,NA,2
2124213,611,NA,3,NA,2,NA,3,NA,1,NA,1,NA,2
2124214,368,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2124215,744,NA,3,NA,2,NA,3,NA,1,NA,1,NA,3
2124216,321,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
2124217,298,NA,2,NA,3,NA,3,NA,1,NA,1,NA,2
2124218,688,NA,3,NA,2,NA,2,NA,1,NA,1,NA,2
2124219,402,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
2124220,463,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2124221,321,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124222,497,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2124223,193,NA,1,NA,3,NA,3,NA,1,NA,1,NA,1
2124224,494,NA,3,NA,2,NA,2,NA,1,NA,1,NA,2
2124225,670,NA,3,NA,1,NA,2,NA,1,NA,1,NA,1
2124226,NA,NA,1,NA,3,NA,3,NA,NA,NA,1,NA,1
2124227,273,NA,2,NA,3,NA,3,NA,1,NA,1,NA,3
2124301,402,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2124302,235,NA,1,NA,3,NA,1,NA,2,NA,1,NA,1
2124303,18,NA,1,NA,3,NA,1,NA,2,NA,NA,NA,1
2124304,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2124305,220,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
2124306,461,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2124307,240,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
2124308,241,NA,1,NA,3,NA,2,NA,1,NA,1,NA,2
2124309,352,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2124310,410,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2124311,319,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1
2124312,565,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124313,229,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
2124314,653,NA,3,NA,2,NA,3,NA,1,NA,1,NA,1
2124315,307,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2124316,226,NA,1,NA,3,NA,2,NA,1,NA,1,NA,2
2124317,483,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124318,552,NA,2,NA,1,NA,1,NA,1,NA,1,NA,1
2124319,414,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2124320,703,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124321,529,NA,3,NA,2,NA,1,NA,1,NA,1,NA,2
2124322,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
2124323,477,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124324,325,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
2124325,324,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1
2124326,371,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124327,581,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124328,432,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124329,481,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124330,337,NA,1,NA,2,NA,2,NA,1,NA,1,NA,2
2124331,282,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
2124332,227,NA,1,NA,3,NA,2,NA,1,NA,1,NA,2
2124333,540,NA,3,NA,2,NA,2,NA,1,NA,1,NA,1
2124334,365,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2124335,442,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2124336,557,NA,3,NA,2,NA,2,NA,1,NA,1,NA,1
2124337,350,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124338,247,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
2124339,376,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2124340,464,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
2124341,430,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2124342,232,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2124343,429,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1
2124344,292,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
2124501,492,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2
2124502,392,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2124503,286,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
2124504,299,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
2124505,397,NA,3,NA,3,NA,1,NA,2,NA,1,NA,2
2124506,386,NA,3,NA,3,NA,1,NA,2,NA,1,NA,2
2124507,345,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
2124508,470,NA,3,NA,3,NA,1,NA,2,NA,1,NA,2
2124509,233,NA,1,NA,3,NA,1,NA,1,NA,1,NA,3
2124510,346,NA,1,NA,2,NA,2,NA,3,NA,2,NA,2
2124511,275,NA,1,NA,2,NA,1,NA,3,NA,1,NA,3
2124512,314,NA,1,NA,2,NA,2,NA,3,NA,3,NA,3
2124513,423,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2
2124514,594,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
2124515,421,NA,3,NA,3,NA,1,NA,2,NA,1,NA,3
2124516,282,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
2124517,303,NA,2,NA,3,NA,1,NA,2,NA,1,NA,2
2124518,432,NA,3,NA,3,NA,1,NA,2,NA,1,NA,2
2124519,360,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
2124520,221,NA,2,NA,3,NA,2,NA,1,NA,1,NA,2
2124521,240,NA,1,NA,3,NA,1,NA,2,NA,1,NA,2
2124522,203,NA,1,NA,3,NA,1,NA,2,NA,1,NA,2
2124523,583,NA,3,NA,1,NA,2,NA,2,NA,1,NA,2
2124524,379,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
2124525,303,NA,1,NA,3,NA,2,NA,2,NA,1,NA,2
2124526,538,NA,3,NA,2,NA,1,NA,2,NA,2,NA,2
2124527,235,NA,1,NA,3,NA,1,NA,1,NA,1,NA,2
2124528,588,NA,3,NA,2,NA,1,NA,2,NA,2,NA,2
2124529,350,NA,1,NA,1,NA,1,NA,2,NA,1,NA,3
2124530,818,NA,3,NA,1,NA,2,NA,1,NA,3,NA,2
2124531,580,NA,3,NA,2,NA,1,NA,2,NA,1,NA,1
2124532,481,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124533,309,NA,2,NA,3,NA,1,NA,1,NA,2,NA,3
2124534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2124535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2124536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2124537,NA,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA
2124538,557,NA,3,NA,2,NA,3,NA,1,NA,1,NA,2
2124539,442,NA,2,NA,2,NA,1,NA,2,NA,2,NA,3
2124540,482,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2
2124541,484,NA,1,NA,1,NA,1,NA,3,NA,2,NA,2
2124542,558,NA,3,NA,2,NA,1,NA,2,NA,2,NA,3
2124543,504,NA,3,NA,3,NA,1,NA,2,NA,3,NA,2
2124544,199,NA,1,NA,3,NA,1,NA,2,NA,2,NA,3
2124545,271,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
2124546,530,NA,3,NA,2,NA,1,NA,2,NA,2,NA,2
2124547,277,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1
2124548,402,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
2124601,540,NA,3,NA,2,NA,1,NA,1,NA,2,NA,3
2124602,559,NA,2,NA,1,NA,1,NA,1,NA,3,NA,2
2124603,391,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2
2124604,349,NA,2,NA,3,NA,1,NA,1,NA,2,NA,3
2124605,359,NA,2,NA,3,NA,1,NA,1,NA,3,NA,2
2124606,474,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2
2124607,347,NA,2,NA,3,NA,1,NA,1,NA,2,NA,2
2124608,278,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
2124609,427,NA,2,NA,1,NA,1,NA,1,NA,2,NA,3
2124610,476,NA,3,NA,2,NA,1,NA,2,NA,3,NA,2
2124611,447,NA,2,NA,2,NA,1,NA,1,NA,2,NA,3
2124612,423,NA,2,NA,2,NA,1,NA,1,NA,3,NA,2
2124613,261,NA,1,NA,3,NA,1,NA,1,NA,3,NA,3
2124614,487,NA,2,NA,1,NA,1,NA,1,NA,3,NA,2
2124615,521,NA,3,NA,2,NA,1,NA,1,NA,3,NA,2
2124616,348,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
2124617,557,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2
2124618,323,NA,2,NA,3,NA,1,NA,1,NA,3,NA,2
2124619,352,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2
2124620,370,NA,1,NA,1,NA,1,NA,3,NA,2,NA,2
2124621,307,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
2124622,235,NA,1,NA,2,NA,1,NA,2,NA,1,NA,2
2124624,306,NA,1,NA,2,NA,1,NA,2,NA,3,NA,2
2124625,713,NA,3,NA,1,NA,1,NA,1,NA,3,NA,1
2124627,398,NA,2,NA,3,NA,1,NA,1,NA,3,NA,2
2124628,386,NA,2,NA,3,NA,1,NA,1,NA,3,NA,2
2124629,279,NA,1,NA,3,NA,1,NA,1,NA,2,NA,2
2124630,3495,NA,3,NA,1,NA,3,NA,1,NA,2,NA,2
2124631,419,NA,2,NA,2,NA,1,NA,1,NA,3,NA,2
2124633,959,NA,3,NA,1,NA,2,NA,1,NA,3,NA,2
2124634,492,NA,3,NA,3,NA,1,NA,1,NA,3,NA,1
2124701,562,NA,3,NA,2,NA,2,NA,1,NA,1,NA,1
2124702,417,NA,3,NA,3,NA,2,NA,1,NA,1,NA,1
2124703,539,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124704,615,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124705,455,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2124706,586,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124707,337,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2124708,538,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124709,472,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124710,468,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124711,513,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2124712,439,NA,2,NA,2,NA,1,NA,1,NA,1,NA,2
2124713,558,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124714,595,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124715,581,NA,3,NA,2,NA,2,NA,1,NA,1,NA,1
2124716,498,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2124717,503,NA,3,NA,3,NA,2,NA,1,NA,1,NA,1
2124718,477,NA,3,NA,2,NA,2,NA,1,NA,1,NA,2
2124719,398,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124720,481,NA,3,NA,3,NA,2,NA,1,NA,1,NA,1
2124721,528,NA,3,NA,2,NA,1,NA,1,NA,1,NA,2
2124722,566,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124723,611,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124724,659,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124725,634,NA,3,NA,2,NA,1,NA,1,NA,1,NA,2
2124726,489,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
2124727,443,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124728,447,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124729,216,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
2124730,223,NA,1,NA,3,NA,1,NA,1,NA,1,NA,2
2124801,184,NA,1,NA,3,NA,1,NA,3,NA,1,NA,3
2124901,502,NA,3,NA,3,NA,1,NA,1,NA,2,NA,2
2124902,451,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2124903,671,NA,3,NA,2,NA,1,NA,1,NA,1,NA,1
2124904,572,NA,2,NA,1,NA,1,NA,1,NA,1,NA,1
2124905,453,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2124906,451,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2124907,670,NA,3,NA,1,NA,1,NA,1,NA,1,NA,1
2124909,1513,NA,3,NA,1,NA,3,NA,1,NA,1,NA,2
2124910,396,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124911,504,NA,3,NA,2,NA,2,NA,1,NA,1,NA,2
2124913,495,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2124914,376,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2124915,409,NA,2,NA,3,NA,2,NA,1,NA,1,NA,2
2124916,458,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2124917,285,NA,2,NA,3,NA,3,NA,1,NA,1,NA,1
2124918,853,NA,3,NA,2,NA,3,NA,1,NA,1,NA,2
2124919,305,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2124920,565,NA,3,NA,2,NA,2,NA,1,NA,1,NA,1
2124921,529,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2124922,401,NA,3,NA,3,NA,1,NA,1,NA,2,NA,1
2124923,467,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2124924,389,NA,3,NA,3,NA,1,NA,1,NA,2,NA,3
2124925,515,NA,3,NA,2,NA,3,NA,1,NA,1,NA,1
2124926,626,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124927,419,NA,2,NA,2,NA,1,NA,1,NA,1,NA,2
2124928,590,NA,3,NA,2,NA,2,NA,1,NA,1,NA,1
2124929,395,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2124930,295,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2124931,312,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2124932,467,NA,2,NA,2,NA,1,NA,1,NA,2,NA,1
2124933,582,NA,3,NA,1,NA,1,NA,1,NA,2,NA,1
2124934,469,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2124935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2124936,320,NA,2,NA,3,NA,2,NA,1,NA,1,NA,2
2124937,308,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2124938,356,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2124939,440,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2124940,411,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2124941,379,NA,3,NA,3,NA,1,NA,1,NA,2,NA,2
2124942,327,NA,2,NA,3,NA,2,NA,1,NA,1,NA,2
2124943,493,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2124944,502,NA,3,NA,3,NA,2,NA,1,NA,1,NA,1
2124945,417,NA,3,NA,3,NA,2,NA,1,NA,1,NA,1
2124946,223,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2124947,361,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2124949,885,NA,3,NA,1,NA,2,NA,1,NA,1,NA,2
2125001,455,NA,2,NA,2,NA,2,NA,3,NA,1,NA,3
2125002,366,NA,2,NA,2,NA,1,NA,2,NA,2,NA,2
2125003,529,NA,3,NA,2,NA,3,NA,2,NA,1,NA,2
2125004,538,NA,3,NA,2,NA,3,NA,2,NA,1,NA,3
2125005,427,NA,3,NA,3,NA,2,NA,2,NA,1,NA,2
2125006,380,NA,2,NA,2,NA,1,NA,2,NA,1,NA,2
2125007,558,NA,3,NA,2,NA,2,NA,2,NA,1,NA,2
2125008,NA,NA,1,NA,3,NA,1,NA,3,NA,NA,NA,1
2125009,484,NA,3,NA,2,NA,1,NA,1,NA,2,NA,2
2125010,439,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2
2125011,413,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2125012,266,NA,2,NA,3,NA,1,NA,2,NA,1,NA,3
2125013,315,NA,2,NA,3,NA,1,NA,2,NA,1,NA,2
2125014,399,NA,3,NA,3,NA,2,NA,2,NA,2,NA,3
2125015,199,NA,2,NA,3,NA,2,NA,1,NA,1,NA,1
2125016,275,NA,2,NA,3,NA,2,NA,2,NA,1,NA,2
2125017,39,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
2125018,358,NA,3,NA,3,NA,3,NA,2,NA,1,NA,3
2125019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2144101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2144102,366,NA,3,NA,3,NA,2,NA,1,NA,1,NA,3
2144103,301,NA,3,NA,3,NA,2,NA,2,NA,1,NA,2
2144104,521,NA,3,NA,2,NA,2,NA,2,NA,1,NA,3
2144105,238,NA,2,NA,3,NA,1,NA,3,NA,2,NA,2
2144106,480,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
2144107,338,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
2144108,360,NA,3,NA,3,NA,1,NA,1,NA,1,NA,1
2144109,409,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2144110,313,NA,3,NA,3,NA,2,NA,2,NA,1,NA,2
2144111,571,NA,3,NA,2,NA,2,NA,1,NA,1,NA,3
2144112,530,NA,3,NA,2,NA,1,NA,2,NA,1,NA,2
2144113,391,NA,2,NA,2,NA,2,NA,2,NA,1,NA,2
2144114,403,NA,2,NA,3,NA,2,NA,2,NA,1,NA,2
2144115,369,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
2144116,333,NA,3,NA,3,NA,2,NA,2,NA,1,NA,3
2144117,262,NA,2,NA,3,NA,2,NA,2,NA,1,NA,2
2144118,604,NA,3,NA,2,NA,1,NA,2,NA,2,NA,3
2144119,514,NA,3,NA,3,NA,2,NA,2,NA,1,NA,2
2144120,249,NA,2,NA,3,NA,1,NA,2,NA,1,NA,2
2144121,515,NA,3,NA,2,NA,2,NA,2,NA,1,NA,2
2144122,313,NA,2,NA,3,NA,1,NA,2,NA,1,NA,2
2144201,579,NA,3,NA,2,NA,2,NA,1,NA,2,NA,2
2144202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2144203,369,NA,2,NA,3,NA,3,NA,1,NA,1,NA,1
2144204,413,NA,3,NA,3,NA,1,NA,1,NA,2,NA,2
2144205,79,NA,1,NA,3,NA,1,NA,2,NA,1,NA,2
2144206,557,NA,3,NA,3,NA,3,NA,1,NA,1,NA,2
2144207,628,NA,3,NA,2,NA,1,NA,1,NA,3,NA,2
2144208,462,NA,3,NA,3,NA,2,NA,1,NA,1,NA,3
2144209,597,NA,3,NA,2,NA,2,NA,1,NA,1,NA,2
2144210,279,NA,2,NA,3,NA,2,NA,1,NA,1,NA,3
2144211,414,NA,3,NA,3,NA,3,NA,1,NA,2,NA,1
2144212,648,NA,3,NA,1,NA,1,NA,2,NA,3,NA,2
2144213,512,NA,3,NA,3,NA,2,NA,1,NA,2,NA,2
2144214,460,NA,3,NA,3,NA,3,NA,1,NA,1,NA,2
2144215,321,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2144216,361,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2144217,313,NA,2,NA,3,NA,1,NA,1,NA,2,NA,2
2144218,413,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2144219,606,NA,3,NA,3,NA,2,NA,1,NA,2,NA,3
2144220,416,NA,3,NA,3,NA,2,NA,1,NA,3,NA,3
2144221,355,NA,2,NA,3,NA,3,NA,1,NA,2,NA,2
2144222,250,NA,2,NA,3,NA,1,NA,1,NA,2,NA,3
2144223,493,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2144224,364,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2144225,503,NA,3,NA,3,NA,3,NA,1,NA,2,NA,1
2144226,750,NA,3,NA,2,NA,3,NA,1,NA,2,NA,1
2144227,376,NA,3,NA,3,NA,2,NA,1,NA,3,NA,2
2144301,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
2144302,1703,NA,3,NA,1,NA,3,NA,1,NA,1,NA,1
2144303,456,NA,3,NA,2,NA,2,NA,3,NA,1,NA,2
2144304,436,NA,3,NA,3,NA,1,NA,1,NA,2,NA,2
2144305,399,NA,2,NA,3,NA,1,NA,2,NA,1,NA,2
2144306,261,NA,2,NA,3,NA,1,NA,1,NA,2,NA,2
2144307,301,NA,3,NA,3,NA,2,NA,2,NA,1,NA,3
2144308,245,NA,2,NA,3,NA,1,NA,2,NA,1,NA,3
2144309,654,NA,3,NA,2,NA,3,NA,1,NA,2,NA,3
2144310,485,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2144311,323,NA,3,NA,3,NA,2,NA,1,NA,2,NA,2
2144312,474,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2
2144313,356,NA,2,NA,3,NA,1,NA,1,NA,2,NA,3
2144314,567,NA,3,NA,2,NA,1,NA,1,NA,2,NA,2
2144315,313,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
2144316,364,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
2144317,291,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
2144318,526,NA,3,NA,2,NA,1,NA,2,NA,2,NA,2
2144319,384,NA,2,NA,2,NA,1,NA,2,NA,2,NA,3
2144320,363,NA,3,NA,3,NA,2,NA,2,NA,1,NA,2
