"SA1","Population","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
2119335,535,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2119336,569,NA,3,NA,1,NA,3,NA,3,NA,3,NA,3
2119337,409,NA,1,NA,1,NA,2,NA,3,NA,2,NA,2
2119338,452,NA,2,NA,2,NA,3,NA,2,NA,2,NA,3
2119339,484,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2119340,464,NA,2,NA,2,NA,2,NA,3,NA,3,NA,2
2119341,346,NA,1,NA,2,NA,1,NA,3,NA,2,NA,3
2119342,567,NA,3,NA,2,NA,1,NA,3,NA,3,NA,3
2119343,522,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2119401,467,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
2119402,541,NA,3,NA,2,NA,3,NA,2,NA,3,NA,1
2119403,421,NA,2,NA,2,NA,3,NA,2,NA,2,NA,1
2119404,448,NA,2,NA,2,NA,3,NA,2,NA,3,NA,1
2119405,399,NA,2,NA,2,NA,3,NA,2,NA,2,NA,1
2119406,273,NA,1,NA,3,NA,3,NA,2,NA,1,NA,1
2119407,242,NA,1,NA,3,NA,3,NA,2,NA,2,NA,1
2119408,307,NA,1,NA,3,NA,3,NA,3,NA,2,NA,1
2119409,391,NA,1,NA,1,NA,2,NA,2,NA,3,NA,1
2119410,437,NA,2,NA,2,NA,3,NA,2,NA,3,NA,1
2119411,643,NA,3,NA,2,NA,3,NA,2,NA,1,NA,1
2119412,290,NA,1,NA,3,NA,2,NA,3,NA,1,NA,1
2119413,377,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
2119414,318,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
2119415,407,NA,1,NA,2,NA,3,NA,3,NA,2,NA,1
2119416,435,NA,1,NA,1,NA,3,NA,3,NA,3,NA,1
2119417,388,NA,1,NA,2,NA,1,NA,3,NA,2,NA,1
2119418,420,NA,3,NA,3,NA,3,NA,2,NA,3,NA,1
2119419,641,NA,3,NA,2,NA,3,NA,2,NA,2,NA,1
2119420,283,NA,1,NA,2,NA,3,NA,3,NA,1,NA,1
2119421,336,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
2119422,667,NA,3,NA,1,NA,3,NA,3,NA,1,NA,1
2119423,444,NA,1,NA,1,NA,3,NA,3,NA,2,NA,1
2119424,429,NA,2,NA,1,NA,3,NA,2,NA,2,NA,1
2119425,584,NA,2,NA,1,NA,2,NA,3,NA,2,NA,1
2119426,435,NA,2,NA,2,NA,3,NA,3,NA,2,NA,1
2119427,259,NA,1,NA,3,NA,2,NA,3,NA,1,NA,1
2119428,313,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
2119429,313,NA,1,NA,2,NA,2,NA,3,NA,2,NA,3
2119430,358,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1
2119431,485,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
2119432,476,NA,3,NA,2,NA,3,NA,3,NA,2,NA,1
2119433,375,NA,1,NA,2,NA,3,NA,2,NA,2,NA,1
2119434,497,NA,2,NA,2,NA,3,NA,2,NA,2,NA,1
2119435,575,NA,3,NA,1,NA,3,NA,2,NA,1,NA,1
2119436,406,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
2119437,198,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
2119438,551,NA,2,NA,1,NA,3,NA,3,NA,1,NA,1
2119439,358,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
2119440,573,NA,3,NA,2,NA,3,NA,3,NA,3,NA,1
2119441,256,NA,1,NA,2,NA,2,NA,3,NA,2,NA,1
2119442,355,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
2119443,675,NA,2,NA,1,NA,3,NA,2,NA,3,NA,1
2119444,426,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
2119445,281,NA,1,NA,2,NA,3,NA,2,NA,2,NA,1
2119446,378,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
2119447,261,NA,1,NA,3,NA,3,NA,3,NA,1,NA,1
2119448,273,NA,2,NA,3,NA,3,NA,2,NA,2,NA,1
2119449,385,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
2119501,606,NA,2,NA,1,NA,3,NA,3,NA,3,NA,1
2119502,378,NA,2,NA,3,NA,3,NA,3,NA,2,NA,1
2119503,248,NA,1,NA,2,NA,1,NA,3,NA,2,NA,1
2119504,402,NA,2,NA,2,NA,2,NA,3,NA,3,NA,1
2119505,580,NA,2,NA,1,NA,2,NA,3,NA,3,NA,1
2119506,362,NA,1,NA,2,NA,1,NA,2,NA,3,NA,1
2119507,516,NA,1,NA,1,NA,1,NA,3,NA,3,NA,2
2119508,362,NA,1,NA,2,NA,2,NA,3,NA,3,NA,2
2119509,532,NA,2,NA,2,NA,2,NA,3,NA,2,NA,1
2119510,481,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
2119511,521,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
2119512,427,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
2119513,671,NA,3,NA,1,NA,2,NA,3,NA,1,NA,1
2119514,780,NA,3,NA,1,NA,3,NA,2,NA,3,NA,1
2119515,691,NA,3,NA,1,NA,3,NA,1,NA,3,NA,1
2119516,673,NA,3,NA,1,NA,3,NA,1,NA,3,NA,1
2119517,315,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
2119518,502,NA,2,NA,1,NA,2,NA,2,NA,3,NA,1
2119519,362,NA,1,NA,1,NA,3,NA,2,NA,3,NA,1
2119520,607,NA,3,NA,2,NA,2,NA,3,NA,3,NA,1
2119521,443,NA,1,NA,1,NA,2,NA,2,NA,3,NA,1
2119522,468,NA,2,NA,2,NA,2,NA,2,NA,3,NA,1
2119523,319,NA,2,NA,3,NA,2,NA,2,NA,3,NA,1
2119525,369,NA,1,NA,2,NA,3,NA,2,NA,3,NA,1
2119526,349,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
2119527,436,NA,2,NA,2,NA,3,NA,2,NA,2,NA,1
2119528,300,NA,2,NA,3,NA,3,NA,2,NA,3,NA,1
2119529,295,NA,1,NA,3,NA,2,NA,3,NA,1,NA,1
2119530,468,NA,1,NA,1,NA,2,NA,3,NA,3,NA,1
2119531,454,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2
2119532,480,NA,2,NA,2,NA,3,NA,2,NA,3,NA,1
2119533,600,NA,2,NA,1,NA,3,NA,3,NA,1,NA,1
2119534,458,NA,2,NA,2,NA,3,NA,3,NA,2,NA,1
2119535,524,NA,3,NA,2,NA,3,NA,1,NA,1,NA,1
2119536,336,NA,3,NA,3,NA,3,NA,2,NA,3,NA,2
2119537,498,NA,2,NA,2,NA,3,NA,1,NA,3,NA,1
2119538,382,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
2119539,304,NA,1,NA,3,NA,2,NA,3,NA,2,NA,1
2119540,536,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
2119541,411,NA,1,NA,1,NA,2,NA,3,NA,1,NA,1
2119542,425,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
2119543,442,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
2119544,463,NA,2,NA,2,NA,1,NA,2,NA,3,NA,1
2119545,232,NA,1,NA,3,NA,1,NA,3,NA,3,NA,1
2119546,268,NA,1,NA,3,NA,1,NA,2,NA,3,NA,1
2119547,173,NA,1,NA,3,NA,2,NA,3,NA,1,NA,1
2119548,238,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
2119549,256,NA,1,NA,2,NA,3,NA,3,NA,2,NA,1
2119550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2119551,378,NA,1,NA,2,NA,2,NA,2,NA,3,NA,1
2119601,465,NA,2,NA,1,NA,2,NA,3,NA,1,NA,3
2119602,396,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3
2119603,226,NA,1,NA,3,NA,1,NA,3,NA,2,NA,2
2119604,461,NA,3,NA,3,NA,3,NA,2,NA,2,NA,2
2119605,502,NA,3,NA,2,NA,2,NA,2,NA,1,NA,3
2119606,447,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2119607,450,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
2119608,541,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
2119609,348,NA,1,NA,2,NA,1,NA,2,NA,1,NA,2
2119610,406,NA,2,NA,2,NA,1,NA,3,NA,3,NA,3
2119612,533,NA,2,NA,1,NA,1,NA,2,NA,3,NA,2
2119613,629,NA,2,NA,1,NA,1,NA,2,NA,2,NA,3
2119614,346,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2119615,418,NA,2,NA,2,NA,3,NA,1,NA,1,NA,2
2119616,358,NA,1,NA,1,NA,3,NA,2,NA,1,NA,2
2119617,510,NA,1,NA,1,NA,2,NA,2,NA,2,NA,3
2119618,418,NA,2,NA,2,NA,3,NA,2,NA,2,NA,3
2119619,376,NA,2,NA,2,NA,1,NA,3,NA,2,NA,3
2119620,273,NA,1,NA,2,NA,1,NA,3,NA,2,NA,3
2119621,307,NA,1,NA,2,NA,1,NA,3,NA,3,NA,3
2119622,374,NA,2,NA,2,NA,1,NA,3,NA,2,NA,3
2119623,389,NA,2,NA,2,NA,1,NA,1,NA,3,NA,1
2119624,713,NA,3,NA,2,NA,1,NA,1,NA,3,NA,1
2119701,519,NA,2,NA,2,NA,1,NA,2,NA,3,NA,2
2119702,380,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
2119703,555,NA,2,NA,1,NA,1,NA,3,NA,3,NA,3
2119704,506,NA,2,NA,1,NA,1,NA,3,NA,3,NA,3
2119705,696,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2119706,428,NA,2,NA,2,NA,1,NA,3,NA,3,NA,3
2119707,351,NA,2,NA,3,NA,1,NA,3,NA,3,NA,2
2119708,260,NA,1,NA,2,NA,1,NA,3,NA,2,NA,2
2119709,365,NA,1,NA,2,NA,1,NA,3,NA,2,NA,3
2119710,532,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2119711,380,NA,1,NA,2,NA,1,NA,3,NA,3,NA,3
2119712,422,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3
2119713,337,NA,1,NA,2,NA,1,NA,3,NA,2,NA,3
2119714,419,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2119715,649,NA,3,NA,1,NA,2,NA,3,NA,3,NA,3
2119716,246,NA,1,NA,2,NA,1,NA,3,NA,1,NA,2
2119717,347,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
2119718,328,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
2119719,349,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2119720,443,NA,1,NA,1,NA,2,NA,3,NA,1,NA,2
2119721,430,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2119722,348,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2119723,457,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2119724,597,NA,3,NA,1,NA,1,NA,3,NA,3,NA,3
2119725,436,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2119726,430,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2119727,367,NA,1,NA,2,NA,2,NA,3,NA,3,NA,3
2119728,353,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2119729,347,NA,1,NA,2,NA,1,NA,3,NA,3,NA,3
2119730,453,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3
2119731,384,NA,1,NA,1,NA,3,NA,3,NA,1,NA,3
2119732,295,NA,1,NA,2,NA,1,NA,3,NA,3,NA,3
2119733,336,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2119734,282,NA,1,NA,2,NA,1,NA,3,NA,2,NA,2
2119735,332,NA,1,NA,2,NA,1,NA,3,NA,3,NA,2
2119736,261,NA,1,NA,2,NA,1,NA,3,NA,3,NA,2
2119737,288,NA,1,NA,3,NA,1,NA,3,NA,2,NA,3
2119738,269,NA,1,NA,1,NA,2,NA,3,NA,1,NA,3
2119739,422,NA,1,NA,1,NA,3,NA,3,NA,3,NA,3
2119740,572,NA,2,NA,1,NA,3,NA,3,NA,2,NA,3
2119741,348,NA,2,NA,3,NA,3,NA,3,NA,2,NA,3
2119742,255,NA,1,NA,3,NA,2,NA,3,NA,1,NA,3
2119743,499,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2119744,360,NA,1,NA,2,NA,1,NA,3,NA,3,NA,3
2119745,331,NA,1,NA,2,NA,1,NA,3,NA,2,NA,3
2119746,306,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2119747,305,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2119748,195,NA,1,NA,3,NA,1,NA,2,NA,3,NA,3
2119749,346,NA,2,NA,2,NA,1,NA,3,NA,3,NA,3
2119750,413,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
2119751,412,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2119752,206,NA,1,NA,2,NA,1,NA,3,NA,3,NA,2
2119753,320,NA,1,NA,2,NA,1,NA,3,NA,3,NA,3
2119801,382,NA,1,NA,1,NA,1,NA,3,NA,3,NA,2
2119802,296,NA,2,NA,3,NA,3,NA,2,NA,2,NA,1
2119803,578,NA,2,NA,1,NA,3,NA,3,NA,3,NA,2
2119804,430,NA,2,NA,2,NA,1,NA,2,NA,2,NA,1
2119805,405,NA,2,NA,2,NA,3,NA,2,NA,2,NA,1
2119806,401,NA,1,NA,1,NA,2,NA,3,NA,3,NA,1
2119807,558,NA,2,NA,1,NA,2,NA,3,NA,2,NA,2
2119808,536,NA,2,NA,1,NA,3,NA,2,NA,3,NA,1
2119809,276,NA,1,NA,3,NA,3,NA,2,NA,3,NA,1
2119810,653,NA,3,NA,3,NA,3,NA,1,NA,2,NA,1
2119811,393,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2119812,285,NA,1,NA,2,NA,1,NA,3,NA,3,NA,3
2119813,452,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
2119814,711,NA,3,NA,2,NA,3,NA,2,NA,2,NA,1
2119815,479,NA,1,NA,1,NA,1,NA,2,NA,2,NA,3
2119816,372,NA,2,NA,2,NA,1,NA,3,NA,3,NA,2
2119817,498,NA,3,NA,2,NA,2,NA,3,NA,3,NA,2
2119818,527,NA,2,NA,2,NA,1,NA,2,NA,3,NA,2
2119819,378,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
2119820,406,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
2119821,456,NA,2,NA,2,NA,1,NA,3,NA,3,NA,2
2119822,477,NA,2,NA,1,NA,2,NA,3,NA,1,NA,3
2119823,549,NA,2,NA,1,NA,1,NA,3,NA,3,NA,2
2119824,381,NA,1,NA,1,NA,1,NA,3,NA,3,NA,2
2119825,411,NA,2,NA,3,NA,1,NA,3,NA,3,NA,2
2119826,475,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
2119827,653,NA,3,NA,1,NA,3,NA,3,NA,3,NA,2
2119828,500,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
2119829,439,NA,2,NA,2,NA,3,NA,3,NA,3,NA,2
2119830,367,NA,2,NA,2,NA,1,NA,3,NA,1,NA,2
2119831,228,NA,1,NA,3,NA,1,NA,3,NA,2,NA,3
2119832,483,NA,1,NA,1,NA,1,NA,3,NA,3,NA,2
2119833,330,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
2119901,612,NA,3,NA,1,NA,1,NA,1,NA,1,NA,3
2119902,409,NA,2,NA,3,NA,2,NA,2,NA,1,NA,3
2119903,347,NA,2,NA,3,NA,2,NA,2,NA,1,NA,2
2119904,427,NA,3,NA,3,NA,3,NA,2,NA,1,NA,3
2119905,626,NA,3,NA,2,NA,3,NA,2,NA,1,NA,3
2119906,NA,NA,1,NA,3,NA,3,NA,NA,NA,NA,NA,1
2119907,524,NA,3,NA,3,NA,2,NA,2,NA,1,NA,2
2119908,406,NA,1,NA,1,NA,1,NA,1,NA,1,NA,3
2119909,508,NA,3,NA,2,NA,1,NA,1,NA,1,NA,2
2119910,414,NA,3,NA,3,NA,3,NA,2,NA,1,NA,2
2119911,642,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
2119912,428,NA,3,NA,3,NA,3,NA,2,NA,1,NA,3
2119913,617,NA,2,NA,1,NA,1,NA,2,NA,1,NA,3
2119914,473,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
2119915,363,NA,1,NA,2,NA,2,NA,2,NA,2,NA,3
2119916,538,NA,2,NA,1,NA,2,NA,2,NA,1,NA,2
2119917,305,NA,1,NA,2,NA,2,NA,3,NA,1,NA,3
2119918,415,NA,2,NA,2,NA,3,NA,2,NA,1,NA,1
2119919,568,NA,3,NA,2,NA,3,NA,2,NA,3,NA,2
2119920,598,NA,3,NA,1,NA,2,NA,2,NA,2,NA,3
2119921,469,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
2119922,381,NA,2,NA,3,NA,2,NA,3,NA,3,NA,2
2119923,398,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
2119924,377,NA,1,NA,1,NA,2,NA,2,NA,2,NA,3
2119925,439,NA,3,NA,3,NA,3,NA,2,NA,2,NA,3
2119926,488,NA,2,NA,1,NA,3,NA,2,NA,3,NA,1
2119927,375,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
2119928,434,NA,2,NA,2,NA,3,NA,2,NA,3,NA,3
2119929,334,NA,1,NA,2,NA,3,NA,2,NA,2,NA,3
2119930,414,NA,3,NA,3,NA,3,NA,2,NA,3,NA,2
2119931,388,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
2119932,428,NA,2,NA,2,NA,3,NA,2,NA,1,NA,3
2120001,265,NA,1,NA,3,NA,2,NA,3,NA,3,NA,2
2120002,445,NA,1,NA,1,NA,2,NA,3,NA,2,NA,2
2120003,445,NA,2,NA,1,NA,1,NA,2,NA,3,NA,1
2120004,413,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
2120005,592,NA,2,NA,1,NA,2,NA,2,NA,3,NA,1
2120006,236,NA,1,NA,3,NA,1,NA,3,NA,2,NA,1
2120007,384,NA,1,NA,2,NA,2,NA,2,NA,2,NA,1
2120008,636,NA,3,NA,1,NA,3,NA,2,NA,3,NA,1
2120009,340,NA,1,NA,2,NA,3,NA,3,NA,3,NA,1
2120010,396,NA,2,NA,2,NA,3,NA,2,NA,2,NA,1
2120011,548,NA,3,NA,2,NA,2,NA,2,NA,3,NA,1
2120012,489,NA,2,NA,2,NA,3,NA,3,NA,3,NA,2
2120013,400,NA,2,NA,2,NA,3,NA,2,NA,3,NA,2
2120014,570,NA,3,NA,2,NA,3,NA,2,NA,3,NA,2
2120015,439,NA,2,NA,2,NA,3,NA,2,NA,3,NA,1
2120016,399,NA,1,NA,1,NA,3,NA,3,NA,3,NA,1
2120017,431,NA,2,NA,2,NA,2,NA,3,NA,3,NA,1
2120018,663,NA,3,NA,1,NA,2,NA,2,NA,3,NA,1
2120019,446,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1
2120020,509,NA,3,NA,3,NA,2,NA,2,NA,3,NA,1
2120021,333,NA,1,NA,2,NA,1,NA,2,NA,3,NA,1
2120022,456,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2
2120023,265,NA,1,NA,3,NA,2,NA,2,NA,3,NA,3
2120024,451,NA,2,NA,2,NA,2,NA,2,NA,3,NA,1
2120025,535,NA,3,NA,2,NA,3,NA,2,NA,3,NA,1
2120026,308,NA,2,NA,3,NA,2,NA,2,NA,3,NA,1
2120101,390,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2
2120102,518,NA,1,NA,1,NA,1,NA,2,NA,3,NA,1
2120103,574,NA,2,NA,1,NA,1,NA,2,NA,1,NA,1
2120104,376,NA,2,NA,2,NA,3,NA,2,NA,3,NA,2
2120105,426,NA,2,NA,2,NA,2,NA,2,NA,3,NA,1
2120106,438,NA,1,NA,1,NA,2,NA,2,NA,2,NA,1
2120107,386,NA,1,NA,2,NA,2,NA,3,NA,2,NA,1
2120108,279,NA,1,NA,3,NA,1,NA,3,NA,3,NA,1
2120109,484,NA,2,NA,1,NA,3,NA,3,NA,3,NA,1
2120110,486,NA,2,NA,1,NA,2,NA,2,NA,3,NA,1
2120111,391,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1
2120112,438,NA,2,NA,2,NA,1,NA,2,NA,2,NA,1
2120113,448,NA,2,NA,1,NA,1,NA,2,NA,3,NA,1
2120114,391,NA,1,NA,2,NA,3,NA,2,NA,3,NA,1
2120115,409,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
2120116,254,NA,1,NA,3,NA,1,NA,2,NA,1,NA,1
2120117,347,NA,1,NA,2,NA,1,NA,3,NA,3,NA,1
2120118,399,NA,2,NA,2,NA,1,NA,2,NA,2,NA,1
2120119,241,NA,1,NA,3,NA,2,NA,2,NA,1,NA,1
2120201,239,NA,1,NA,3,NA,1,NA,3,NA,3,NA,2
2120202,268,NA,1,NA,2,NA,2,NA,3,NA,3,NA,3
2120203,273,NA,1,NA,2,NA,1,NA,3,NA,2,NA,3
2120204,283,NA,1,NA,3,NA,1,NA,3,NA,3,NA,3
2120205,415,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3
2120206,631,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3
2120207,219,NA,1,NA,2,NA,1,NA,3,NA,2,NA,1
2120208,555,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2120209,520,NA,2,NA,1,NA,1,NA,3,NA,3,NA,3
2120210,492,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2120211,286,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2120212,424,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2120213,285,NA,1,NA,2,NA,1,NA,3,NA,3,NA,3
2120214,475,NA,1,NA,1,NA,3,NA,3,NA,1,NA,2
2120215,451,NA,2,NA,2,NA,3,NA,3,NA,2,NA,3
2120216,321,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2120217,352,NA,1,NA,2,NA,2,NA,3,NA,3,NA,3
2120218,502,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2120219,248,NA,1,NA,2,NA,2,NA,3,NA,2,NA,2
2120220,247,NA,1,NA,2,NA,2,NA,3,NA,1,NA,3
2120221,466,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2120222,497,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2120223,618,NA,2,NA,1,NA,3,NA,3,NA,2,NA,3
2120224,424,NA,1,NA,1,NA,3,NA,3,NA,2,NA,2
2120225,517,NA,1,NA,1,NA,1,NA,3,NA,2,NA,2
2120226,362,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2120227,485,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
2120228,281,NA,1,NA,2,NA,2,NA,3,NA,2,NA,3
2120229,434,NA,2,NA,1,NA,1,NA,3,NA,2,NA,3
2120230,581,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2120231,346,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2120232,464,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2120233,514,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2120234,255,NA,1,NA,2,NA,2,NA,3,NA,3,NA,3
2120235,365,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2120236,309,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2120237,302,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2120238,314,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2120239,330,NA,1,NA,1,NA,2,NA,3,NA,2,NA,3
2120240,491,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2120241,252,NA,1,NA,2,NA,1,NA,3,NA,3,NA,2
2120301,253,NA,1,NA,3,NA,1,NA,3,NA,2,NA,3
2120302,196,NA,1,NA,2,NA,1,NA,3,NA,2,NA,3
2120303,344,NA,1,NA,2,NA,2,NA,3,NA,2,NA,3
2120304,299,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
2120305,575,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
2120306,481,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
2120307,503,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2120308,558,NA,3,NA,2,NA,2,NA,3,NA,2,NA,3
2120309,403,NA,2,NA,3,NA,2,NA,3,NA,3,NA,3
2120310,454,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
2120311,374,NA,2,NA,3,NA,1,NA,2,NA,3,NA,2
2120312,559,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2120313,515,NA,3,NA,2,NA,2,NA,3,NA,2,NA,3
2120314,483,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3
2120315,426,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
2120316,434,NA,2,NA,1,NA,1,NA,2,NA,2,NA,3
2120317,376,NA,2,NA,2,NA,1,NA,3,NA,2,NA,2
2120318,307,NA,1,NA,1,NA,1,NA,3,NA,3,NA,1
2120319,567,NA,2,NA,1,NA,2,NA,3,NA,2,NA,2
2120320,449,NA,2,NA,2,NA,3,NA,3,NA,2,NA,3
2120321,626,NA,2,NA,1,NA,3,NA,3,NA,2,NA,3
2120322,297,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2120323,494,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
2120324,386,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
2120325,464,NA,2,NA,2,NA,3,NA,3,NA,1,NA,2
2120326,373,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3
2120327,396,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
2120328,361,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
2120329,456,NA,2,NA,2,NA,1,NA,3,NA,1,NA,3
2120330,377,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2120331,449,NA,2,NA,2,NA,1,NA,3,NA,3,NA,3
2120332,348,NA,1,NA,1,NA,1,NA,2,NA,2,NA,2
2120333,410,NA,2,NA,2,NA,1,NA,2,NA,2,NA,3
2120334,242,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
2120335,291,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
2120336,17,NA,1,NA,3,NA,3,NA,NA,NA,1,NA,1
2120337,501,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
2120338,600,NA,2,NA,1,NA,1,NA,3,NA,3,NA,3
2120339,420,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2120340,450,NA,3,NA,2,NA,1,NA,2,NA,2,NA,3
2120341,311,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
2120342,429,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2
2120343,325,NA,1,NA,2,NA,1,NA,2,NA,2,NA,2
2120344,230,NA,1,NA,3,NA,1,NA,2,NA,2,NA,3
2120345,198,NA,1,NA,3,NA,1,NA,1,NA,1,NA,3
2120346,294,NA,1,NA,2,NA,1,NA,2,NA,2,NA,3
2120401,573,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3
2120402,327,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
2120403,292,NA,2,NA,3,NA,1,NA,3,NA,2,NA,3
2120404,535,NA,2,NA,1,NA,1,NA,3,NA,3,NA,3
