"CD","Population","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
"1421808",435,NA,3,NA,3,NA,1,NA,1,NA,2,NA,2
"1421809",504,NA,2,NA,3,NA,1,NA,1,NA,2,NA,2
"1421810",414,NA,2,NA,3,NA,1,NA,1,NA,1,NA,2
"1421811",610,NA,3,NA,3,NA,2,NA,1,NA,2,NA,2
"1421812",300,NA,3,NA,3,NA,3,NA,1,NA,1,NA,3
"1421813",437,NA,3,NA,3,NA,3,NA,1,NA,1,NA,2
"1421901",322,NA,1,NA,3,NA,2,NA,2,NA,2,NA,3
"1421902",931,NA,3,NA,1,NA,1,NA,2,NA,2,NA,2
"1421903",482,NA,3,NA,3,NA,1,NA,2,NA,2,NA,1
"1421904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421905",318,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
"1421906",603,NA,3,NA,3,NA,3,NA,1,NA,1,NA,2
"1421907",544,NA,3,NA,3,NA,3,NA,1,NA,1,NA,3
"1421908",982,NA,3,NA,3,NA,3,NA,1,NA,1,NA,2
"1421909",808,NA,3,NA,2,NA,2,NA,2,NA,2,NA,1
"1421910",474,NA,3,NA,3,NA,3,NA,1,NA,1,NA,2
"1421911",430,NA,3,NA,3,NA,3,NA,1,NA,1,NA,2
"1421912",480,NA,3,NA,3,NA,3,NA,1,NA,1,NA,1
"1421913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412301",606,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
"1412302",490,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1412303",606,NA,2,NA,2,NA,3,NA,2,NA,3,NA,2
"1412304",537,NA,2,NA,3,NA,3,NA,1,NA,3,NA,3
"1412305",551,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
"1412306",554,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
"1412307",655,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
"1412308",164,NA,1,NA,3,NA,3,NA,3,NA,3,NA,3
"1412309",520,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
"1412310",367,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1412311",518,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
"1412312",361,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
"1412401",875,NA,3,NA,1,NA,2,NA,3,NA,3,NA,3
"1412402",521,NA,1,NA,2,NA,2,NA,2,NA,1,NA,2
"1412403",418,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
"1412404",267,NA,1,NA,3,NA,2,NA,2,NA,1,NA,1
"1412405",403,NA,2,NA,3,NA,3,NA,3,NA,3,NA,3
"1412406",481,NA,2,NA,2,NA,3,NA,2,NA,3,NA,3
"1412407",546,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
"1412408",479,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
"1412409",591,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
"1412410",437,NA,1,NA,2,NA,3,NA,2,NA,3,NA,3
"1412411",531,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
"1412412",795,NA,2,NA,1,NA,3,NA,3,NA,3,NA,3
"1412413",507,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1412414",255,NA,1,NA,3,NA,3,NA,3,NA,2,NA,3
"1412501",414,NA,1,NA,2,NA,3,NA,2,NA,2,NA,2
"1412502",557,NA,2,NA,2,NA,3,NA,2,NA,2,NA,2
"1412503",298,NA,1,NA,3,NA,1,NA,2,NA,1,NA,1
"1412504",528,NA,3,NA,3,NA,3,NA,2,NA,1,NA,2
"1412505",644,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
"1412506",439,NA,2,NA,3,NA,3,NA,3,NA,3,NA,3
"1412507",637,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
"1412508",454,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1412509",710,NA,2,NA,1,NA,3,NA,2,NA,2,NA,2
"1412510",403,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3
"1412511",464,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
"1412512",852,NA,3,NA,2,NA,3,NA,2,NA,2,NA,2
"1412513",314,NA,1,NA,3,NA,1,NA,2,NA,2,NA,2
"1412514",427,NA,2,NA,3,NA,3,NA,1,NA,1,NA,1
"1412515",604,NA,3,NA,2,NA,3,NA,1,NA,1,NA,1
"1412601",461,NA,2,NA,2,NA,3,NA,2,NA,1,NA,1
"1412602",445,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1
"1412603",464,NA,1,NA,2,NA,2,NA,2,NA,1,NA,2
"1412604",655,NA,2,NA,2,NA,2,NA,3,NA,2,NA,1
"1412605",425,NA,1,NA,2,NA,2,NA,3,NA,1,NA,2
"1412606",353,NA,1,NA,3,NA,2,NA,2,NA,2,NA,2
"1412607",617,NA,2,NA,2,NA,3,NA,2,NA,3,NA,2
"1412608",537,NA,1,NA,1,NA,3,NA,2,NA,2,NA,3
"1412609",868,NA,3,NA,1,NA,3,NA,2,NA,3,NA,2
"1412610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412611",322,NA,1,NA,3,NA,3,NA,2,NA,2,NA,2
"1412612",543,NA,2,NA,2,NA,3,NA,2,NA,1,NA,2
"1412701",344,NA,1,NA,3,NA,3,NA,2,NA,1,NA,1
"1412702",535,NA,2,NA,2,NA,3,NA,2,NA,2,NA,2
"1412703",562,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2
"1412704",721,NA,2,NA,2,NA,3,NA,3,NA,1,NA,1
"1412705",657,NA,2,NA,1,NA,2,NA,2,NA,2,NA,2
"1412706",1044,NA,3,NA,1,NA,3,NA,2,NA,3,NA,2
"1412707",411,NA,1,NA,2,NA,2,NA,2,NA,2,NA,2
"1412708",287,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3
"1412709",515,NA,2,NA,2,NA,3,NA,2,NA,3,NA,2
"1412710",374,NA,2,NA,3,NA,3,NA,2,NA,1,NA,1
"1412711",253,NA,1,NA,3,NA,2,NA,2,NA,2,NA,2
"1412712",808,NA,3,NA,2,NA,3,NA,1,NA,1,NA,1
"1412801",482,NA,2,NA,2,NA,3,NA,2,NA,3,NA,3
"1412802",442,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
"1412803",652,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
"1412804",372,NA,1,NA,3,NA,3,NA,3,NA,3,NA,3
"1412805",422,NA,1,NA,2,NA,3,NA,3,NA,3,NA,2
"1412806",335,NA,1,NA,3,NA,3,NA,3,NA,2,NA,2
"1412807",514,NA,1,NA,2,NA,3,NA,3,NA,3,NA,2
"1412808",421,NA,1,NA,3,NA,2,NA,3,NA,2,NA,2
"1412809",293,NA,1,NA,3,NA,3,NA,2,NA,2,NA,3
"1412810",626,NA,3,NA,2,NA,3,NA,2,NA,3,NA,2
"1412811",390,NA,2,NA,3,NA,3,NA,3,NA,3,NA,2
"1412812",304,NA,1,NA,3,NA,2,NA,3,NA,3,NA,3
"1412813",404,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3
"1412901",767,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
"1412902",439,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1412903",530,NA,2,NA,2,NA,3,NA,2,NA,3,NA,3
"1412904",361,NA,1,NA,2,NA,3,NA,3,NA,2,NA,2
"1412905",557,NA,3,NA,3,NA,3,NA,1,NA,3,NA,3
"1412906",450,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
"1412907",330,NA,1,NA,2,NA,3,NA,2,NA,3,NA,3
"1412908",583,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
"1412909",448,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
"1412910",392,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
"1413001",695,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
"1413002",230,NA,1,NA,3,NA,3,NA,2,NA,2,NA,3
"1413003",460,NA,2,NA,3,NA,3,NA,3,NA,3,NA,3
"1413004",315,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3
"1413005",332,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3
"1413006",563,NA,2,NA,2,NA,3,NA,3,NA,1,NA,3
"1413007",696,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
"1413008",704,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
"1413009",367,NA,2,NA,3,NA,3,NA,3,NA,2,NA,1
"1413010",367,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3
"1413011",555,NA,2,NA,2,NA,3,NA,3,NA,3,NA,2
"1420101",519,NA,3,NA,3,NA,2,NA,2,NA,1,NA,2
"1420102",421,NA,2,NA,3,NA,3,NA,3,NA,3,NA,2
"1420103",373,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3
"1420104",339,NA,1,NA,3,NA,3,NA,3,NA,3,NA,2
"1420105",369,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
"1420106",462,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
"1420107",396,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1420108",608,NA,2,NA,2,NA,3,NA,2,NA,3,NA,3
"1420109",485,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
"1420110",480,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
"1420201",566,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
"1420202",515,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1420203",208,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3
"1420204",323,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
"1420205",504,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
"1420206",325,NA,1,NA,3,NA,2,NA,2,NA,2,NA,2
"1420207",307,NA,2,NA,3,NA,2,NA,1,NA,2,NA,3
"1420208",672,NA,3,NA,3,NA,2,NA,1,NA,3,NA,3
"1420209",318,NA,3,NA,3,NA,3,NA,1,NA,2,NA,3
"1420210",469,NA,3,NA,3,NA,3,NA,1,NA,2,NA,3
"1420211",452,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
"1420212",318,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
"1420213",304,NA,1,NA,3,NA,2,NA,2,NA,3,NA,3
"1420214",355,NA,3,NA,3,NA,3,NA,1,NA,2,NA,3
"1420301",437,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
"1420302",952,NA,3,NA,1,NA,2,NA,2,NA,3,NA,3
"1420303",367,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
"1420304",768,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
"1420305",217,NA,1,NA,3,NA,3,NA,1,NA,3,NA,3
"1420306",293,NA,1,NA,3,NA,1,NA,2,NA,3,NA,3
"1420307",552,NA,3,NA,3,NA,2,NA,1,NA,2,NA,3
"1420308",420,NA,2,NA,3,NA,3,NA,1,NA,2,NA,3
"1420309",733,NA,3,NA,3,NA,1,NA,1,NA,2,NA,3
"1420310",374,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
"1420311",475,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
"1420312",448,NA,3,NA,3,NA,3,NA,1,NA,3,NA,3
"1420313",649,NA,3,NA,3,NA,3,NA,2,NA,2,NA,3
"1420401",564,NA,3,NA,3,NA,2,NA,1,NA,2,NA,3
"1420402",773,NA,3,NA,2,NA,1,NA,1,NA,1,NA,2
"1420403",583,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2
"1420404",430,NA,2,NA,3,NA,2,NA,1,NA,2,NA,3
"1420405",720,NA,3,NA,2,NA,1,NA,1,NA,1,NA,2
"1420406",731,NA,3,NA,2,NA,3,NA,1,NA,2,NA,3
"1420407",593,NA,3,NA,3,NA,3,NA,1,NA,2,NA,2
"1420408",287,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1420409",157,NA,1,NA,3,NA,2,NA,1,NA,1,NA,2
"1420410",164,NA,1,NA,3,NA,2,NA,1,NA,1,NA,3
"1420411",148,NA,1,NA,3,NA,2,NA,1,NA,2,NA,2
"1420412",519,NA,2,NA,3,NA,1,NA,1,NA,2,NA,2
"1420413",568,NA,2,NA,2,NA,3,NA,1,NA,2,NA,2
"1420501",308,NA,2,NA,3,NA,3,NA,1,NA,1,NA,3
"1420502",248,NA,2,NA,3,NA,2,NA,1,NA,2,NA,2
"1420503",296,NA,1,NA,3,NA,2,NA,1,NA,2,NA,3
"1420504",680,NA,3,NA,2,NA,2,NA,1,NA,1,NA,3
"1420505",414,NA,1,NA,2,NA,1,NA,1,NA,2,NA,2
"1420506",383,NA,2,NA,3,NA,2,NA,1,NA,1,NA,2
"1420507",820,NA,3,NA,3,NA,3,NA,1,NA,2,NA,3
"1420508",595,NA,3,NA,3,NA,3,NA,1,NA,2,NA,3
"1420509",566,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
"1420510",563,NA,3,NA,3,NA,3,NA,1,NA,2,NA,3
"1420511",432,NA,1,NA,2,NA,2,NA,2,NA,3,NA,3
"1420601",819,NA,3,NA,1,NA,1,NA,1,NA,2,NA,3
"1420602",354,NA,1,NA,3,NA,1,NA,1,NA,2,NA,2
"1420603",393,NA,2,NA,3,NA,2,NA,1,NA,2,NA,3
"1420604",491,NA,2,NA,2,NA,2,NA,1,NA,1,NA,2
"1420605",614,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
"1420606",678,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2
"1420607",661,NA,3,NA,3,NA,3,NA,1,NA,2,NA,3
"1420608",471,NA,2,NA,3,NA,3,NA,1,NA,1,NA,2
"1420609",370,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
"1420610",539,NA,3,NA,3,NA,3,NA,1,NA,1,NA,3
"1420701",578,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2
"1420702",523,NA,3,NA,3,NA,2,NA,1,NA,1,NA,3
"1420703",434,NA,3,NA,3,NA,3,NA,1,NA,1,NA,2
"1420704",507,NA,2,NA,2,NA,2,NA,1,NA,1,NA,3
"1420705",701,NA,3,NA,2,NA,2,NA,1,NA,2,NA,3
"1420706",611,NA,2,NA,2,NA,2,NA,1,NA,2,NA,2
"1420707",268,NA,1,NA,3,NA,2,NA,1,NA,2,NA,3
"1420708",354,NA,2,NA,3,NA,2,NA,1,NA,3,NA,3
"1420709",715,NA,2,NA,1,NA,2,NA,1,NA,2,NA,2
"1420710",296,NA,1,NA,3,NA,3,NA,1,NA,1,NA,2
"1420801",416,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1420802",192,NA,1,NA,3,NA,3,NA,3,NA,2,NA,2
"1420803",250,NA,1,NA,3,NA,2,NA,2,NA,3,NA,3
"1420804",680,NA,3,NA,2,NA,2,NA,1,NA,2,NA,3
"1420805",616,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
"1420806",476,NA,2,NA,2,NA,3,NA,2,NA,3,NA,3
"1420807",474,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
"1420808",347,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1420809",193,NA,1,NA,3,NA,3,NA,2,NA,1,NA,3
"1420810",431,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1420901",285,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3
"1420902",491,NA,2,NA,2,NA,3,NA,2,NA,3,NA,3
"1420903",484,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
"1420904",651,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
"1420905",1049,NA,3,NA,1,NA,3,NA,2,NA,3,NA,3
"1420906",426,NA,2,NA,3,NA,3,NA,2,NA,3,NA,2
"1420907",481,NA,2,NA,2,NA,3,NA,3,NA,2,NA,1
"1420908",536,NA,3,NA,3,NA,3,NA,3,NA,3,NA,2
"1420909",420,NA,1,NA,2,NA,3,NA,2,NA,3,NA,3
"1420910",801,NA,3,NA,2,NA,3,NA,2,NA,3,NA,2
"1421001",758,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
"1421002",610,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
"1421003",612,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
"1421004",325,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3
"1421005",552,NA,3,NA,3,NA,3,NA,2,NA,2,NA,3
"1421006",417,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1421007",370,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
"1421008",170,NA,1,NA,3,NA,2,NA,2,NA,2,NA,3
"1421009",342,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
"1421101",622,NA,3,NA,2,NA,3,NA,3,NA,3,NA,1
"1421102",176,NA,1,NA,3,NA,3,NA,3,NA,3,NA,3
"1421103",246,NA,1,NA,3,NA,3,NA,2,NA,3,NA,1
"1421104",551,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
"1421105",572,NA,3,NA,3,NA,3,NA,2,NA,3,NA,2
"1421106",476,NA,2,NA,3,NA,3,NA,2,NA,3,NA,2
"1421107",409,NA,1,NA,2,NA,2,NA,3,NA,2,NA,3
"1421108",240,NA,1,NA,3,NA,3,NA,3,NA,3,NA,2
"1421109",254,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3
"1421110",475,NA,2,NA,2,NA,3,NA,2,NA,3,NA,3
"1421111",430,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2
"1421112",312,NA,1,NA,3,NA,3,NA,2,NA,3,NA,2
"1421201",278,NA,1,NA,3,NA,3,NA,2,NA,2,NA,3
"1421202",490,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
"1421203",225,NA,1,NA,3,NA,3,NA,2,NA,2,NA,3
"1421204",502,NA,2,NA,2,NA,3,NA,3,NA,3,NA,2
"1421205",813,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
"1421206",551,NA,3,NA,3,NA,3,NA,2,NA,3,NA,2
"1421207",519,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
"1421208",358,NA,2,NA,3,NA,3,NA,2,NA,3,NA,2
"1421209",673,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
"1421210",472,NA,2,NA,3,NA,3,NA,2,NA,1,NA,3
"1421211",294,NA,1,NA,3,NA,3,NA,2,NA,3,NA,3
"1421301",599,NA,2,NA,2,NA,3,NA,2,NA,3,NA,3
"1421302",548,NA,2,NA,3,NA,2,NA,1,NA,2,NA,2
"1421303",431,NA,3,NA,3,NA,2,NA,1,NA,2,NA,2
"1421304",317,NA,2,NA,3,NA,2,NA,1,NA,1,NA,2
"1421305",193,NA,1,NA,3,NA,3,NA,2,NA,2,NA,3
"1421306",168,NA,1,NA,3,NA,3,NA,3,NA,3,NA,3
"1421307",337,NA,1,NA,3,NA,3,NA,1,NA,3,NA,3
"1421308",443,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
"1421309",258,NA,1,NA,3,NA,2,NA,2,NA,2,NA,3
"1421310",369,NA,1,NA,3,NA,3,NA,3,NA,2,NA,3
"1421311",486,NA,2,NA,2,NA,3,NA,2,NA,2,NA,3
"1421312",696,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
"1421401",352,NA,2,NA,3,NA,3,NA,2,NA,2,NA,3
"1421402",513,NA,2,NA,3,NA,2,NA,1,NA,2,NA,2
"1421403",155,NA,1,NA,3,NA,3,NA,1,NA,1,NA,2
"1421404",295,NA,1,NA,3,NA,3,NA,1,NA,2,NA,3
"1421405",599,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
"1421406",330,NA,2,NA,3,NA,2,NA,1,NA,2,NA,2
"1421407",244,NA,1,NA,3,NA,2,NA,1,NA,2,NA,2
"1421408",606,NA,2,NA,1,NA,2,NA,2,NA,3,NA,2
"1421409",653,NA,3,NA,2,NA,1,NA,2,NA,2,NA,2
"1421410",321,NA,2,NA,3,NA,1,NA,1,NA,2,NA,3
"1421411",435,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
"1400101",769,NA,2,NA,1,NA,3,NA,3,NA,1,NA,2
"1400102",627,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3
"1400103",537,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
"1400104",267,NA,1,NA,3,NA,3,NA,2,NA,1,NA,1
"1400106",258,NA,1,NA,2,NA,2,NA,2,NA,2,NA,1
"1400107",575,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
"1400109",1148,NA,2,NA,1,NA,1,NA,3,NA,2,NA,1
"1400110",69,NA,1,NA,3,NA,3,NA,3,NA,1,NA,1
"1400111",672,NA,2,NA,1,NA,3,NA,1,NA,3,NA,2
"1400112",616,NA,2,NA,2,NA,3,NA,2,NA,2,NA,3
"1400113",460,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
"1400114",216,NA,1,NA,3,NA,3,NA,1,NA,2,NA,3
"1400115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400116",674,NA,1,NA,1,NA,1,NA,3,NA,1,NA,1
"1400117",508,NA,1,NA,1,NA,2,NA,3,NA,1,NA,2
"1400118",417,NA,1,NA,2,NA,3,NA,2,NA,1,NA,1
"1400119",600,NA,2,NA,2,NA,3,NA,1,NA,3,NA,1
"1400120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"1400121",744,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
"1400123",212,NA,1,NA,3,NA,3,NA,2,NA,1,NA,1
"1402003",223,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1
"1402005",909,NA,1,NA,1,NA,2,NA,2,NA,3,NA,2
"1402008",1011,NA,2,NA,1,NA,3,NA,1,NA,1,NA,2
"1402009",438,NA,1,NA,2,NA,1,NA,2,NA,1,NA,2
"1402010",167,NA,1,NA,1,NA,3,NA,1,NA,1,NA,3
"1402011",723,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
"1402012",556,NA,1,NA,1,NA,3,NA,1,NA,2,NA,2
"1402016",608,NA,1,NA,1,NA,3,NA,1,NA,2,NA,2
"1402017",814,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
"1402018",809,NA,1,NA,1,NA,3,NA,1,NA,1,NA,2
"1402019",756,NA,2,NA,1,NA,3,NA,1,NA,3,NA,2
"1402021",844,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
"1402022",805,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
"1402023",991,NA,1,NA,1,NA,3,NA,1,NA,2,NA,1
"1402024",697,NA,1,NA,1,NA,3,NA,1,NA,2,NA,2
"1402025",1034,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
"1402026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402027",335,NA,1,NA,2,NA,3,NA,1,NA,2,NA,1
"1402028",888,NA,1,NA,1,NA,3,NA,1,NA,2,NA,2
"1400105",375,NA,1,NA,1,NA,3,NA,3,NA,1,NA,1
"1400122",374,NA,1,NA,2,NA,3,NA,3,NA,1,NA,1
"1401001",484,NA,2,NA,2,NA,3,NA,2,NA,2,NA,2
"1401002",344,NA,1,NA,3,NA,3,NA,3,NA,2,NA,2
"1401003",377,NA,2,NA,3,NA,3,NA,2,NA,3,NA,1
"1401004",390,NA,2,NA,3,NA,3,NA,2,NA,2,NA,2
"1401005",290,NA,1,NA,3,NA,3,NA,2,NA,2,NA,1
"1401006",280,NA,1,NA,3,NA,3,NA,2,NA,3,NA,2
"1401007",151,NA,1,NA,3,NA,3,NA,2,NA,2,NA,3
"1401008",445,NA,2,NA,2,NA,3,NA,2,NA,2,NA,2
"1401009",381,NA,2,NA,3,NA,3,NA,2,NA,2,NA,2
